"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"11","Normal/Others","WS/MP889/2024-2025/162264-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Malsund: Ta.Harij: Paver block work in Sardarpura and Prajapati Vas(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","13-Feb-2025","499991"
"12","Normal/Others","WS/MP889/2024-2025/162277-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Deka Ta.: Lakhani: Work of providing sports (sports equipment) (with fittings) at Government Primary School(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499825"
"13","Normal/Others","WS/MP889/2024-2025/147852-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Amirgadh, Ta. Amirgadh :  Work of providing sports (playground) equipment (including fittings) at Primary School, Amirgarh-1 (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499850"
"14","Normal/Others","WS/MP889/2024-2025/147854-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Dalpura Ta.Danta : Work of providing sports (playground) equipment (including fittings) at Dalpura Pay-Center Primary School (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499850"
"15","Normal/Others","WS/MP889/2024-2025/147859-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Rampur (Dama) Ta.Deesa : Work of providing sports equipment (including fittings) at Primary School, Rampura (Dama) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499825"
"16","Normal/Others","WS/MP889/2024-2025/147877-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Ranpur  Ta. Deesa : Supply of Sports Equipment (including Fittings) at Pay-Kendra School Ranpur (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499825"
"17","Normal/Others","WS/MP889/2024-2025/147869-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Vadiya Ta.deodar : Work of providing sports (playground) equipment (including fittings) at Primary School (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"18","Normal/Others","WS/MP889/2024-2025/147872-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Dhankwada Ta. Deodar : Work of providing sports (playground) equipment (including fittings) at Primary School (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"19","Normal/Others","WS/MP889/2024-2025/162268-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Tervada (Salimgarh) Ta. Kankarej: Work of providing sports (sports equipment) (including fittings) at Government Primary School(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"20","Normal/Others","WS/MP889/2024-2025/162270-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Bhavnagar. Ta.: Kankrej: Work of providing sports (sports equipment) (with fittings) at Government Primary School(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"21","Normal/Others","WS/MP889/2024-2025/162271-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Changa (Thikarnath) Ta. Kankrej: Work of providing sports (sports equipment) (with fittings) at Government Primary School(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"22","Normal/Others","WS/MP889/2024-2025/162273-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","""Samodra Ta. Palanpur: Work of providing sports (sports equipment) (with fittings) at Government Primary School""(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"23","Normal/Others","WS/MP889/2024-2025/162275-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","BhacharTa. Tharad: Work of providing sports (sports equipment) (with fittings) at Government Primary School(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"24","Normal/Others","WS/MP889/2024-2025/162276-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Raiya Ta.: Deodar: Work of providing sports (sports equipment) (with fittings) at Government Primary School(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","499750"
"25","Normal/Others","WS/MP889/2024-2025/147878-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Bhemaji goliya  Ta.Lakhani : Work of providing sports (playground) equipment (including fittings) at Bhemaji Goliya, Primary School (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","24-Feb-2025","499825"
"26","Normal/Others","WS/MP889/2024-2025/147860-Purchase of sports equipment","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Limbau Ta. lakhani : Work of providing sports (playground) equipment (including fittings) at Lakhni Taluka Primary School At.Limbau (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","N/A","24-Feb-2025","499825"
"27","Normal/Others","WS/MP889/2024-2025/162261-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Dhanasara Ta.Dist, Saraswati: Work on paver blocks in Joshi Vas(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-Feb-2025","500000"
"28","Normal/Others","WS/MP889/2024-2025/162256-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Dabhali, Ta. Dhari District, Amreli: Paver block work in the main market of Dabhali village (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","28-Jul-2025","500000"
"29","Normal/Others","WS/MP889/2024-2025/162285-Construction of common work sheds/ common covered sitting area","Gujarat","SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA)","Gota (Antakampa), Ta.Khedbrahma , Dist.:Sabarkantha :  Shed work Near to the village Samajwadi(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","16-Apr-2025","500000"
"30","Normal/Others","WS/MP889/2024-2025/165879-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Talepura Ta Deesa Work on cremation facilities in the village(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","04-Aug-2025","500000"
"31","Normal/Others","WS/MP889/2024-2025/165880-Purchase of equipment for crèches and anganwadies","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Talepura Ta. Deesa  Work on Anganwadi Center-II in the village(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","04-Aug-2025","500000"
"32","Normal/Others","WS/MP889/2024-2025/140614-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Vada Ta.Kankrej : For work on flood protection wall near Angannath Library (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","10-Mar-2025","400000"
"33","Normal/Others","WS/MP889/2024-2025/140613-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Vada Ta.Kankrej : For CC road work from highway to Sedha Mashru's residence (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","10-Mar-2025","500000"
"34","Normal/Others","WS/MP889/2024-2025/145845-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Bhadkasar, Ta.Deodar : R.C.C. Road at Maliwas area (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","11-Mar-2025","500000"
"35","Normal/Others","WS/MP889/2024-2025/154652-Purchase of motor boats for flood and cyclone prone areas","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shihori  Ta.Kankrej : Flood protection wall work from Rabari Kunvarba Primary School  Near to Rabari Vas.(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-Mar-2025","500000"
"36","Normal/Others","WS/MP889/2024-2025/149373-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Sihori(rabarivas) Ta.kankrej : Paver block work from Udariya vas approach road to Samoj Mataji temple (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-Mar-2025","500000"
"37","Normal/Others","WS/MP889/2024-2025/154654-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shihori  Ta.Kankrej :Paver block work from Unadriyavas Road to Desai Jalubhai's house. (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-Mar-2025","500000"
"38","Normal/Others","WS/MP889/2024-2025/154660-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Khardosan Ta. Disa :For facility work in the Smashan (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","03-Apr-2025","500000"
"39","Normal/Others","WS/MP889/2024-2025/154666-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Javal Ta. Deesa :For facility work in the Smashan (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","04-Aug-2025","500000"
"40","Normal/Others","WS/MP889/2024-2025/140623-Construction of water tanks","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Kanajhara Ta.Deesa : Work of water parab in Anganwadi Center 1 (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","04-Aug-2025","500000"
"41","Normal/Others","WS/MP889/2024-2025/140624-Providing supply pipelines for drinking water","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Kanajhara  Ta.Deesa : For water pipe line work in Gambhirpura area (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","04-Aug-2025","500000"
"42","Normal/Others","WS/MP889/2024-2025/162258-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Der (Anandpura) village, Ta.Di, Patan: Paver block work from Desai Sagarbhai Bijolbhai's house to C.C. Road and from Desai Ishwarbhai Harjibhai's house to the main road.(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","19-Apr-2025","200000"
"43","Normal/Others","WS/MP889/2024-2025/140632-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Kanzara Ta.Deesa :  For CC road work from Village Chora to Village Padar(2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","04-Aug-2025","500000"
"44","Normal/Others","WS/MP889/2024-2025/162257-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Der (Anandpura) Ta.Dist, Patan: Paver block work from Desai Bharatbhai Ratnabhai's house to Kanjibhai's house and from Desai Dineshbhai Motibhai's house to Bhagwanbhai Mahadevbhai's house.(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","23-Apr-2025","500000"
"45","Normal/Others","WS/MP889/2025-2026/145846-Purchase of books and periodicals for libraries/digitization of library books","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Deodar Ta.Deodar : For Anusangik work in the Library (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-May-2025","500000"
"46","Normal/Others","WS/MP889/2025-2026/154653-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Tantiyana Ta.Kankrej :Paver block work from Nathubhai Rajabhai Khambhalya's house to Mevabhai Ramjibhai's house.(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","11-May-2025","496976"
"47","Normal/Others","WS/MP889/2024-2025/162266-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Delwada: Ta. Deodar: Paver block work from in front of Joshi Ramjibhai Washrambhai's house to the village gate (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","09-May-2025","500000"
"48","Normal/Others","WS/MP889/2025-2026/165876-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Raner Ta Kankraj  Paver block work from Kanni Pati Chora towards Anganwadi in the village(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-May-2025","500000"
"49","Normal/Others","WS/MP889/2025-2026/165861-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Raner Ta  Kankraj  Paver block work in the Scheduled Caste area at Indiranagar in the village(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-May-2025","500000"
"50","Normal/Others","WS/MP889/2025-2026/165870-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Raner Ta  Kankraj  Flood protection wall work in Rupani Pati Scheduled Caste area of village(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-May-2025","500000"
"51","Normal/Others","WS/MP889/2025-2026/165872-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Raner Ta Kankraj  Flood protection wall work behind Baroda Rural Gujarat Bank in the village(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-May-2025","500000"
"52","Normal/Others","WS/MP889/2025-2026/165874-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Raner Ta  Kankraj  Flood protection wall work in Punjapura In the area of the village(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","27-May-2025","500000"
"53","Normal/Others","WS/MP889/2025-2026/140619-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Sirvada Ta.Kankrej : To construct innovative library halls in secondary and higher secondary schools(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","23-Sep-2025","500000"
"54","Normal/Others","WS/MP889/2025-2026/186689-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Ranawada (Ja) Ta.Kankarej,  Paver block work in Scheduled Caste Vas (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","05-Jun-2025","300000"
"55","Normal/Others","WS/MP889/2025-2026/186686-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Akoli Tha.vas Ta.Kankarej, Paver block work in Scheduled Caste Vas (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","05-Jun-2025","300000"
"56","Normal/Others","WS/MP889/2025-2026/186690-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Kunvarva Ta.Kankarej,  Paver block work in Scheduled Caste Vas (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","05-Jun-2025","300000"
"57","Normal/Others","WS/MP889/2025-2026/186693-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Dhanera Ta.Kankarej,  Paver block work in Dhanera-Guthavada Scheduled Caste Vas (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","05-Jun-2025","300000"
"58","Normal/Others","WS/MP889/2025-2026/186678-Providing supply pipelines for drinking water","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Dudasan Ta. Kankrej,  Water Pipe line work in Scheduled Caste crematorium (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","18-Aug-2025","400000"
"59","Normal/Others","WS/MP889/2025-2026/154665-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Vada Ta. Kankrej : Work of CC road from Vada-Umedpura Damar road to Jamabhai Virambhai desai's house (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","13-Jun-2025","500000"
"60","Normal/Others","WS/MP889/2024-2025/162259-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Der (Lilapura) Ta.Dist, Patan: Work of incomplete CC road from approach road to Desai Kanjibhai's house and on the way to Anandpura and work of CC road from Desai Vikrambhai Mafabhai's house to main road and on the way to Desai Ishwarbhai Maljibhai's house(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","16-Jun-2025","450000"
"61","Normal/Others","WS/MP889/2025-2026/140629-Construction of water tanks","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Manekpura Ta.Deesa : For water tank work in schedule cast Vas (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","05-Aug-2025","297764"
"62","Normal/Others","WS/MP889/2024-2025/162260-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Der Ta.Dist, Patan: Work on CC Road from Desai Rajubhai Motibhai's house to Der road","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","24-Jun-2025","342145"
"63","Normal/Others","WS/MP889/2025-2026/145852-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Mojrujuna,Ta.Deodar : for shed work near Shiv area (2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","23-Jun-2025","500000"
"64","Normal/Others","WS/MP889/2024-2025/140628-Construction of boundary walls of existing public and community buildings","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Borsan Ta.Di.Patan For construction of verandah in crematorium(2023-24)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","14-Jul-2025","200000"
"65","Normal/Others","WS/MP889/2025-2026/162286-Construction of boundary walls of existing public and community buildings","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Kharodiya, Ta. Palanpur: Work on flood protection wall to Palanpur-Vadgam Road prevent rain erosion on Shri Tapodhan Brahmin Samaj Dhandhar Division (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","19-Jul-2025","500000"
"66","Normal/Others","WS/MP889/2025-2026/162278-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Palanpur, Ta. Palanpur: Work on construction of shed Near to Kantheriya Hanuman Temple(2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","22-Jul-2025","499500"
"67","Normal/Others","WS/MP889/2025-2026/186698-Providing supply pipelines for drinking water","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Delwada Ta.Deodar, Water tank and pipe line in Scheduled Caste Vas cremation ground (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","28-Jul-2025","500000"
"68","Normal/Others","WS/MP889/2025-2026/186668-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Bhavnagar Ta. Kankrej  Scheduled Caste crematorium flood protection wall work (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","02-Aug-2025","399935"
"69","Normal/Others","WS/MP889/2025-2026/186680-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Tatiyana Ta. Kankrej,  Scheduled Caste Paver Block Work next to Ramji Temple (S.C) (2024-25)","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","18-Aug-2025","350000"
"70","Normal/Others","WS/MP889/2025-2026/162280-Construction of common work sheds/ common covered sitting area","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Palanpur, Ta. Palanpur: Work on shed Near to Rabari Samaj Nilkanth Temple","Shri Babubhai Jesangbhai Desai (2023-29) (NaN-NaN)","Elected MP","Images","12-Aug-2025","850000"
