"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"68","Normal/Others","WS/MP839/2023-2024/33942-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR HOUSE OF J P MISHRA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"69","Normal/Others","WS/MP839/2023-2024/33941-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR HOUSE OF ANMOL SHUKLA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"70","Normal/Others","WS/MP839/2023-2024/33940-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGHMASK LIGHT NEAR OF THE DEV STHAN MANDIR","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"71","Normal/Others","WS/MP839/2023-2024/33939-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGHMASK LIGHT NEAR HOUSE OF AVDHESH KUMAR YADAV","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"72","Normal/Others","WS/MP839/2023-2024/33948-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR OF HOUSE OF AVINASH VERMA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"73","Normal/Others","WS/MP839/2023-2024/33947-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR OF HOUSE OF UDHO LAL VERMA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"74","Normal/Others","WS/MP839/2023-2024/33946-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR KAHELIA PUBLIC SCHOOL","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"75","Normal/Others","WS/MP839/2023-2024/33945-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR VEDWATI KANYA INTER COLLEGE","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"76","Normal/Others","WS/MP839/2023-2024/33944-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR VEERANGNA AVANTI BAI MAHA VIDYALAYA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"77","Normal/Others","WS/MP839/2023-2024/33949-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR OF HOUSE OF GANGESWAR DHANUKA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"78","Normal/Others","WS/MP839/2023-2024/34049-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR OF HOUSE OF KISHAN VERMA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"79","Normal/Others","WS/MP839/2023-2024/34048-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGHT NEAR OF HOUSE OF ASHISH KUMAR VERMA","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
"80","Normal/Others","WS/MP839/2023-2024/34054-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","LED HIGH MASK LIGH NEAR OF HOUSE OF PREM KUMAR SINGH","Shri Gulam Ali (2022-28) (NaN-NaN)","Elected MP","Images","07-Mar-2024","243000"
