"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"11","Normal/Others","NA-Construction of buildings for sports facilities","Tamil Nadu","COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA)","Shri Kamal Haasan (2025-31) (2025-2031)","Elected MP","Construction of Public Swimming Pool at VOC Park Ward 83 Central Zone Coimbatore Tamil Nadu","11-Feb-2026","11200000","NA"
"12","Normal/Others","WS/MP162/2025-2026/212528-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby PUPS in Kodangudi Colony at Kodangudi Panchayat","05-Jul-2025","448987","30-Jul-2025"
"13","Normal/Others","WS/MP162/2025-2026/212529-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Perumalkoil  at Vaiyankudi Panchayat","05-Jul-2025","448987","30-Jul-2025"
"14","Normal/Others","WS/MP162/2025-2026/212530-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Gandhi Nagar Pillayar Koil at Pattur  Panchayat","05-Jul-2025","448987","30-Jul-2025"
"15","Normal/Others","WS/MP162/2025-2026/212531-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Mariyamman Koil Pattur Panchayat","05-Jul-2025","448987","30-Jul-2025"
"16","Normal/Others","WS/MP162/2025-2026/212532-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Bus stop at  Navalur Panchayat","05-Jul-2025","448987","30-Jul-2025"
"17","Normal/Others","WS/MP162/2025-2026/212533-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Colony Murugan Koil at  Nidhinatham Panchayat","05-Jul-2025","448987","30-Jul-2025"
"18","Normal/Others","WS/MP162/2025-2026/212534-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Pudukulam Mettu street at  Sirumulai Panchayat","05-Jul-2025","448987","30-Jul-2025"
"19","Normal/Others","WS/MP162/2025-2026/212535-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Perumalkoil at  Pulivalam Panchayat","05-Jul-2025","448987","30-Jul-2025"
"20","Normal/Others","WS/MP162/2025-2026/212536-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Mariyamman Koil at  Keeranur E Panchayat","05-Jul-2025","448987","30-Jul-2025"
"21","Normal/Others","WS/MP162/2025-2026/212537-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby AD Street Mariyamman Koil at  Keeranur E Panchayat","05-Jul-2025","448987","30-Jul-2025"
"22","Normal/Others","WS/MP162/2025-2026/212538-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Mel Ivanur Mariyamman koil at  Ivanur Panchayat","05-Jul-2025","448987","30-Jul-2025"
"23","Normal/Others","WS/MP162/2025-2026/212539-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby PDS at  Avati Panchayat","05-Jul-2025","448987","30-Jul-2025"
"24","Normal/Others","WS/MP162/2025-2026/212540-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Natham Sivan koil at  korakkai Panchayat","05-Jul-2025","448987","30-Jul-2025"
"25","Normal/Others","WS/MP162/2025-2026/212541-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Vaithiyanadhapuram Mariyamman koil at  tholudur Panchayat","05-Jul-2025","448987","30-Jul-2025"
"26","Normal/Others","WS/MP162/2025-2026/212542-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Bus stop at  Keelcheruvai Panchayat","05-Jul-2025","448987","30-Jul-2025"
"27","Normal/Others","WS/MP162/2025-2026/212543-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby panchayat Office  at  Arangur Panchayat","05-Jul-2025","448987","30-Jul-2025"
"28","Normal/Others","WS/MP162/2025-2026/212544-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Subramaniyar koil at  Akkanur Panchayat","05-Jul-2025","448987","30-Jul-2025"
"29","Normal/Others","WS/MP162/2025-2026/212545-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass light to Nearby Indira Nagar Women Sanitary Complex  at  Vagaiyur Panchayat","05-Jul-2025","448987","30-Jul-2025"
"30","Normal/Others","WS/MP162/2025-2026/216968-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass Light to New daily Market in Ward no 12 at Thittakudi Municipality","10-Jul-2025","450000","17-Dec-2025"
"31","Normal/Others","WS/MP162/2025-2026/216970-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass Light to Infront of Municipal Office in Ward no 12 at Thittakudi Municipality","10-Jul-2025","450000","17-Dec-2025"
"32","Normal/Others","WS/MP162/2025-2026/216973-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass Light to Nearby Vathittapuram sanjana Super Market in Ward no 11 and  23 at Thittakudi Municipality","10-Jul-2025","450000","17-Dec-2025"
"33","Normal/Others","WS/MP162/2025-2026/216975-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass Light to Nearby South street pillayar koil in Ward no 20 and 21 at Thittakudi Municipality","10-Jul-2025","450000","17-Dec-2025"
"34","Normal/Others","WS/MP162/2025-2026/216978-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing Highmass Light to Infront of Kozhiyur PDS  in Ward no 08 at Thittakudi Municipality","10-Jul-2025","450000","17-Dec-2025"
"35","Normal/Others","WS/MP162/2025-2026/253013-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","CC Road to SKS Nagar Old Tasildar Office road (Ward 17) in Kurijupadi Town panchayat.","09-Dec-2025","2000000","22-Jan-2026"
"36","Normal/Others","WS/MP162/2025-2026/220795-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Providing CC Roads at SKS Extension sathyam Nagar ward no 17,  (188 mtr) in Kurinjipadi Town Panchayat","21-Jul-2025","1500000","04-Aug-2025"
"37","Normal/Others","WS/MP162/2025-2026/202307-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of cement road on Krishnakuppam RC Colony Street, Krishnakuppam Panchayat, Kurinjipadi Union, Cuddalore District","22-May-2025","1999644","24-Jun-2025"
"38","Normal/Others","WS/MP162/2025-2026/202313-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of cement road in the middle street of Kattiyanguppam, Krishnankuppam Panchayat, Kurinjipadi Union, Cuddalore District","22-May-2025","1999791","24-Jun-2025"
"39","Normal/Others","WS/MP162/2025-2026/202317-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of cement road on Adur Agaram School Street, Adur Agaram Panchayat, Kurinjipadi Union, Cuddalore District","22-May-2025","999070","24-Jun-2025"
"40","Normal/Others","NA-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light @ Near Sivan Koil Keezhkalpoondi  Panchayat in Cuddlore","27-Dec-2023","450000","NA"
"41","Normal/Others","NA-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light @ near Mariyamman Koil street,  SC Area, Sirupakkam Panchayat  in Cuddlore","27-Dec-2023","450000","NA"
"42","Normal/Others","NA-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light @ near Mariyamman Koil street, Backward class People Sirupakkam Panchayat  in Cuddlore","27-Dec-2023","450000","NA"
"43","Normal/Others","NA-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light @ near Bus stand Sirupakkam Panchayat  in Cuddlore","27-Dec-2023","450000","NA"
"44","Normal/Others","WS/MP163/2025-2026/70309-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light @ near Mariyamman Koil street,  SC Area, Pattur  Panchayat  in Cuddlore","27-Dec-2023","450000","26-Jun-2025"
"45","Normal/Others","WS/MP163/2024-2025/70310-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Near Perumal Koil street, Malayanur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"46","Normal/Others","WS/MP163/2024-2025/70311-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Periya Koil street, Malayanur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"47","Normal/Others","NA-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Near Moopanar Koil Adhi Dravidor  Colony, Orangore Panchayat","27-Dec-2023","450000","NA"
"48","Normal/Others","WS/MP163/2024-2025/70319-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Near Muthuvel Kadai,Panayanthur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"49","Normal/Others","WS/MP163/2024-2025/70320-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Near Devar Nagar Bus stop Panayanthur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"50","Normal/Others","WS/MP163/2024-2025/70321-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Near Panchayat Union Office Panayanthur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"51","Normal/Others","WS/MP163/2024-2025/70323-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ West Colony, Nadu street , Meladanur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"52","Normal/Others","WS/MP163/2024-2025/70324-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ RO Water Near, New Colony,  Naraiyur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"53","Normal/Others","WS/MP163/2024-2025/70325-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Bus stand West Area,  S.Naraiyur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"54","Normal/Others","WS/MP163/2024-2025/70326-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ BC Kudiyirupu Area, Mariyamman Koil street,  S.Naraiyur Panchayat","27-Dec-2023","449714","17-Feb-2025"
"55","Normal/Others","WS/MP163/2024-2025/70329-Lighting of public spaces","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri R. Girirajan (2022-28) (2022-2028)","Elected MP","Providing Highmast light (12M 150W 6 Light/Ladder Type) @ Perumal Koil street near, Kazhuthur Panchayat","27-Dec-2023","450000","17-Feb-2025"
"56","Normal/Others","WS/MP162/2025-2026/177853-Street lights","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Installation of high mast light at Navalur Panchayat Arunthiyar Kalani, Mangalore Panchayat Union, Cuddalore District","26-Feb-2025","448987","16-Jul-2025"
"57","Normal/Others","WS/MP162/2025-2026/177854-Street lights","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of high mast light near the bus stand on BC Street, Navalur Panchayat, Mangalore Panchayat Union, Cuddalore District","26-Feb-2025","449344","16-Jul-2025"
"58","Normal/Others","WS/MP162/2025-2026/177855-Street lights","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of high mast light on Konar Road, Athanur Panchayat, Mangalore Panchayat Union, Cuddalore District","26-Feb-2025","448868","16-Jul-2025"
"59","Normal/Others","WS/MP162/2025-2026/177857-Street lights","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of high mast light on Chettiyar Road, Melaadanur Panchayat, Mangalore Panchayat Union, Cuddalore District","26-Feb-2025","449344","16-Jul-2025"
"60","Normal/Others","WS/MP162/2025-2026/241382-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","CC Pavement to KK Nagar 14th Street(12th Ward) in Kurinjipadi Town Panchayat at Cuddalore District  ( 200 mtr)","25-Oct-2025","1500000","05-Nov-2025"
"61","Normal/Others","WS/MP162/2025-2026/177851-Construction of additional rooms and halls in the existing public and community building","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a Public Distribution System Shop in P. Ponneri Panchayat, Nallur Panchayat Union, Cuddalore District","26-Feb-2025","300000","06-Aug-2025"
"62","Normal/Others","WS/MP162/2025-2026/177810-Construction of boundary walls of existing public and community buildings","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a Public Distribution System Shop in Korakkai Panchayat, Mangalore Panchayat Union, Cuddalore District","26-Feb-2025","299818","11-Aug-2025"
"63","Normal/Others","WS/MP162/2025-2026/177821-Construction of boundary walls of existing public and community buildings","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a Public Distribution System Shop in Ramanathapuram Panchayat, Mangalore Panchayat Union, Cuddalore District","26-Feb-2025","300000","30-Jul-2025"
"64","Normal/Others","WS/MP162/2025-2026/177844-Construction of boundary walls of existing public and community buildings","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a Public Distribution System Shop in Sevur Panchayat, Nallur Panchayat Union, Cuddalore District","26-Feb-2025","300000","19-Feb-2026"
"65","Normal/Others","NA-Construction of boundary walls of existing public and community buildings","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a Public Distribution System Shop in Tholar Panchayat, Nallur Panchayat Union, Cuddalore District","26-Feb-2025","300000","NA"
"66","Normal/Others","WS/MP162/2025-2026/142704-Construction of community centers and community halls","Tamil Nadu","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of Marriage hall for Adi Dravidar Colony in Orangur Panchayat, Cuddalore District","24-Sep-2024","5000000","24-Jun-2025"
"67","Normal/Others","WS/MP162/2025-2026/202568-Construction of additional rooms and halls in the existing public and community building","Tamil Nadu","DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a kitchen for the community hall in Kothayam village, Kothayam Panchayat, Thoppampatti Panchayat Union","22-May-2025","4000000","03-Feb-2026"
"68","Normal/Others","WS/MP18439/2025-2026/247394-Construction of buildings for community cultural activities","Tamil Nadu","DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA)","Dr. M. Dhanapal (2025-31) (2025-2031)","Elected MP","Construction of Drama Stage at Andipatti village in Pilathu Panchayat","10-Nov-2025","850000","13-Feb-2026"
"69","Normal/Others","WS/MP162/2025-2026/202567-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Tamil Nadu","DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a multi-purpose building in Ondipomminayakkanur village, Ottanchathram Panchayat Union, Periyakottai Panchayat","22-May-2025","3000000","13-Feb-2026"
"70","Normal/Others","WS/MP162/2025-2026/202570-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Tamil Nadu","DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","Construction of a multi-purpose building in Melkaraipatti village of Thoppampatti Panchayat Union, Melkaraipatti Panchayat","22-May-2025","3000000","03-Feb-2026"
"71","Normal/Others","WS/MP155/2026-2027/259213-Construction of community centers and community halls","Tamil Nadu","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Shri P. Wilson (2025-31) (2025-2031)","Elected MP","construction of fair price shop opposite to Kamatchi Amman Temple Chennimalai Town Panchayat in Erode District","14-Jan-2026","1850000","25-May-2026"
"72","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","Formation of B.T.Road in Left side Bund of Kalingarayan Channel  from mile 11-3-000 to 11-4-400 in Erode Taluk of Erode District.","28-Jul-2026","2160000","NA"
"73","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","Formation of B.T.Road in Left side Bund of Kalingarayan Channel from mile 11-4-400 to 11-6-120 in Erode Taluk of Erode District.","28-Jul-2026","2100000","NA"
"74","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","Formation of B.T.Road in Left side Bund of Kalingarayan Channel from mile 11-6-120 to 11-7-450  in Erode Taluk of Erode District.","28-Jul-2026","2000000","NA"
"75","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","Formation of B.T.Road in Left side Bund of Kalingarayan Channel from mile 11-7-450 to                        12-0-400  in Erode Taluk of Erode District.","28-Jul-2026","1240000","NA"
"76","Normal/Others","WS/MP18438/2026-2027/253156-Construction of road under bridge","Tamil Nadu","ERODE(DISTRICT_COLLECTORE_ERODE_IDA)","Shri I.S. Inbadurai (2025-31) (2025-2031)","Elected MP","Construction of Bridge across the Odai from syphon at mile 59-6 of LBP main canal in Thiruvachi village of Perundurai Taluk of Erode District.","09-Dec-2025","2500000","25-May-2026"
