"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"11","Normal/Others","WS/MP086/2025-2026/171396-Construction of boundary walls of existing public and community buildings","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Bangalore District, BTM constituency, KSRP 3 Betalian, Jakkasandra, Providing additional facilities to the existing community building","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","24-Jun-2025","499650"
"12","Normal/Others","WS/MP086/2025-2026/170925-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Development of Road at 9th main, 40th mainroad, ward no 178, JP nagar 1st phase, Bangalore","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","24-Jun-2025","499201"
"13","Normal/Others","WS/MP086/2025-2026/172339-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of concrete road at Yellappanapalya village, Mehaboob house near, Bangalore south, Bangalore","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","499634"
"14","Normal/Others","WS/MP086/2025-2026/159394-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Development Work in Bangalore Urban District, Bangalore South Taluk, Kempagondanahalli Village Main Road to Majeed House Road","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","499109"
"15","Normal/Others","WS/MP086/2025-2026/159379-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work behind Yallappanapalya Village Bus Stand, Bangalore South Taluk, Bangalore urban","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","499784"
"16","Normal/Others","WS/MP086/2025-2026/159380-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work in front of Yellappanapallya Milk Producers Association, Bangalore Urban District, Bangalore South Taluk","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","499327"
"17","Normal/Others","WS/MP086/2025-2026/159382-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development works near Maramma temple at Yallappanapalya village, Bangalore South taluk, Bangalore Urban district.","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","498202"
"18","Normal/Others","WS/MP086/2025-2026/159383-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work in Yallappanapalya Village, Bangalore South Taluk, Bangalore Urban District","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","499327"
"19","Normal/Others","WS/MP086/2025-2026/159385-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work from Yallappanapalya village main road to Raju's house, Bangalore Urban District, Bangalore South Taluk","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","499054"
"20","Normal/Others","WS/MP086/2025-2026/159386-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work from Raju's house to Ramakka's house in Yallappanapalya village, Bangalore Urban District, Bangalore South Taluk","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","499509"
"21","Normal/Others","WS/MP086/2025-2026/159390-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work from Raju's house to Lingaya's house in Yallappanapalya village, Bangalore Urban District, Bangalore South Taluk.","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","498972"
"22","Normal/Others","WS/MP086/2025-2026/159395-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work from Ratnamma house to Bairamma house in Yallappanapalya village, Bangalore Urban district, Bangalore South taluk.","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","499587"
"23","Normal/Others","WS/MP086/2025-2026/171330-Street lights","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Bangalore District, Bangalore South Taluk, Tavarekere Village, SC Colony, Solar light installment work at the road of Narasimhaiah","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","499403"
"24","Normal/Others","WS/MP086/2025-2026/171371-Street lights","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Bangalore District, Bangalore South Taluk, Tavarekere Village, SC Colony, Solar light installment work at the road of Lokesh","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","499403"
"25","Normal/Others","WS/MP086/2025-2026/171364-Street lights","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Bangalore District, Bangalore South Taluk, Tavarekere Village, SC Colony, Solar light installment work at the road of Anjanappa","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","30-Aug-2025","499403"
"26","Normal/Others","WS/MP086/2024-2025/159255-Construction of buildings for multi-gym","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Construction of Open Gym at Panchayat Khel stadium of Padla Village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","29-Dec-2025","299774"
"27","Normal/Others","WS/MP086/2024-2025/160668-Construction of buildings for multi-gym","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Construction of Open Gym at Panchayat Play Ground (near on Main firni) of Village Naina","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","29-Dec-2025","294987"
"28","Normal/Others","WS/MP086/2025-2026/150246-Construction of culverts and bridges","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","construction of continued work of bridge and road at Tumkur district, Kunigal Taluk, Nagasandra Panchayath, Andanayyana Palya","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","Images","10-Nov-2025","1174341"
"29","Normal/Others","WS/MP086/2025-2026/194196-Installing tube-wells and borewells","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Construction of borewell and pump motor at Bangalore urban, Yelahanka Talluk, Hesaraghatta Hobali, Shivakote Grama Panchayat, Muttugadahalli Village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","12-Nov-2025","499782"
"30","Normal/Others","WS/MP086/2025-2026/170927-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of concrete drainage system at H hosahalli village, Hennagara grama panchayat, Anekal Taluk, Jigani Hobali","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","08-Dec-2025","499595"
"31","Normal/Others","WS/MP086/2025-2026/209983-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of compound wall at ward no.148, 20th cross, government school, Bangalore urban, BTM constituency","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","24-Dec-2025","499402"
"32","Normal/Others","WS/MP086/2025-2026/209981-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of footpath at muneshwara swamy layout, ward no.148, Bangalore BTM constituency","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","24-Dec-2025","499225"
"33","Normal/Others","WS/MP086/2025-2026/209971-Purchase of smart boards, visual display units and projectors","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of Smart TV for government higher primary school, at ward no.148, ejipura, Bangalore BTM vidhanasabha constituency","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","24-Dec-2025","498999"
"34","Normal/Others","WS/MP086/2025-2026/209984-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of roads at srinivagilu main road, ward no.148, Bangalore Urban, BTM assembly constituency","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","24-Dec-2025","499625"
"35","Normal/Others","WS/MP086/2025-2026/166610-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Construction of Boundary wall of cremation Centre at Chak Padla Village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","31-Dec-2025","207829"
"36","Normal/Others","WS/MP086/2025-2026/209978-Installing tube-wells and borewells","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","installation of borewell and pipe line for ward no.147 Bangalore Urban, BTM assembly constituency, GHI Police quartres","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","08-Jan-2026","499239"
"37","Normal/Others","WS/MP086/2025-2026/209975-Purchase of smart boards, visual display units and projectors","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","installation of smart TV at ward No. 145, Bangalore chikkapete vidhansabha constituency","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","08-Jan-2026","498999"
"38","Normal/Others","WS/MP086/2025-2026/166595-Construction of community centers and community halls","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Construction of community wall at Friends Colony, Kaithal","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","Images","21-Feb-2026","500000"
"39","Normal/Others","WS/MP086/2025-2026/174496-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","Development of road from the village of Navile to Prabhakar house at Kattepura Grama Panchayat, Arakalagud Talluk, Hassan district","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","Images","30-Aug-2026","498759"
"40","Normal/Others","WS/MP086/2025-2026/174500-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","Development of Road Ashokanna Site to Nale at Mallinathapura Village, Kattepura Grama Panchayath, Arakalagud Talluk, Hassan district","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","Images","30-Aug-2026","498889"
"41","Normal/Others","WS/MP086/2025-2026/174503-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","Development of Concrete road from Puttaswamygouda site to Basssappanagudi at Mallinathapura village, Kattepura Grama Panchayath, Arakalagud Talluk, Hasan district","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","Images","30-Aug-2026","498909"
"42","Normal/Others","WS/MP086/2025-2026/227461-Street lights","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","istallation of high mask light at Bengaluru north talluk, hosahalli village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","09-Mar-2026","497323"
"43","Normal/Others","WS/MP086/2025-2026/227463-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road at Bangalore urban, yelahanka talluk, hesaraghatta grama panchayath, hesaraghatta prabhu home to hema home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","09-Mar-2026","499596"
"44","Normal/Others","WS/MP086/2025-2026/227457-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","development of cement concrete road at Bangalore Urban, Yelahanka talluk, guddadahalli gnanabharathi school to nagesh home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","09-Mar-2026","499596"
"45","Normal/Others","WS/MP086/2025-2026/227459-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road at Bangalore Urban, Yelahanka talluk, Hurulichikkanahalli grama panchayath,from sanjeev home to rukmini home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","09-Mar-2026","499596"
"46","Normal/Others","WS/MP086/2025-2026/227456-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road near bangalore urban district, Yalahanka Talluk, Sasuveghatta main road to Chennakeshava home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","09-Mar-2026","499063"
"47","Normal/Others","WS/MP086/2025-2026/255706-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","development of concrete road from Bangalore North talluk, Dasanapura Hobali, Kuduregere village, Kuduregere Sasuveghatta road to 1st cross","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","13-Mar-2026","499217"
"48","Normal/Others","WS/MP086/2025-2026/255728-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Construction of concrete road at Bangalore, Yelahanka talluk, Hesaraghatta Hobali, Kasaghattapura grama Panchayath, Narayanappa Home to Ramanjaneya Home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","13-Mar-2026","499448"
"49","Normal/Others","WS/MP086/2025-2026/255730-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Construction of concrete road at Bangalore, Yelahanka Talluk, Hesaraghatta hobali, Hurulichikkanahalli grama panchayath, Tarabanahalli pipe line road to Shreedhar home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","13-Mar-2026","499448"
"50","Normal/Others","WS/MP086/2025-2026/209988-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of road at ward no.178, 35th cross, jayanagar assembly constituency","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","23-Mar-2026","499352"
"51","Normal/Others","WS/MP086/2025-2026/230200-Street lights","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of high mask light at bangalore north talluk, tore nagasandra village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","23-Mar-2026","497323"
"52","Normal/Others","WS/MP086/2025-2026/230196-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road from shekhar home to rajesh home at yelahanka talluk, kodagi thirumalapura village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","23-Mar-2026","499063"
"53","Normal/Others","WS/MP086/2025-2026/230192-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road from shabarinagar nagaraju home to sathish home at yelahanka talluk, hurali chikkanahalli grama panchayath","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","23-Mar-2026","499078"
"54","Normal/Others","WS/MP086/2025-2026/230195-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road viji home to rajanna home at bengaluru north talluk, gopalapura grama panchayath, totagere village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","23-Mar-2026","499182"
"55","Normal/Others","WS/MP086/2025-2026/227467-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road at Bangalore urban, Yelahanka talluk, hesaraghatta village from kumar home to rajesh home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","25-Mar-2026","499063"
"56","Normal/Others","WS/MP086/2025-2026/230180-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road from purushottam home to govindaraju home at bangalore urban, yelahanka talluk, guddadahalli village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","25-Mar-2026","499078"
"57","Normal/Others","WS/MP086/2025-2026/230189-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road from sasiveghatta village main road to vasanth home at yelahanka talluk, sasiveghatta village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","25-Mar-2026","499078"
"58","Normal/Others","WS/MP086/2025-2026/227468-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of concrete road at Bangalore Urban, Bangalore North talluk, gopalapura grama panchayath, totagere village from maranna home to viranjanappa home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","25-Mar-2026","498416"
"59","Normal/Others","WS/MP086/2025-2026/227476-Street lights","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","development of high mask light at bangalore urban, Bangalore North talluk, heggadadevanapura village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","25-Mar-2026","497323"
"60","Normal/Others","WS/MP086/2025-2026/230182-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road from madhurai main road to kumar home at bengaluru north talluk, gopalapura grama panchayath, kukkanahalli village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","25-Mar-2026","499389"
"61","Normal/Others","WS/MP086/2025-2026/209979-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of concrete road from 12th main road obayya home to muralidhar home at ward no. 178, Bangalore Urban, Jayanagar vidhansabha constituency","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","08-May-2026","499494"
"62","Normal/Others","WS/MP086/2025-2026/227469-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of road and drainage at Bangalore Urban, Yelahanka taluk, hurali Chikkanahalli grama panchayath, shubhash nagar lataraj home to prasanna home","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","08-May-2026","499585"
"63","Normal/Others","WS/MP086/2025-2026/230187-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road and drainage from siddaraju home to somanna home at yelahanka talluk, kodagi thirumalapura  village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","08-May-2026","499596"
"64","Normal/Others","WS/MP086/2025-2026/230197-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","construction of cement concrete road and drainage from hesaraghatta to hosahallipalya at yelahanka talluk, hesaraghatta grama panchayath","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","N/A","08-May-2026","499596"
"65","Normal/Others","WS/MP086/2026-2027/209969-Construction of community centers and community halls","Karnataka","MANDYA(DEPUTY COMMISSIONER MANDYA_IDA)","construction of kanaka bhavan at Mandya District,Mandya Talluk, Basaralu Village","Shri G.C. Chandrashekhar (2024-30) (NaN-NaN)","Elected MP","Images","11-Aug-2026","497263"
"Grand Total"," "," "," "," "," "," "," "," "," ","3,29,27,346"
