"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"20","Normal/Others","WS/MP131/2024-2025/162168-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Construction of residence building for NECTAR Old Age Home, Mangarajpur Village, Charbatia, Choudwar, Dist- Cuttack. Pin- 754028","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","25-Apr-2025","1000000"
"21","Normal/Others","WS/MP131/2025-2026/192751-Construction of community centers and community halls","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of Tala Dash Sahi Community Centre","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2026","200000"
"22","Normal/Others","WS/MP131/2023-2024/75815-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of C.C. Road at Deobhubanpur Rangapada from Akhada Danda to Mohato House in Deobhubanpur, Balisankara Block, Sundargarh District","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","02-Jul-2025","300000"
"23","Normal/Others","WS/MP131/2023-2024/121530-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of CC Road from Dhiraj Shop to MD Basti House","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","06-Aug-2025","1000000"
"24","Normal/Others","WS/MP131/2023-2024/75416-Construction of community centers and community halls","Odisha","Subarnapur(District Collector Subarnapur_IDA)","Construction of Community Centre near Yogasala in MAHADA Gram Panchayat","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","06-Mar-2026","500000"
"25","Repair and Renovation","WS/MP131/2025-2026/152348-Construction of community centers and community halls","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Repair and Renovation of Odisha Kendupatra Karmachari Sangha's Biswanath Bhawan at ND 18 VIP colony, IRC village, Nayapalli, Bhubaneswar 751015","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","18-Sep-2025","620318"
"26","Normal/Others","WS/MP131/2025-2026/195654-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of CC Road at Thudkupada Road","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","26-Sep-2025","500000"
"27","Normal/Others","WS/MP131/2024-2025/162167-Construction of community centers and community halls","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Completion of Community Hall near Jatrapadia at Benagadia, GP- Kalyanpur, Bhubaneswar Block","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","08-Oct-2025","1000000"
"28","Normal/Others","WS/MP131/2025-2026/190497-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of All-weather road from Tulu Firm to Maa Rahitangi Temple, Malipada GP, Thana - Chandaka, Dist- Khurda","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","23-Oct-2025","600000"
"29","Normal/Others","WS/MP131/2025-2026/196053-Construction of community centers and community halls","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of Community Centre near Maa Baghei Temple, Ward-5, Kaimatia, Dhaulimuha GP, Dist-Khurda","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","03-Nov-2025","300000"
"30","Normal/Others","WS/MP131/2025-2026/192747-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","CC and Paver Road From Dandasi Sahi to Smasan, Achuli","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","24-Nov-2025","300000"
"31","Normal/Others","WS/MP131/2024-2025/92627-Construction of rooms and halls in school and colleges","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of Teacher's Bhawan in Panchayat Samiti Primary School Campus, Begunia","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","06-Dec-2025","1000000"
"32","Normal/Others","WS/MP131/2025-2026/195650-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of CC Road from Patarfandi House to PWD Road at Rasti, KhurluTungri","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","400000"
"33","Normal/Others","WS/MP131/2025-2026/243958-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC Road from Jogamaya Temple to Ashok Kandi House, Kaimatia.","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","11-Feb-2026","400000"
"34","Normal/Others","WS/MP131/2025-2026/192731-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of Danda Bandha Road Kaudia","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","24-Feb-2026","300000"
"35","Normal/Others","WS/MP131/2025-2026/192725-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of CC Road Badadanda Tulasi Mandap to Adua Sahi Road at Digi of Jhadabandha GP","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","05-Mar-2026","300000"
"36","Normal/Others","WS/MP131/2025-2026/192745-Construction of community centers and community halls","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of Community Center nearest Kapileswar Mandir, Talasahi, Pathara","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","18-Mar-2026","300000"
"37","Normal/Others","WS/MP131/2025-2026/192724-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of CC Road from PWD Road to Jagannathpur sasana of Baharpur G.P.","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","23-Mar-2026","300000"
"38","Normal/Others","WS/MP131/2025-2026/193289-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of Paver Block Road from Ghodapada RD Road to Sana Gudiali Thakurani Mandir","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","N/A","23-Mar-2026","300000"
"39","Normal/Others","WS/MP131/2025-2026/192735-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of CC and Paver Road From Primary School to Thakurani Mandir, Tentuliapada","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","25-Mar-2026","300000"
"40","Normal/Others","WS/MP131/2025-2026/195649-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Construction of CC Road at Kherpada to AWC, Rouldega","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","25-Mar-2026","400000"
"41","Normal/Others","WS/MP131/2025-2026/192703-Construction of community centers and community halls","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of community Hall at Hatiota village near G.S. Science College under Hatiota GP","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","07-May-2026","400000"
"42","Normal/Others","WS/MP131/2025-2026/193297-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of Paver Block Road from Mahuria Sahi Prabha Behera House to RD Road of Mardakote","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","15-May-2026","300000"
"43","Normal/Others","WS/MP131/2025-2026/192704-Construction of community centers and community halls","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of  community Hall at Banaramchandrapur village under Badapankalabadi GP","Dr. Sasmit Patra (2022-28) (NaN-NaN)","Elected MP","Images","31-Aug-2026","300000"
"44","Normal/Others","WS/MP132/2024-2025/133615-Construction of community centers and community halls","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of Community Center in Mormorsinghapatna village under Tangi Block, Dist- Khurdha","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jun-2025","500000"
"45","Normal/Others","WS/MP132/2025-2026/176919-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road from Jagannath temple to Laxman Sitha house, Block Banpur, District Khordha","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","16-Oct-2025","990000"
"46","Normal/Others","WS/MP132/2024-2025/151584-Construction of community centers and community halls","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of Biswakarma Community Center at Nachuni village. Village- Nachuni, Block- Banpur, District- Khordha","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2025","300000"
"47","Normal/Others","WS/MP132/2025-2026/167732-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road at Champadeipur.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","24-Dec-2025","200000"
"48","Normal/Others","WS/MP132/2025-2026/210289-Development of public parks","Odisha","GAJAPATI(District Collector Gajapati_IDA)","Construction of Shed for public and beautification at Entrance of Pattanaik tank near  Panchamukhi Hanuman temple.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","27-Jan-2026","500000"
"49","Normal/Others","WS/MP132/2025-2026/219760-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road from Laxman Sahu house to Ramesh Dalai house.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","09-Feb-2026","500000"
"50","Normal/Others","WS/MP132/2025-2026/204390-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road from Fulagorada RD road to Fulagorada village.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","16-Feb-2026","200000"
"51","Normal/Others","WS/MP132/2025-2026/186028-Construction of rooms and halls in school and colleges","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of rooms and halls in Maa English Medium School.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2026","950000"
"52","Normal/Others","WS/MP132/2024-2025/149785-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of Cement Concrete road from Narendrapur PWD road to RWSS Over head water tank end.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","13-Mar-2026","425000"
"53","Normal/Others","WS/MP132/2025-2026/245896-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road from Bhaskar Sahu house to Maa Tarini Temple.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","19-Mar-2026","500000"
"54","Normal/Others","WS/MP132/2025-2026/248914-Construction of community centers and community halls","Odisha","PURI(DISTRICT COLLECTOR PURI_IDA)","Construction of Dakhinakali Community Center at Biragobindapur.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","22-Mar-2026","500000"
"55","Normal/Others","WS/MP132/2025-2026/204391-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road from Rabinarayan house to Fakir Rana house.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","23-Mar-2026","200000"
"56","Normal/Others","WS/MP132/2025-2026/240879-Construction of rooms and halls in school and colleges","Odisha","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","Construction of additional class rooms in Swami Vivekananda Bidya Mandir, Raghunathpur, Ganjam, Odisha- 761027","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","25-Mar-2026","500000"
"57","Normal/Others","WS/MP132/2025-2026/176920-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road from NH 5 to Damburu Paikaray Paikasahi, GP Barakul, Block Chilika District Khordha","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","15-Apr-2026","500000"
"58","Normal/Others","WS/MP132/2025-2026/204396-Construction of boundary walls of existing public and community buildings","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of Boundary wall of Chandeswar Primary school.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","18-Apr-2026","200000"
"59","Normal/Others","WS/MP132/2025-2026/242929-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road at Sanhantuada East Side Smasan Road.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","21-Apr-2026","500000"
"60","Normal/Others","WS/MP132/2025-2026/186029-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Construction of CC road from CDA awareness house to chilika lake.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","Images","04-May-2026","950000"
"61","Normal/Others","WS/MP132/2025-2026/233604-Street lights","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Installation of Solar Street Light in Panchupalli Village.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","07-May-2026","165000"
"62","Normal/Others","WS/MP132/2025-2026/233605-Street lights","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Installation of Solar Street Light in Brahmakundal Village.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","07-May-2026","165000"
"63","Normal/Others","WS/MP132/2025-2026/233606-Street lights","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Installation of Solar Street Light in Jhinkharada Village.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2026","165000"
"64","Normal/Others","WS/MP132/2025-2026/233607-Street lights","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Installation of Solar Street Light in Trutiapada Village.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","12-May-2026","165000"
"65","Normal/Others","WS/MP132/2025-2026/233608-Street lights","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Installation of Solar Street Light in Sananugan Village.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","12-May-2026","165000"
"66","Normal/Others","WS/MP132/2025-2026/233610-Street lights","Odisha","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Installation of Solar Street Light in Beruan Village.","Shri Manas Ranjan Mangaraj (2022-28) (NaN-NaN)","Elected MP","N/A","12-May-2026","165000"
"67","Normal/Others","WS/MP138/2023-2024/40047-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement /Construction of Road from R.D. Road to Nial New Colony in Village –Nial, G.P. Nial, Block-AUL, Distt.-Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","10-Aug-2024","500000"
"68","Normal/Others","WS/MP138/2023-2024/40046-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement /Construction of Road from R&B Road to Atul New Court Road, Village-Nial, G.P. Nial, Block-AUL, Distt.-Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","08-Aug-2024","500000"
"69","Repair and Renovation","WS/MP138/2023-2024/63933-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement /Construction of Road from Radhanagar to Mendhapur in Village-Medhanpur, G.P. Mendhapur, Block-AUL, Distt.-Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","10-Aug-2024","500000"
"70","Repair and Renovation","WS/MP138/2023-2024/63932-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement /Construction of Road from Telipatna Road to Soil Conservation Office, Village-Nial, G.P. Nial, Block-AUL, Distt.-Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","12-Aug-2024","500000"
"71","Repair and Renovation","WS/MP138/2023-2024/63934-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement/Construction of Road from Sahira to Digochia in village – Angarakha G.P Sahira Block-AUL, Distt.-Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","12-Aug-2024","500000"
"72","Normal/Others","WS/MP138/2023-2024/96236-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Construction/Improvement of road from Play School to Paikasahi road via-Tota in village, G.P.- Nial, Block- AUL, Distt. Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","28-Mar-2024","500000"
"73","Normal/Others","WS/MP138/2023-2024/96237-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Construction/Improvement of road from Telipatana to Nial Soil ConservaOon Office in village – Nial, G.P.- Nial, Block- AUL, Distt. Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","08-Aug-2024","500000"
"74","Normal/Others","WS/MP138/2023-2024/96239-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Construction/C.C. road from R.D. road to Nrusingh Rout House in village- Athamania, G.P. Ekamania","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","17-Aug-2024","100000"
"75","Normal/Others","WS/MP138/2023-2024/23253-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Construction of Laudi Mandap Community Center, Block Narsinghpur Village Rushipada","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","03-Dec-2024","100000"
"76","Normal/Others","WS/MP138/2023-2024/113791-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Construction of NECTOR Old age Home, Plot No-623/934, Mangarajpur Grampanchayat Tangi, Choudwar Block, Distt Cuttack Odisha","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","600000"
"77","Normal/Others","WS/MP138/2023-2024/96238-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Construction /C.C. road of Nalapahi Village road in Village-Nalapahi , G.P.-Ekamania Block- AUL, Distt. Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2024","100000"
"78","Normal/Others","WS/MP138/2024-2025/160863-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement of road from R&B Road to Nial colony road in Village GP Nial, Aul Block, Distt. Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","17-Jan-2025","600000"
"79","Normal/Others","WS/MP138/2024-2025/160864-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA)","Improvement of road from Radhanagar to Mendhapur in Village Radhanagr , GP Nial, Aul Block, Distt. Kendrapara","Smt. Sulata Deo (2022-28) (NaN-NaN)","Elected MP","Images","18-Jan-2025","600000"
