"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"11","Normal/Others","WS/MP846/2024-2025/122852-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","PEDDAPALLI(District Collector Peddapally_IDA)","Laying of CC Road from S Samma Rao (h) to K.Sadanandham (h) in Arepally (v) Srirampur (m)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","04-Sep-2024","198573"
"12","Normal/Others","WS/MP846/2024-2025/122857-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","PEDDAPALLI(District Collector Peddapally_IDA)","Laying of CC Roads from G Rajender (h) to G Sampath and P raghavalu (h) to P Jagan (h)in Arepally (v) Srirampur (m)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","04-Sep-2024","199999"
"13","Normal/Others","WS/MP846/2024-2025/122704-Development of public parks","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Providing Multi Level Parking Near Venkateswara Temple in Ambaripet in Jagtial Urban Mandal in Jagtial Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Sep-2024","3976517"
"14","Normal/Others","WS/MP846/2024-2025/120880-Construction of public libraries and reading rooms","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","C/o Library Building Near Venkateswara swamy Temple Arpapalli (V)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","500000"
"15","Normal/Others","WS/MP846/2024-2025/133992-Lighting of public spaces","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Providing Highmast Lights Near Anjaneya Swamy Temple Jagaboinpally(V) of Urkonda(M). Nagarkurnool Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2024","196489"
"16","Normal/Others","WS/MP846/2024-2025/133987-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Laying of CC Road from Govindu  Mallaiah House To chinna Kurva Beeraiah House in Ramreddypally(v) of Urkonda(m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2024","300000"
"17","Normal/Others","WS/MP846/2024-2025/133986-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Laying of CC Road from Govindu Chinna Anjaiah House To Sangoju Jagathaiah  House in Ramreddypally(v) of Urkonda(m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2024","197859"
"18","Normal/Others","WS/MP846/2024-2025/133989-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Laying of CC Road from Sangoju Brahma Chary House To  Sangoju Srinivas House in Ramreddypally(v) of Urkonda(m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2024","197859"
"19","Normal/Others","WS/MP846/2024-2025/133990-Lighting of public spaces","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Providing Highmast Lights Near Milk Booth Center in Ramreddypally (v) of Urkonda(m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2024","196489"
"20","Normal/Others","WS/MP846/2024-2025/133991-Lighting of public spaces","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Providing Highmast Lights Near Ambedkar Statue in Ramreddypally (v) of Urkonda(m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2024","196488"
"21","Normal/Others","WS/MP846/2024-2025/133993-Lighting of public spaces","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Providing Highmast Lights Near Old Grampanchayat Building, Jagboinpally(V) of Urkonda Mandal.Nagarkurnool Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","19-Oct-2024","196488"
"22","Normal/Others","WS/MP846/2024-2025/122769-Construction of community centers and community halls","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","C/o Community Hall near Rajaka Colony at Jagadevpet (v) Velgatur","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","446730"
"23","Normal/Others","WS/MP846/2024-2025/137341-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Laying of CC Road form Mittapelli Ganganna (H) to M Rajareddy Kottam at Maithapur (v) MP Raikal, Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","500000"
"24","Normal/Others","WS/MP846/2024-2025/137343-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Laying of CC Road form M Rajareddy Kottam to Mandati  at Maithapur (v) MP Raikal, Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","499860"
"25","Normal/Others","WS/MP846/2024-2025/137344-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Laying of CC Road form Myadari Laxmi (H) to R&B Road at Maithapur (v) MP Raikal, Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","500000"
"26","Normal/Others","WS/MP846/2024-2025/137347-Providing drains and gutters for public drainage","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Laying of CC Drain form Narshima Reddy (H) to Paladugu Ellaiah at Maithapur (v) MP Raikal, Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","500000"
"27","Normal/Others","WS/MP846/2024-2025/137349-Providing drains and gutters for public drainage","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Laying of CC Drain form Medipally R&B Road to Narshima Reddy  (H) at Maithapur (v) MP Raikal, Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","499992"
"28","Normal/Others","WS/MP846/2024-2025/142701-Construction of community centers and community halls","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Balance work of C/o Roofing Shed of Padmanayaka Community Hall at  Rangapur (v) Medipally (mp) in Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","748822"
"29","Normal/Others","WS/MP846/2024-2025/142702-Construction of community centers and community halls","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","B/w Padmanayaka Community Hall at  Rangapur (v) Medipally (mp) in Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","746731"
"30","Normal/Others","WS/MP846/2024-2025/136906-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","C/o CC Roads  from Puppala Gangadhar (H) to Telu Harish (H) at Dabba (v), Ibrahimpatnam (m)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","416767"
"31","Normal/Others","WS/MP846/2024-2025/122787-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","C/o Side Drain from IKP Center to Sarasani Anjaiah (h) B, it.II","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","500000"
"32","Normal/Others","WS/MP846/2024-2025/122775-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","C/o Side Drain from IKP Center to Sarasani Anjaiah (H) B it1","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","500000"
"33","Normal/Others","WS/MP846/2024-2025/120770-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","CC Drain from Govt School to Manchala Santosh in Katkapur (V)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","22-Feb-2025","497057"
"34","Normal/Others","WS/MP846/2024-2025/122841-Construction of community centers and community halls","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","C/o Peruka Sangham Community Hall at Muthunur (v) Velgatur (m)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","27-Nov-2025","499226"
"35","Normal/Others","WS/MP846/2024-2025/137315-Construction of boundary walls of existing public and community buildings","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Construction of Compound wall (North Side) to Old age home Velma Sankshema Mandali at Nookapally (v) MP.Mallial, Jagtial Dist.","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","999161"
"36","Normal/Others","WS/MP846/2024-2025/136898-Lighting of public spaces","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Erection of Hymass Light at SC Colony in New Damrajpalli (v) Mallapur (m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","149899"
"37","Normal/Others","WS/MP846/2024-2025/136896-Construction of buildings for community cultural activities","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","B/w of GP Building in Vittampet(v) Metpally (m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","200000"
"38","Normal/Others","WS/MP846/2024-2025/122719-Construction of additional rooms and halls in the existing public and community building","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","B/w of C/o Padmashali Sheva Building at Muddunur (v)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","500000"
"39","Normal/Others","WS/MP846/2024-2025/122763-Construction of community centers and community halls","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","B/w of Community Hall in Chindi Madlga Colony at Chinnapur Village Buggaram Mandal in Jagtial dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","700000"
"40","Normal/Others","WS/MP846/2024-2025/133988-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)","Laying of CC Road from Thandra Balaiah House To Govindu Shivaraju House in Ramreddypally(v) of Urkonda(m).","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","Images","22-Apr-2025","299963"
"41","Normal/Others","WS/MP846/2024-2025/122708-Construction of additional rooms and halls in the existing public and community building","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","B/w of C/o Mahila Building at Maddunur (V) MP Buggaram","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","787073"
"42","Normal/Others","WS/MP846/2024-2025/122714-Construction of buildings for crèches and anganwadies","Telangana","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","B/w Anganwadi Building at Maddunur (V)","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","19-Aug-2025","497965"
"43","Normal/Others","WS/MP846/2024-2025/148395-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Durgamma temple in       Manchuppala(v) of Palakurthy(M)  Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","83958"
"44","Normal/Others","WS/MP846/2024-2025/148400-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 1.0HP Pumpset at Durgamma temple in Manchuppala(v )of Palakurthy((M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","59911"
"45","Normal/Others","WS/MP846/2024-2025/148603-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Kambalakuntathanda H/O Sirisannagudem(v )of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","84646"
"46","Normal/Others","WS/MP846/2024-2025/148604-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Water plant in Dhardhepally    (v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jul-2025","84646"
"47","Normal/Others","WS/MP846/2024-2025/148605-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at BC –Colony in Dhardhepally(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jul-2025","84459"
"48","Normal/Others","WS/MP846/2024-2025/148606-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Gouda community hall in Dhardhepally(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jul-2025","84646"
"49","Normal/Others","WS/MP846/2024-2025/148618-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 1.0HP pump set at Gouda communityhall in Dhardhepally(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jul-2025","64725"
"50","Normal/Others","WS/MP846/2024-2025/148619-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 1.0HP pumpset at Water plant in Dhardhepally(v) of Palakurthy (M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jul-2025","59998"
"51","Normal/Others","WS/MP846/2024-2025/148620-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at cheruvukatta in Visnoor (v) of  Palakurthy((M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","83958"
"52","Normal/Others","WS/MP846/2024-2025/148621-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Visnoor(v) of Palakurthy((M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","83958"
"53","Normal/Others","WS/MP846/2024-2025/148623-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 5.0HP Pumpset at Cheruvukatta in visnoor(v) of Palakurthy((M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","104514"
"54","Normal/Others","WS/MP846/2024-2025/148624-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at 2BHK Houses in Thorrur(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","84145"
"55","Normal/Others","WS/MP846/2024-2025/148625-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 1.0HP pump set at 2BHK Houses in Thorrur(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","64725"
"56","Normal/Others","WS/MP846/2024-2025/148626-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Shathapuram(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","84459"
"57","Normal/Others","WS/MP846/2024-2025/148627-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at SC- Colony in Shathapuram(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","83958"
"58","Normal/Others","WS/MP846/2024-2025/148630-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 1.0HP pump set at Cheruvu in Raghavapuram(v) of Palakurthy (M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","59969"
"59","Normal/Others","WS/MP846/2024-2025/148632-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell  and Supply and Fixing 1.0HP pump set at 2BHK in Bommera(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","144765"
"60","Normal/Others","WS/MP846/2024-2025/148634-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Near  Primary school in Gudur (v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","84646"
"61","Normal/Others","WS/MP846/2024-2025/148635-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Back Side of Primary school in Gudur(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","84646"
"62","Normal/Others","WS/MP846/2024-2025/148637-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at 2BHK Houses Gudur(v)  of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","83958"
"63","Normal/Others","WS/MP846/2024-2025/148638-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Primary School in Gudur(v) Of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","83958"
"64","Normal/Others","WS/MP846/2024-2025/148640-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell and Supply anf Fixing 5.HP pumpsent at  Thirumalagiri (V), Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","200000"
"65","Normal/Others","WS/MP846/2024-2025/148641-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Fire Department  in Palakurthy(v) of Palakurthy (M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","84459"
"66","Normal/Others","WS/MP846/2024-2025/148642-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Showrya Community Hall in Palakurthy(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","84646"
"67","Normal/Others","WS/MP846/2024-2025/148643-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Social Welfare Residential School in Palakurthy(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","84459"
"68","Normal/Others","WS/MP846/2024-2025/148644-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Govt Hospital in Palakurthy(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","84459"
"69","Normal/Others","WS/MP846/2024-2025/148645-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 1.0HP pumpset at Showrya Community Hall in Palakurthy(v)  of Palakurthy (M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","59920"
"70","Normal/Others","WS/MP846/2024-2025/148646-Installing hand pumps","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Supply and Fixing of 1.0HP pumpset at 2BHK Houses in Eravennu(v) of Palakurthy (M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","59920"
"71","Normal/Others","WS/MP846/2024-2025/148647-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of Borewell at Near Primary school in Mutharam(v) of Palakurthy(M) Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2025","84459"
"72","Normal/Others","WS/MP846/2024-2025/148648-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of borewell and fixing of 1.0 HP at 2BHK houses, Vill: Chennur, Mandal: Palakurthy Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","149644"
"73","Normal/Others","WS/MP846/2024-2025/148669-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of borewell  and fixing of 5.0 HP pumpset at Lavudya thanda H/o Chennur of Palakurthy Mandal. Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","200000"
"74","Normal/Others","WS/MP846/2024-2025/148670-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of borewell and fixing of 1.0 HP pumpset at water plant in Chennur (Vill)Palakurthy Mandal. Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","149644"
"75","Normal/Others","WS/MP846/2024-2025/148671-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of borewell and fixing of 5.0 HP pumpset at Dubba thanda H/o Pedda thanda(B) (Vill), Mandal: Palakurthy Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","200000"
"76","Normal/Others","WS/MP846/2024-2025/148672-Installing tube-wells and borewells","Telangana","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","Drilling of borewell and fixing of 1.0 HP pumpset at 2BHK houses in Eravennu Village, Mandal: Palakurthy Jangaon Dist","Shri Damodar Rao Divakonda (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jul-2025","149644"
