"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"22","Normal/Others","WS/MP891/2025-2026/219912-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Work to build a community hall in the Scheduled Caste area of Dharmanagar village of Wankaner taluka","18-Jul-2025","06-Nov-2025","2320000","Work partially Completed"
"23","Normal/Others","WS/MP891/2025-2026/219915-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Grant for the construction of a community hall in Ghiyavad village of Wankaner taluka.","18-Jul-2025","06-Nov-2025","2320000","Work partially Completed"
"24","Normal/Others","WS/MP891/2025-2026/220040-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Work to build a community hall in the public area of Pipli village in Morbi Taluka.","19-Jul-2025","06-Nov-2025","2000000","Work partially Completed"
"25","Normal/Others","WS/MP891/2025-2026/220041-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","To build a community hall in the Anu. Jati (Dalit) area of Virpar village in Tankara taluka.","19-Jul-2025","06-Nov-2025","2000000","Time Estimation"
"26","Normal/Others","WS/MP891/2025-2026/220044-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","For the construction of a community hall in the square opposite the Dangarochana Mandir in Virpar village of Vankanear taluka.","19-Jul-2025","06-Nov-2025","1500000","Vendor Identification"
"27","Normal/Others","WS/MP891/2025-2026/220062-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","build a community hall in Meghpar village of Tankara taluka.","19-Jul-2025","06-Nov-2025","1500000","Sanction"
"28","Normal/Others","WS/MP891/2025-2026/220064-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","build a community hall next to the Anganwadi in Surrey Nagar, Sundergadh village, Halvad taluka.","19-Jul-2025","18-Sep-2025","1000000","Time Estimation"
"29","Normal/Others","WS/MP18288/2025-2026/223896-Construction of community centers and community halls","Gujarat","Mahisagar(COLLECTOR MAHISAGAR_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of community hall at vasadra bhamariya village","31-Jul-2025","24-Nov-2025","500000","Physical Inspection"
"30","Normal/Others","WS/MP18288/2025-2026/223897-Construction of community centers and community halls","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of community hall at bariya faliya tadva shahera","31-Jul-2025","11-Sep-2025","500000","Physical Inspection"
"31","Normal/Others","WS/MP18288/2025-2026/223898-Construction of community centers and community halls","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of community hall near swaminarayan temple matariya vyas village","31-Jul-2025","11-Sep-2025","500000","Sanction"
"32","Normal/Others","WS/MP18403/2025-2026/231150-Construction of community centers and community halls","Gujarat","PATAN(DISTRICT COLLECTOR PATAN_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of a community hall in Kamalpur village","12-Sep-2025","02-Feb-2026","500000","Sanction"
"33","Normal/Others","WS/MP18288/2025-2026/232601-Construction of community centers and community halls","Gujarat","Mahisagar(COLLECTOR MAHISAGAR_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of community hall near viraniya cross road bhanpur pickup stand","10-Sep-2025","06-Mar-2026","500000","Physical Inspection"
"34","Normal/Others","WS/MP18288/2025-2026/237227-Construction of community centers and community halls","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of community centre at nayakfaliya chhabanpur","26-Sep-2025","16-Dec-2025","250000","Sanction"
"35","Normal/Others","WS/MP18288/2025-2026/237250-Construction of community centers and community halls","Gujarat","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","construction of community hall  at jodaka","26-Sep-2025","16-Dec-2025","300000","Sanction"
"36","Normal/Others","WS/MP18291/2025-2026/239479-Construction of community centers and community halls","Gujarat","NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Community Hall in Ahirvas Faliya in Parsoli Village.","03-Oct-2025","15-Nov-2025","500000","Work partially Completed"
"37","Normal/Others","WS/MP18410/2026-2027/270837-Construction of community centers and community halls","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF COMMUNITY HALL AT GODH VILLAGE","03-Mar-2026","18-Jun-2026","400000","Sanction"
"38","Normal/Others","WS/MP18410/2026-2027/271229-Construction of community centers and community halls","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PUBLIC LIBRARY WORK IN SCHOOL","03-Mar-2026","08-Jul-2026","500000","Sanction"
"39","Normal/Others","WS/MP18410/2026-2027/271235-Construction of community centers and community halls","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF COMMUNITY HALL IN VILLAGE","03-Mar-2026","08-Jul-2026","500000","Sanction"
"40","Normal/Others","WS/MP18410/2026-2027/271455-Construction of community centers and community halls","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PUBLIC LIBRARY WORK IN RAVIYANA VILLAGE","03-Mar-2026","18-Jun-2026","500000","Sanction"
"41","Normal/Others","WS/MP18410/2026-2027/271457-Construction of community centers and community halls","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PUBLIC LIBRARY WORK IN SHIRWADA VILLAGE","03-Mar-2026","18-Jun-2026","500000","Sanction"
"42","Repair and Renovation","WS/MP18403/2026-2027/287610-Construction of community centers and community halls","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Renovation  of community hall in linch village","23-Jun-2026","07-Aug-2026","500000","Sanction"
"43","Normal/Others","WS/MP891/2026-2027/291979-Construction of community centers and community halls","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Construction of a Community Hall for Public Use at Nichi Mandal Village","04-Jul-2026","14-Aug-2026","2000000","Sanction"
"44","Normal/Others","WS/MP889/2026-2027/293522-Construction of community centers and community halls","Gujarat","Vav-Tharad(DISTRICT COLLECTOR VAV-THARAD)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Vajegadh Ta.Tharad: Community Hall next to Gauswami Samaj Educational sankul (2026-27)","10-Jul-2026","24-Aug-2026","600000","Sanction"
"45","Normal/Others","WS/MP889/2026-2027/293527-Construction of community centers and community halls","Gujarat","Vav-Tharad(DISTRICT COLLECTOR VAV-THARAD)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Malupur Ta.Tharad: Community Hall next to Rabari Samaj Educational sankul (2026-27)","10-Jul-2026","24-Aug-2026","600000","Sanction"
"46","Normal/Others","WS/MP889/2025-2026/140617-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Palanpur Ta.Palanapur : For construction of library hall in Kumar Chhatralaya run by Bhumi Child and Women Education Trust. (2024-25)","13-Sep-2024","19-Jul-2025","500000","Physical Inspection"
"47","Normal/Others","WS/MP889/2025-2026/140619-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Sirvada Ta.Kankrej : To construct innovative library halls in secondary and higher secondary schools(2024-25)","13-Sep-2024","16-Apr-2025","500000","Physical Inspection"
"48","Normal/Others","WS/MP889/2025-2026/140630-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Samarvada Ta.Dhanera : For building of Public Library near Mahakali Temple (2023-24)","13-Sep-2024","22-Apr-2025","500000","Physical Inspection"
"49","Normal/Others","WS/MP889/2024-2025/140634-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Santarvada Ta.Dantivada : To create a new library (2023-24)","13-Sep-2024","26-Dec-2024","500000","Physical Inspection"
"50","Normal/Others","WS/MP889/2025-2026/147851-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Viruna Ta Deesa  Library work at Viruna village  2024-25","17-Oct-2024","16-Apr-2025","500000","Sanction"
"51","Normal/Others","WS/MP889/2025-2026/149375-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Odhava Ta.Deesa : Construction of a library Near to a primary school (2024-25)","25-Oct-2024","10-Oct-2025","800000","Sanction"
"52","Normal/Others","WS/MP18403/2025-2026/196864-Construction of public libraries and reading rooms","Gujarat","GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","To build a new library in Dholakuva (Shabdalpura) village","12-May-2025","25-Jul-2025","300000","Sanction"
"53","Normal/Others","WS/MP18403/2025-2026/202027-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of public library in gidasan village near Nayak samaj trust hall","21-May-2025","05-Aug-2025","500000","Work partially Completed"
"54","Normal/Others","WS/MP18291/2025-2026/212388-Construction of public libraries and reading rooms","Gujarat","SURAT(DISTRICT COLLECTOR SURAT_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Public Library with Solar and Furniture","25-Jun-2025","16-Jul-2025","3500000","Vendor Identification"
"55","Normal/Others","WS/MP18291/2025-2026/212391-Construction of public libraries and reading rooms","Gujarat","SURAT(DISTRICT COLLECTOR SURAT_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Public Library with Solar and Furniture","25-Jun-2025","16-Jul-2025","3500000","Vendor Identification"
"56","Normal/Others","WS/MP891/2025-2026/220048-Construction of public libraries and reading rooms","Gujarat","MORBI(District collector Morbi_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","To build a library in Khakhraala village of Morbi taluka.","19-Jul-2025","06-Nov-2025","1000000","Vendor Identification"
"57","Normal/Others","WS/MP18403/2025-2026/226469-Construction of public libraries and reading rooms","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","For library work in Davada village","14-Aug-2025","07-Nov-2025","500000","Sanction"
"58","Normal/Others","WS/MP18403/2025-2026/228538-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of public library in fatepur village","23-Aug-2025","20-Dec-2025","500000","Sanction"
"59","Normal/Others","WS/MP18403/2026-2027/231154-Construction of public libraries and reading rooms","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of  library work at Ranchhodpura Primary School","12-Sep-2025","05-Aug-2026","500000","Sanction"
"60","Normal/Others","WS/MP18291/2025-2026/232080-Construction of public libraries and reading rooms","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Mota Bhamodra Village","03-Oct-2025","20-Jan-2026","3500000","Sanction"
"61","Normal/Others","WS/MP18291/2025-2026/232082-Construction of public libraries and reading rooms","Gujarat","MORBI(District collector Morbi_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Dharmanagar Village, Taluko Wankaner","03-Oct-2025","29-Jan-2026","3500000","Work partially Completed"
"62","Normal/Others","WS/MP18291/2025-2026/238885-Construction of public libraries and reading rooms","Gujarat","VALSAD(DISTRICT COLLECTOR VALSAD_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Kherlav Village.","03-Oct-2025","12-Nov-2025","3500000","Sanction"
"63","Normal/Others","WS/MP18291/2025-2026/238973-Construction of public libraries and reading rooms","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Meriyana Village","03-Oct-2025","20-Jan-2026","3500000","Sanction"
"64","Normal/Others","WS/MP18291/2025-2026/238992-Construction of public libraries and reading rooms","Gujarat","SURAT(DISTRICT COLLECTOR SURAT_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Vadeshiya Village, taluko Mandvi","03-Oct-2025","29-Oct-2025","3500000","Vendor Identification"
"65","Normal/Others","WS/MP18291/2025-2026/239478-Construction of public libraries and reading rooms","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Mota Ankadiya Village","03-Oct-2025","20-Jan-2026","3500000","Sanction"
"66","Normal/Others","WS/MP18291/2025-2026/250139-Construction of public libraries and reading rooms","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Amrapara Village","24-Nov-2025","31-Jan-2026","3500000","Sanction"
"67","Normal/Others","WS/MP18291/2025-2026/250819-Construction of public libraries and reading rooms","Gujarat","TAPI(District collector Tapi_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Galkuva Village","27-Nov-2025","17-Jan-2026","3500000","Sanction"
"68","Normal/Others","WS/MP18291/2026-2027/262035-Construction of public libraries and reading rooms","Gujarat","BOTAD(District collector Botad_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Lakhanka Village","28-Jan-2026","18-Aug-2026","3500000","Sanction"
"69","Normal/Others","WS/MP18410/2026-2027/270835-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF LIBARARY WORK AT KUMBHALMER VILLAGE","03-Mar-2026","18-Jun-2026","500000","Sanction"
"70","Normal/Others","WS/MP18410/2026-2027/270841-Construction of public libraries and reading rooms","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF COMPUTER ROOM WORK NEXT TO PANCHAYAT HOUSE IN VILLAGE CHANDISAR","03-Mar-2026","18-Jun-2026","500000","Sanction"
"71","Normal/Others","WS/MP18403/2026-2027/271871-Construction of public libraries and reading rooms","Gujarat","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","Construction of library next to Shri M.G. Chaudhary Higher Secondary School run by Akhil Anjana Kelavani Mandal, Mevad","28-Feb-2026","15-May-2026","500000","Sanction"
"72","Normal/Others","WS/MP18291/2025-2026/272188-Construction of public libraries and reading rooms","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design Given in Dared Village","03-Mar-2026","23-Mar-2026","3500000","Sanction"
"73","Normal/Others","WS/MP18291/2026-2027/281158-Construction of public libraries and reading rooms","Gujarat","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Rupavati Village","19-May-2026","30-Jun-2026","3500000","Sanction"
"74","Normal/Others","WS/MP18291/2026-2027/281159-Construction of public libraries and reading rooms","Gujarat","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Mota Charodiya Village","19-May-2026","30-Jun-2026","3500000","Sanction"
"75","Normal/Others","WS/MP18291/2026-2027/281160-Construction of public libraries and reading rooms","Gujarat","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Chokdi Village","19-May-2026","22-Jul-2026","3500000","Sanction"
"76","Normal/Others","WS/MP18291/2026-2027/281162-Construction of public libraries and reading rooms","Gujarat","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Moti Paniyali Village","19-May-2026","30-Jun-2026","3500000","Sanction"
"77","Normal/Others","WS/MP18291/2026-2027/281163-Construction of public libraries and reading rooms","Gujarat","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Sonpari Village","19-May-2026","30-Jun-2026","3500000","Sanction"
"78","Normal/Others","WS/MP18291/2026-2027/281166-Construction of public libraries and reading rooms","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Devaliya Mota Village","19-May-2026","23-Jun-2026","3500000","Sanction"
"79","Normal/Others","WS/MP18291/2026-2027/281180-Construction of public libraries and reading rooms","Gujarat","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Nani Rajasthali Village","19-May-2026","30-Jun-2026","3500000","Sanction"
"80","Normal/Others","WS/MP18291/2026-2027/281182-Construction of public libraries and reading rooms","Gujarat","GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Library with Solar, Furniture and Construction According the Design in Rangpur Village","19-May-2026","28-Jul-2026","3500000","Sanction"
