"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"36","Normal/Others","WS/MP18291/2025-2026/185362-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For work on the block road inside the Maniben Naranbhai Babaria Higher Secondary School Ground","24-Mar-2025","499800","24-Sep-2025"
"37","Normal/Others","WS/MP18291/2025-2026/185367-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Block road work from Chulabhai Dudhat house to Bapa Sitaram house towards Amubhai Chavda house","24-Mar-2025","250000","22-May-2025"
"38","Normal/Others","WS/MP18291/2025-2026/185368-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For the work of block road from Manubhai Vaghela house to Nagjibhai Vaghela house","24-Mar-2025","300000","22-Aug-2025"
"39","Normal/Others","WS/MP18291/2025-2026/185369-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For the work of the block road on the street of Praveenbhai Bhimjibhai Rupavatia in the Athamana Para area","24-Mar-2025","300000","22-May-2025"
"40","Normal/Others","WS/MP18291/2025-2026/185370-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Block paving road in the village padar","24-Mar-2025","300000","12-May-2025"
"41","Normal/Others","WS/MP18291/2025-2026/185371-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For the work of the block road from Mansurbhai Patel house to the girls school area","24-Mar-2025","300000","09-Apr-2025"
"42","Normal/Others","WS/MP18291/2025-2026/185372-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For the work of the block road from Ashokbhai Rabari house to Kalubhai Khodabhai Kanala house in Bharwad area","24-Mar-2025","350000","09-May-2025"
"43","Normal/Others","WS/MP18291/2025-2026/188126-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Block road work from Manubhai Bhavani house to Kanubhai Boghra house in the plot area","31-Mar-2025","300000","22-May-2025"
"44","Normal/Others","WS/MP18291/2025-2026/188127-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","CC Road work from Sardar Patel Ground towards Padar","31-Mar-2025","150000","22-Aug-2025"
"45","Normal/Others","WS/MP18291/2025-2026/192947-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For block paving work on the road in the main market of Paniya(Devasthan) village","22-Apr-2025","270000","22-Aug-2025"
"46","Normal/Others","WS/MP18403/2025-2026/195416-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","For block road work from Dhanjibhai Ramjibhai Thummars house towards the water well","29-Apr-2025","500000","20-Aug-2025"
"47","Normal/Others","WS/MP889/2024-2025/162256-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Dabhali, Ta. Dhari District, Amreli: Paver block work in the main market of Dabhali village (2024-25)","30-Dec-2024","500000","05-Mar-2025"
"48","Normal/Others","WS/MP18291/2024-2025/156549-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Prathmik school ane smashan vistar ma block road","02-Dec-2024","300000","18-Jan-2025"
"49","Normal/Others","WS/MP18291/2025-2026/156556-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Plot vistarma Block Peving Road nu kam","02-Dec-2024","150000","20-Sep-2025"
"50","Normal/Others","WS/MP18291/2025-2026/156559-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Plot Vistar ma Block Peving Road nu kam","02-Dec-2024","300000","18-Jul-2025"
"51","Normal/Others","WS/MP18291/2024-2025/156560-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Smashanghat ni andar block road nu kam","02-Dec-2024","300000","05-Mar-2025"
"52","Normal/Others","WS/MP18291/2025-2026/165984-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","For work of Block Road from Yogichok Bridge River Bank to Old Kacheri Road at Dhari Taluka","16-Jan-2025","499700","23-Mar-2026"
"53","Normal/Others","WS/MP18291/2025-2026/163940-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","lalavadar khate nava plot vistarma hanumanjina mandir thi bhikhubhai bavabhai dhanani na ghar sudhi tatha pragjibhai pipaliya an ghar thi bhagvanbhai parshotambhai akhja na ghar sudhi pevar blok na kam mate","09-Jan-2025","500000","22-May-2025"
"54","Normal/Others","WS/MP18291/2025-2026/163941-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","nava khijadiya game nikulbhai hirparana ghar thi mansukhbhai kanpariya na ghare sudhi pever blok na kam mate","09-Jan-2025","100000","22-May-2025"
"55","Normal/Others","WS/MP18291/2025-2026/176449-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Block road work from Surapura, Sorathiya towards the plot of Shri Mansukhbhai Jamaliya at Valardi village","20-Feb-2025","300000","20-Sep-2025"
"56","Normal/Others","WS/MP889/2026-2027/256662-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Devka Ta Rajula Block paving C.C. Road work From Harsurbhai Hamirbhai house to Gabhabhai Bhikhabhai house and from Gabhabhai Bhikhabhai house to Bijalbhai Samatbhai house and from Bhimabhai Arjanbhai house to Bijalbhai Samatbhai house and from Bhimabhai Arjanbhai house to Rambhai Baghabhai house and from Nakabhai Arjanbhai house to Rudimata temple and from Dungar Road to Kathadbhai Bhikhabhai house and from Nitinbhai Oja house to Jinabhai Bharwad house and from Nannabhai Patat house to Patabhai","01-Jan-2026","1872000","01-Apr-2026"
"57","Normal/Others","NA-Street lights","Gujarat","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Kesridevsinh Jhala (2023-29) (2023-2029)","Elected MP","Installation of Street Lights at Mota Bhandariya Village","04-Jul-2026","250000","NA"
"58","Normal/Others","WS/MP889/2026-2027/294709-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Paver block work in Rabari Phalia next to Primary Kumar School. (2026-27)","13-Jul-2026","499600","20-Aug-2026"
"59","Normal/Others","WS/MP889/2026-2027/294721-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","CC road work in Sundarana village public crematorium. (2026-27)","13-Jul-2026","300000","20-Aug-2026"
"60","Normal/Others","WS/MP889/2026-2027/294722-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","CC road work from Indira Awas Colony on the main road in Jogan village.(2026-27)","13-Jul-2026","350000","20-Aug-2026"
"61","Normal/Others","WS/MP889/2026-2027/294727-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","CC road work in Vadharivas in Fagli village.(2026-27)","13-Jul-2026","350000","20-Aug-2026"
"62","Normal/Others","WS/MP889/2026-2027/294737-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Mahudiyapura Ta.Petlad : CC road work from Samdawadi Mata in Mahudiyapura village towards Ashramwala road.(2026-27)","13-Jul-2026","350000","20-Aug-2026"
"63","Normal/Others","WS/MP889/2026-2027/294739-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","CC road work from the main road towards Baliyadev Temple in Ravipura village.(2026-27)","13-Jul-2026","400000","20-Aug-2026"
"64","Normal/Others","WS/MP889/2026-2027/294741-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Paver block work in Senwa area in Sanjaya village. (2026-27)","13-Jul-2026","250000","20-Aug-2026"
"65","Normal/Others","WS/MP889/2026-2027/294744-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","CC road work from the main road in the Untwadia area of Napa Talpad village towards the house of Chandubhai Parmar. (Missing link)(2026-27","13-Jul-2026","450000","20-Aug-2026"
"66","Normal/Others","WS/MP889/2026-2027/294748-Construction of roads, link roads, pathways or any other road with or without drainage system","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","CC road work from the Tekra area and Mahida area of Singlav village towards the house of Bharatsinh Mahida (2026-27)","13-Jul-2026","350000","20-Aug-2026"
"67","Normal/Others","WS/MP889/2025-2026/162281-Construction of toilet blocks","Gujarat","ANAND(District Collector ANAND_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Petlad, Ta. Petlad, Dist. Anand: Work on toilet block Near to Shri R.K. Parikh and Science College (2024-25)","30-Dec-2024","1000000","05-Aug-2025"
"68","Normal/Others","NA-Construction of rooms and halls in school and colleges","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","Iqbalgarh Ta. Amirgarh: Prayer shed work next to Shri Vivekanand Vidyalaya (2026-27)","10-Jul-2026","1000000","NA"
"69","Normal/Others","WS/MP18410/2026-2027/270827-Construction of rooms and halls in school and colleges","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","NEW ANGANWADI WORK IN THE VILLAGE OF KUNDEL","03-Mar-2026","500000","08-Jul-2026"
"70","Normal/Others","NA-Construction of rooms and halls in school and colleges","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF NEW ROOM WORK AT NIZAMPURA PRIMARY SCHOOL","03-Mar-2026","1000000","NA"
"71","Normal/Others","WS/MP18410/2026-2027/270738-Construction of rooms and halls in school and colleges","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","SEMBALIYA PRIMARY SCHOOL NEW ROOM WORK","03-Mar-2026","500000","08-Jul-2026"
"72","Normal/Others","NA-Construction of rooms and halls in school and colleges","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","HADAD TALUKA SAAMAIYA PRIMARY SCHOOL NEW ROOM WORK","03-Mar-2026","500000","NA"
"73","Normal/Others","NA-Construction of rooms and halls in school and colleges","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Jagat Prakash Nadda (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF ROOM IN RANCHODPURA PRIMARY SCHOOL IN DEVKAPDI","03-Mar-2026","500000","NA"
"74","Normal/Others","WS/MP18291/2025-2026/222865-Construction of toilet blocks","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","Construction of Toilets, Bathrooms and wash Basin in the Primary school of Katav village","10-Aug-2025","300000","05-Dec-2025"
"75","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Gujarat","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Mayankkumar Nayak (2024-30) (2024-2030)","Elected MP","For smart board, computer, printer, router, TV projector in Dabhchatara Primary School","28-May-2026","450000","NA"
