"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"16","Normal/Others","NA-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Shri Ashwini Vaishnaw (2024-30) (2024-2030)","Elected MP","Upgradation work at Sub-Divisional Hospital (SDH), Nilagiri","11-Aug-2026","14000000","NA"
"17","Normal/Others","NA-Development of playground","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Compound Wall around Manakahani Primary School K.Jayapur GP","23-Aug-2026","200000","NA"
"18","Normal/Others","WS/MP134/2025-2026/195815-Purchase of ambulances (Four, three and two wheelers)","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Shri Ashwini Vaishnaw (2024-30) (2024-2030)","Elected MP","Bus for Sanjeevani Express (Treatment of Dialysis patients) for District Headquarter Hospital, Baleshwar","01-May-2025","2900000","20-Sep-2025"
"19","Normal/Others","WS/MP138/2026-2027/213992-Construction of public toilets and bathrooms","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Bathing Gath Pucca Ghata at Baunsa Pakhori Chandipur GP Raisuan Block Sadar Block Executant BDO Sadar Block Balasore","02-Jul-2025","250000","14-May-2026"
"20","Normal/Others","WS/MP138/2025-2026/204689-Establishing public ground water recharging facilities","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Bathing Ghat near Kalakad UGME tank village Kalakad GP Block Garadihi Nilgiri Executing Agency ITDA Nilgiri","28-May-2025","155000","04-Nov-2025"
"21","Normal/Others","WS/MP138/2025-2026/204687-Establishing public ground water recharging facilities","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Bathing Ghat at Khuntadiha Adibasisahi Over Tartari Nalla near Somanath Majhi House GP Block Chhatrapur Nilgiri Executing Agency ITDA Nilgiri","28-May-2025","155000","04-Nov-2025"
"22","Normal/Others","WS/MP138/2025-2026/204688-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Ratna Beherania house to Junakoili Field GP Block Ajodhya Nilgiri Executing Agency ITDA Nilgiri","28-May-2025","200000","22-Dec-2025"
"23","Normal/Others","WS/MP138/2025-2026/213970-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Nira Behera House to Sasikanta Mallik House Village Kasaba Jaypur GP Block Kasaba Jaypur Bahanaga Executing Agency ITDA Nilgiri","01-Jul-2025","200000","04-Nov-2025"
"24","Normal/Others","WS/MP138/2025-2026/213971-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of CC Road at Teliapada Putty Sahi GP Block DN Pur Oupada Executing Agency BDO Oupada","01-Jul-2025","200000","04-Nov-2025"
"25","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Kartik Sing house to Tapan Gahan farm","23-Aug-2026","200000","NA"
"26","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Sarat Sing house to Pokhari","23-Aug-2026","150000","NA"
"27","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Hatasahi Tube well Chhaka to Nahapanda Dhia","23-Aug-2026","380000","NA"
"28","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Sanatan House to PWD Road","23-Aug-2026","200000","NA"
"29","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Surendra Sahu House to Somnath Sahu House, Sahu Sahi","23-Aug-2026","200000","NA"
"30","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of CC Road from Ratha Bindhani house to Dangara Sahi","23-Aug-2026","200000","NA"
"31","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of CC Road Between Abhay Mohanty house to Pagulu Pradhan house","23-Aug-2026","200000","NA"
"32","Normal/Others","NA-Renovation of ponds and lakes","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Guard Wall from Mahendra Mallick house to School Chhaka","23-Aug-2026","200000","NA"
"33","Normal/Others","NA-Renovation of ponds and lakes","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Guard Wall near the side of Nishankapur, Bagicha Pokhari","23-Aug-2026","150000","NA"
"34","Normal/Others","NA-Renovation of ponds and lakes","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Bathing Ghat of Tiakata Tank","23-Aug-2026","200000","NA"
"35","Normal/Others","NA-Street lights","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Supply and Installation of High Max Light (150 watt 1 no with each pole 4 light) at Bartana High School Panchayat Bartana Block Khaira","28-May-2025","200000","NA"
"36","Normal/Others","WS/MP138/2025-2026/204686-Street lights","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Installation of Solar light (15 watt) at Jharanaghati Hudisahi Darkhuli Village Jamuna Santalasahi Bhudurbani Play ground Kubasahi (Parasipal) Barakheda Kelamara Chandigad Gandhi Hata Bada Baidyanath Uchha Vidhyapitha Mahisapatta Baniagan RK Pur Parishad Chhaka Gogirana (2 numbers) 14 nos each Rs 35000 In the permises of Kans High School GP Block Nilgiri Executing Agency ITDA Nilgiri","28-May-2025","490000","22-Dec-2025"
"37","Normal/Others","WS/MP138/2025-2026/204690-Security gates in streets/public place for safety purpose","Odisha","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction Completion of Entry Gate at Oupada Play Field near PHC and Block GP Block Talakia Oupada  Executing Agency BDO Oupada","28-May-2025","200000","04-Nov-2025"
"38","Normal/Others","WS/MP138/2026-2027/257488-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Baba Rajarajeshwar CC near Baba RajaRajeswar Temple Ward No.4","06-Jan-2026","500000","18-Jul-2026"
"39","Normal/Others","WS/MP132/2026-2027/293774-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Paver Block road in front of Manas Mallick statue in campus of Pujya Puja Sansad, Dhusuri NAC","09-Jul-2026","350000","19-Aug-2026"
"40","Normal/Others","WS/MP132/2026-2027/293775-Construction of roads, link roads, pathways or any other road with or without drainage system","Odisha","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of CC road from Genguti Nadi Bandha to Korkada Tripathy Sahi Mahadev Temple.","09-Jul-2026","200000","19-Aug-2026"
"41","Normal/Others","WS/MP134/2025-2026/239492-Construction of rooms and halls in school and colleges","Odisha","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","Shri Ashwini Vaishnaw (2024-30) (2024-2030)","Elected MP","Construction of new building of Dolasahi Government U.P.M.E. School, Dolasahi, Bhadrak.","03-Oct-2025","10000000","18-Mar-2026"
"42","Repair and Renovation","WS/MP132/2026-2027/293776-Construction of community centers and community halls","Odisha","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Repair and Renovation of Saraswati Community Center at Chanda Patana (Kanjipal).","09-Jul-2026","200000","19-Aug-2026"
"43","Repair and Renovation","WS/MP132/2026-2027/293777-Construction of community centers and community halls","Odisha","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Repair and Renovation of Sports room at Korkada Village","09-Jul-2026","200000","19-Aug-2026"
"44","Normal/Others","WS/MP131/2026-2027/272277-Construction of community centers and community halls","Odisha","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Madina Maidan Community Hall At Madina Maidan, Puruna Bazar, P.O-Dist. Bhadrak- 756100","03-Mar-2026","2000000","19-Jun-2026"
"45","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Badhia Youth CC","06-Mar-2026","150000","NA"
"46","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Mundia Sahi Mandap CC at Tanla Sahi","06-Mar-2026","150000","NA"
"47","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Guahl sahi Bajarangi Youth CC","06-Mar-2026","150000","NA"
"48","Normal/Others","WS/MP131/2026-2027/272585-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Madheipada Village CC","06-Mar-2026","250000","21-Jul-2026"
"49","Normal/Others","WS/MP131/2026-2027/272586-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Mahatma CC at Harijan Sahi near Badamba Hata","06-Mar-2026","200000","29-Aug-2026"
"50","Normal/Others","WS/MP131/2026-2027/272587-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of village Panthian Mandap CC at Mangalpur","06-Mar-2026","200000","29-Aug-2026"
"51","Normal/Others","WS/MP131/2026-2027/272588-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Community Kitchen  at Talasahi","06-Mar-2026","150000","29-Aug-2026"
"52","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Royal youth CC at Biswambarapur","06-Mar-2026","200000","NA"
"53","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Mahavira Youth CC at Biswambarapur","06-Mar-2026","200000","NA"
"54","Normal/Others","WS/MP131/2026-2027/272591-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Community Kitchen CC near Banshidhari Sports Club","06-Mar-2026","200000","29-Aug-2026"
"55","Normal/Others","WS/MP131/2026-2027/272592-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Kanthitala Sahi Mandap CC near Sriram Pitha","06-Mar-2026","200000","29-Aug-2026"
"56","Normal/Others","WS/MP131/2026-2027/272593-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Badshah CC","06-Mar-2026","300000","29-Aug-2026"
"57","Normal/Others","WS/MP131/2026-2027/272594-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Community Kitchen near Gopal Jew at Manpur village","06-Mar-2026","200000","29-Aug-2026"
"58","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Community Kitchen  at Chandimangal Village near Jaleswar","06-Mar-2026","200000","NA"
"59","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Sunyashram CC near Gopinathapur Field","06-Mar-2026","200000","NA"
"60","Normal/Others","WS/MP131/2026-2027/272562-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Bhubaneswari Youth CC at Kamaladiha","06-Mar-2026","300000","22-Apr-2026"
"61","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Mangal CC at Balikiari","06-Mar-2026","200000","NA"
"62","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Narsinghpur Rajya Gopal Samaj CC at  Padampur","06-Mar-2026","500000","NA"
"63","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Sanskruti Club CC at Ostanarayanipur, Nijigda","06-Mar-2026","500000","NA"
"64","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Arakhabadi club CC at Ranasinghpur","06-Mar-2026","300000","NA"
"65","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Balisahi Golasahi Mandap CC","06-Mar-2026","200000","NA"
"66","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Badhia Village CC","06-Mar-2026","200000","NA"
"67","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Raghunath Pathagara CC","06-Mar-2026","250000","NA"
"68","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Chakragada Bajarangi youth cc","06-Mar-2026","150000","NA"
"69","Normal/Others","WS/MP131/2026-2027/272578-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","Construction of Hata Cultural Mandap CC","06-Mar-2026","150000","22-Apr-2026"
"70","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Podabara community center in ward no. 49, CMC, District- Cuttack","07-Jun-2025","150000","NA"
"71","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Azad Club at Ward No. 1, Choudwar Municipality, District- Cuttack","07-Jun-2025","100000","NA"
"72","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Panda Sahi Community center at Ward No. 48, CMC","07-Jun-2025","150000","NA"
"73","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Ramalila Sadan at Ward No. 4, Choudwar Municipality Corporation","07-Jun-2025","150000","NA"
"74","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Community center in Banipada, Block- Tangi, Dist- Cuttack","07-Jun-2025","150000","NA"
"75","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Community center in ward no. 5, Choudwar Municipality, Dist- Cuttack","07-Jun-2025","150000","NA"
"76","Normal/Others","NA-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","Construction of Gayatri Paribara Community center in Ward No. 10, Choudwar Municipality","07-Jun-2025","150000","NA"
"77","Normal/Others","WS/MP138/2025-2026/211099-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of CC near by Mahima Alekha Tungi Bidyadharpur Cuttack Sadar Block Ward No 54 Rural District Cuttack","21-Jun-2025","500000","22-Sep-2025"
"78","Normal/Others","WS/MP138/2025-2026/253615-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of NECTAR Old Age Home, Plot No.-623 by 934, Mangarajpur GP","12-Dec-2025","400000","07-Mar-2026"
"79","Normal/Others","WS/MP138/2025-2026/23249-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Jagannath Seva Sangha Community Center at Nuasahi, Block Badamba, Village Sankhamery","19-Sep-2023","150000","08-May-2025"
"80","Normal/Others","WS/MP138/2023-2024/23251-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Nuasolabandha Community Center, Block Narsinghpur, Village Champerwar","19-Sep-2023","250000","04-Dec-2023"
"81","Normal/Others","WS/MP138/2023-2024/23252-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Jawan Community Center, Block Narsinghpur Village Paikapadapatana","19-Sep-2023","200000","04-Dec-2023"
"82","Normal/Others","WS/MP138/2023-2024/23253-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Laudi Mandap Community Center, Block Narsinghpur Village Rushipada","19-Sep-2023","100000","04-Dec-2023"
"83","Normal/Others","WS/MP138/2023-2024/23254-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of R.K. Mahila Community Center at Lakyanagar, Block Narsinghpur Village Regeda","19-Sep-2023","150000","04-Dec-2023"
"84","Normal/Others","WS/MP138/2023-2024/23255-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Gramya Cultural Center Community Center, Naupalli, Block Narsinghpur Village Kakudia","19-Sep-2023","150000","04-Dec-2023"
"85","Normal/Others","WS/MP138/2025-2026/23246-Construction of community centers and community halls","Odisha","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","Construction of Adibasi Sahi Village Community Center at Warn No. 11, Block Badamba, Village Jhajia,","19-Sep-2023","100000","08-May-2025"
