"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"18","Trust and Society","NA-Purchase of immovable sports equipment","Maharashtra","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of immovable sports equipment at jagdamba Shikshan Prasarak Mandal Kuldharan, Karjat Ahmednagar.","15-Dec-2025","300000","NA"
"19","Normal/Others","WS/MP108/2025-2026/227690-Development of public parks","Maharashtra","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","installation of Paving blocks at sant Gagnade Maharaj Mandir primases","29-Aug-2025","850000","17-Oct-2025"
"20","Normal/Others","WS/MP108/2025-2026/239777-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of IT systems at Shri Bagachi vioidyalay Ruikhed akot","03-Oct-2025","200000","10-Mar-2026"
"21","Normal/Others","WS/MP113/2025-2026/174294-Purchase of smart boards, visual display units and projectors","Maharashtra","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","Smart Boards","07-Feb-2025","9999175","15-May-2025"
"22","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projectors for digital classroom at Z P school kondwardha","28-Apr-2025","1000000","NA"
"23","Normal/Others","WS/MP108/2025-2026/189910-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projector at Shridharpant Bansod school, Bramhanwada Thadi","07-Apr-2025","1000000","30-Sep-2025"
"24","Normal/Others","NA-Purchase of training equipment","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of training equipment (Canvas Tent) at India scout guide institute Amravati","24-Nov-2025","1000000","NA"
"25","Normal/Others","NA-Setting up of laboratories","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Setting up of laboratories at samarth high school","25-Aug-2026","1000000","NA"
"26","Normal/Others","WS/MP108/2024-2025/133457-Purchase of furniture and fixtures for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","supply of desk benches at Shrinath High school, Anjangaon Surji, Amravati.","16-Jul-2024","1500000","01-Aug-2024"
"27","Normal/Others","WS/MP108/2025-2026/177374-Purchase of furniture and fixtures for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of furniture for swaym Adhyayan Kendra public libraries  pusla","01-Mar-2025","699000","30-Sep-2025"
"28","Normal/Others","WS/MP108/2025-2026/177380-Purchase of hospital equipment","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of hospital equipment at Primary Health centre, Loni tq Warud","01-Mar-2025","300000","18-Sep-2025"
"29","Normal/Others","WS/MP108/2025-2026/250269-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of Moped (Four Wheeler) Car for disable people in  amravati","24-Nov-2025","857000","26-Nov-2025"
"30","Normal/Others","WS/MP108/2025-2026/221101-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of four wheeler for disable people in amravati disctrict","22-Jul-2025","1200000","26-Nov-2025"
"31","Normal/Others","WS/MP108/2025-2026/175375-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of tricycles (motorized) for Disable people in Amravati District.","14-Feb-2025","5900000","02-Apr-2025"
"32","Normal/Others","WS/MP108/2024-2025/134439-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of 16 tricycles (manual or motorized)","07-Aug-2024","2300000","18-Sep-2024"
"33","Normal/Others","WS/MP108/2024-2025/135224-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","To provide Karma wheelchair to Miss.Prajakta Thorat aged 13 yrs. affected by Cerebral Palsy disease..","09-Aug-2024","51480","18-Sep-2024"
"34","Normal/Others","NA-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","NA","06-Jul-2026","2500000","NA"
"35","Normal/Others","NA-Installing tube-wells and borewells","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installing tube-wells and borewells","06-Jul-2026","300000","NA"
"36","Normal/Others","WS/MP108/2026-2027/190231-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of hearing  aid for Mr. Ram Suresh Kalpande","09-Apr-2025","100000","08-Jul-2026"
"37","Normal/Others","WS/MP108/2026-2027/190258-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of hearing aid for Harshal Vasantrao Jambhe at karajgaon","09-Apr-2025","100000","08-Jul-2026"
"38","Normal/Others","NA-Installing tube-wells and borewells","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installing borewell at Usha nagar Amravati","24-Nov-2025","300000","NA"
"39","Normal/Others","WS/MP108/2026-2027/239781-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of Digital Class room at Sonkule Vidyalay Wadgaon Fattepur","03-Oct-2025","350000","29-Jun-2026"
"40","Normal/Others","WS/MP108/2025-2026/239712-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of Digital class rooms at Digambar petkar schcool Anjangaon surji.","03-Oct-2025","1000000","06-Feb-2026"
"41","Normal/Others","WS/MP108/2025-2026/239773-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of digital class rooms at Dhamori, Bhatkuli","03-Oct-2025","350000","06-Feb-2026"
"42","Normal/Others","WS/MP108/2026-2027/239776-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of Digital classrooms at shankarrao Vidyalay, Karajgaon","03-Oct-2025","350000","29-Jun-2026"
"43","Normal/Others","WS/MP108/2025-2026/177388-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of IT systems, including hardware and software for educational purposes at Ambadevi Sansthan","01-Mar-2025","297000","26-Jun-2025"
"44","Normal/Others","WS/MP108/2024-2025/138970-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of IT systems for educational purposes at Fulbagh Primary School, Kaloti Nagar, Amravati.","05-Sep-2024","300000","14-Oct-2024"
"45","Normal/Others","WS/MP108/2024-2025/138881-Purchase of IT systems, including hardware and software for educational purposes","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of IT systems, including hardware and software for educational purposes to Utkrati school, Jarud Tq Warud Dist Amravati","04-Sep-2024","700000","14-Oct-2024"
"46","Normal/Others","NA-Purchase of sanitary pad vending machine and incinerators","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of sanitary pad vending machine and incinerators at amravati district","18-Jun-2026","520000","NA"
"47","Normal/Others","NA-Purchase of sanitary pad vending machine and incinerators","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of sanitary pad vending machine and incinerators","06-Jul-2026","715000","NA"
"48","Normal/Others","NA-Purchase of sanitary pad vending machine and incinerators","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of sanitary pad vending machine and incinerators","06-Jul-2026","260000","NA"
"49","Normal/Others","WS/MP108/2026-2027/261680-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Digital classroom at Chogalal Rathi gurukul vidyalay, Bhatkuli","04-Feb-2026","1000000","29-Jun-2026"
"50","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projectors","06-Jul-2026","350000","NA"
"51","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projectors","06-Jul-2026","1000000","NA"
"52","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projectors","06-Jul-2026","1000000","NA"
"53","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projectors","06-Jul-2026","1750000","NA"
"54","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projectors","06-Jul-2026","1750000","NA"
"55","Normal/Others","NA-Purchase of smart boards, visual display units and projectors","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Purchase of smart boards, visual display units and projectors at hollycross school amravati","18-Jun-2026","400000","NA"
"56","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road from farm of Prashant Sonarkar to Shantabai Shinde farm at Kurha road","04-Feb-2026","1000000","NA"
"57","Normal/Others","WS/MP108/2026-2027/177383-Construction of public toilets and bathrooms","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Installation of smart toilet at Bhimtekdi, Amravati","01-Mar-2025","3000000","22-May-2026"
"58","Normal/Others","NA-Providing garbage collection and disposal systems","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Providing garbage collection and disposal systems","03-Jul-2026","5000000","NA"
"59","Normal/Others","NA-Installing hand pumps","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","NA","03-Jul-2026","150000","NA"
"60","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","NA","03-Jul-2026","1000000","NA"
"61","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of roads, link roads, pathways or any other road with or without drainage system with sainagar","06-Jul-2026","1500000","NA"
"62","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","NA","06-Jul-2026","1500000","NA"
"63","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of roads, link roads, pathways or any other road with or without drainage system","06-Jul-2026","800000","NA"
"64","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","construction of concrete road from durga temple to vitthal Bagekar house at khed","18-Jun-2026","1000000","NA"
"65","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road at loni","18-Jun-2026","1000000","NA"
"66","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","construction of road","25-Aug-2026","950000","NA"
"67","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","NA","25-Aug-2026","1000000","NA"
"68","Normal/Others","WS/MP108/2024-2025/146475-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of roads from house of Nandwal to House of Nawalkar atward no1, Kheldeomali.","09-Oct-2024","480000","13-Dec-2024"
"69","Normal/Others","WS/MP108/2024-2025/146476-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road from House of Chaudhary to House of Geranj at ward no 1, deomali.","09-Oct-2024","480000","13-Dec-2024"
"70","Normal/Others","WS/MP108/2024-2025/138884-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of roads with  drainage system at ward no 3 form Z P school to temple of lord Shiva in Chandas","05-Sep-2024","863869","20-Sep-2024"
"71","Normal/Others","WS/MP108/2024-2025/138963-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road with  drainage system at ward no 3, Wathoda from House of Sukhdeo Gayki To House of Sheshraoji Gayki.","05-Sep-2024","863869","20-Sep-2024"
"72","Normal/Others","WS/MP108/2024-2025/138964-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road with drainage system at ward no 3 from house of Bhagwat Fule To house of Harishchandra Ghongde","05-Sep-2024","863859","20-Sep-2024"
"73","Normal/Others","WS/MP108/2024-2025/138965-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road with drainage system aNarnaware to Water tank in Pusla","05-Sep-2024","863858","20-Sep-2024"
"74","Normal/Others","WS/MP108/2024-2025/138966-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road with drainage system at ward no 3 form house of Dadarao Bargat to house of Manoj Wankhade in udkhed.","05-Sep-2024","900000","20-Sep-2024"
"75","Normal/Others","WS/MP108/2024-2025/138967-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road with drainage system at khed from Digambar Kalane to House of Janrao Dongre.","05-Sep-2024","900000","20-Sep-2024"
"76","Normal/Others","WS/MP108/2024-2025/134438-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of road with  drainage system at Ward no. 15, Tiwsa Nagar Parishad from Somani Automobile to Sh. Dhurve House","07-Aug-2024","1599000","20-Sep-2024"
"77","Normal/Others","WS/MP108/2024-2025/137251-Construction of roads, link roads, pathways or any other road with or without drainage system","Maharashtra","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","Construction of roads with t drainage system at ward no 2Shahapur Tq Warud from Sukhdeo Kokate house to Raju uike house.","27-Aug-2024","863868","20-Sep-2024"
