"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"32","Normal/Others","WS/MP140/2024-2025/135336-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","03-Jan-2026","336300"
"33","Normal/Others","WS/MP140/2024-2025/135509- Laying of synthetic turfs for hockey and football","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","To install turf in village hockey ground.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","01-Jul-2025","2304000"
"34","Normal/Others","WS/MP140/2023-2024/114414-Construction of community centers and community halls","Punjab","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","For making a community hall near Ravidass Temple Vill Dudian.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","14-Aug-2025","451700"
"35","Normal/Others","WS/MP140/2023-2024/39816-Renovation of ponds and lakes","Punjab","MOGA(Deputy Commissioner Moga)","Regarding to make solid (pakka) the village ponds. Vill Bilaspur","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2025","1000000"
"36","Normal/Others","WS/MP140/2024-2025/126948-Construction of public libraries and reading rooms","Punjab","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Grant for construction of library hall. in village","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","500000"
"37","Normal/Others","WS/MP140/2024-2025/142008-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","MOGA(Deputy Commissioner Moga)","To construct streets and drains in the village and to install interlock on the roads","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2025","1800000"
"38","Normal/Others","WS/MP140/2024-2025/128066-Construction of community centers and community halls","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Construction of BUS STAND, Washrooms and Park in village Sandhwan.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","27-Mar-2025","100000"
"39","Normal/Others","WS/MP140/2023-2024/15151-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for Interlocks on paths in Umarpur Village.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","499925"
"40","Repair and Renovation","WS/MP140/2024-2025/143986-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Repair of Road from Hoshiarpur Dasuya Road (Hariana) Petrol Pump to Dasuya Road.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","02-May-2025","914062"
"41","Normal/Others","WS/MP140/2024-2025/124382-Installation of multi-gym equipment","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding to purchase gym equipment for village Dhinna Jalandhar Cantt.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","31-Dec-2024","188581"
"42","Normal/Others","WS/MP140/2023-2024/124380-Installation of multi-gym equipment","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding to purchase gym equipment for village in open Park. (Nigam Jalandhar.)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","31-Dec-2024","186473"
"43","Normal/Others","WS/MP140/2023-2024/78303-Creation of new ponds","Punjab","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","For Making Ponds under seechewal model. (Working Agency: XEN Panchyati Raj Sangrur.)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Apr-2026","781200"
"44","Normal/Others","WS/MP140/2024-2025/135338-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","02-Jul-2025","336300"
"45","Normal/Others","WS/MP140/2024-2025/135339-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","02-Jul-2025","336300"
"46","Normal/Others","WS/MP140/2024-2025/158716-Purchase of mobile water tankers","Punjab","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Regarding for giving single walled fabrication of 5000ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","04-Feb-2025","336300"
"47","Normal/Others","WS/MP140/2024-2025/135342-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","21-Jan-2025","336300"
"48","Normal/Others","WS/MP140/2024-2025/156049-Renovation of ponds and lakes","Punjab","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","For sewage and waste water discharge in Village Dalla.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","09-Sep-2025","1500000"
"49","Normal/Others","WS/MP140/2024-2025/136497-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","22-Aug-2025","336300"
"50","Normal/Others","WS/MP140/2024-2025/135343-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Apr-2025","336300"
"51","Repair and Renovation","WS/MP140/2023-2024/15149-Construction of public toilets and bathrooms","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Construction of public toilets and bathrooms for SC Community","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","11-Aug-2025","250000"
"52","Normal/Others","WS/MP140/2023-2024/45870-Installation of multi-gym equipment","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","For GYM machines to improve the fitness of youth and keep them away from drugs.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","17-Feb-2026","200000"
"53","Normal/Others","WS/MP140/2023-2024/15250-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding Interlocks on Path in Village Shahpur","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","250000"
"54","Normal/Others","WS/MP140/2023-2024/15243-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding Interlocks on paths in Village Addi.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","500000"
"55","Normal/Others","WS/MP140/2023-2024/15241-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding Interlocks on path in Village Awan Chaharmi. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","250000"
"56","Normal/Others","WS/MP140/2024-2025/135340-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 3000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","11-Aug-2025","224200"
"57","Normal/Others","WS/MP140/2024-2025/161341-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","18-Jun-2025","365800"
"58","Normal/Others","WS/MP140/2024-2025/161340-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","05-May-2025","365800"
"59","Normal/Others","WS/MP140/2024-2025/135344-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","07-May-2025","336300"
"60","Normal/Others","WS/MP140/2023-2024/45868-Installation of multi-gym equipment","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","For GYM machines to improve the fitness of youth and keep them away from drugs.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","17-Feb-2026","200000"
"61","Normal/Others","WS/MP140/2024-2025/162214-Purchase of mobile water tankers","Punjab","Tarn Taran(DEPUTY COMMOSSIONER TARN TARAN_IDA_2)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","02-Apr-2025","365800"
"62","Normal/Others","WS/MP140/2024-2025/135341-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","336300"
"63","Normal/Others","WS/MP140/2024-2025/132928-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","336300"
"64","Normal/Others","WS/MP140/2024-2025/135346-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 3000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","224200"
"65","Normal/Others","WS/MP140/2024-2025/135345-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","336300"
"66","Normal/Others","WS/MP140/2023-2024/45869-Installation of multi-gym equipment","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","For GYM machines to improve the fitness of youth and keep them away from drugs.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","17-Feb-2026","200000"
"67","Normal/Others","WS/MP140/2023-2024/45867-Installation of multi-gym equipment","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","For GYM machines to improve the fitness of youth and keep them away from drugs.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","17-Feb-2026","200000"
"68","Normal/Others","WS/MP140/2024-2025/161320-Purchase of mobile water tankers","Punjab","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2025","365800"
"69","Normal/Others","WS/MP140/2024-2025/163171-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Construction of Concrete street from H. No 124 to H. No 368 Amar Dass Nagar. Near Gitanjli Public School","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2025","385131"
"70","Normal/Others","WS/MP140/2024-2025/175515-Purchase of mobile water tankers","Punjab","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Regarding for giving single septic vacuum of 6000 ltr water tanker to Village.","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","18-Mar-2025","375000"
"71","Normal/Others","WS/MP140/2023-2024/78305-Construction of stadiums","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","For Renovation Village Sarih Stadium. (Work Agency: Gram Panchayat)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","27-Apr-2026","500000"
"72","Normal/Others","WS/MP140/2024-2025/135347-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","11-Aug-2025","336300"
"73","Normal/Others","WS/MP140/2024-2025/165972-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","17-Feb-2026","365800"
"74","Normal/Others","WS/MP140/2024-2025/176358-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","365800"
"75","Normal/Others","WS/MP140/2024-2025/166382-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","365800"
"76","Normal/Others","WS/MP140/2023-2024/38486-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000ltr water tanker to Village Kakkar Kalan. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","03-Jul-2025","336300"
"77","Normal/Others","WS/MP140/2024-2025/175569-Installing tube-wells and borewells","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","For Installing SOLAR WATER PUMP 7.5HP","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","02-Jul-2025","245000"
"78","Normal/Others","WS/MP140/2024-2025/176359-Purchase of mobile water tankers","Punjab","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","Shri Sant Balbir Singh (2022-28) (NaN-NaN)","Elected MP","Images","10-Feb-2026","365800"
