"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"11","Normal/Others","WS/MP053/2023-2024/43926-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH NALA FROM RAJENDRA CHOUDHARY TO SURENDRA YADAV HOUSE IN TARAPUR DIARA PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","09-Jul-2025","394877"
"12","Normal/Others","WS/MP053/2023-2024/43931-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM WAKEEL PASWAN HOUSE TO BRAJESH SHARMA HOUSE IN NAUGARHI NORTH PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","08-Jul-2025","347950"
"13","Normal/Others","WS/MP053/2023-2024/43910-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM GULAB MANDAL HOUSE TO PRIMARY SCHOOL IN WARD 05","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","12-Jan-2026","398180"
"14","Normal/Others","WS/MP053/2023-2024/43940-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM GAFFAR ALI HOUSE TO ASHOK CHOUDHARY HOUSE IN KARHARIA PASCHIM PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","12-Jul-2025","347127"
"15","Normal/Others","WS/MP053/2023-2024/43922-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM ANIL YADAV HOUSE TO RAMSAWROOP HOUSE IN SHANKARPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","05-Aug-2025","397202"
"16","Normal/Others","WS/MP053/2023-2024/43933-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SAHDEV MANDAL HOUSE TO RURAL ROAD PANKAJ KUMAR HOUSE IN KALYAN TOLA WARD 4 BIND DIARA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","12-Jul-2025","395106"
"17","Normal/Others","WS/MP053/2023-2024/43925-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM DELESWAR YADAV GODOWN TO TULU YADAV HOUSE IN SHANKARPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Jul-2025","397199"
"18","Normal/Others","WS/MP053/2023-2024/43876-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM BHARI MIRJAPUR MASJID TO MD. HAFIJ HOUSE IN WARD 36","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","20-May-2025","397224"
"19","Normal/Others","WS/MP053/2023-2024/43927-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM RAMBILASH MANDAL HOUSE TO COMMUNITY HALL IN MAI PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Jul-2025","397529"
"20","Normal/Others","WS/MP053/2023-2024/50996-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","construction of PCC road from bridge in ward no.2 of karhariya East panchayat to the house of Babua jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","12-Jul-2025","395710"
"21","Normal/Others","WS/MP053/2023-2024/50997-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","construction of PCC road from the house of Niranjan jee to the Railway Bridge in karhariya East Panchayat","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","12-Jul-2025","390226"
"22","Normal/Others","WS/MP053/2023-2024/43918-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM GANGA YADAV HOUSE TO MASUDAN PUR IN KUTLUPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2025","399417"
"23","Normal/Others","WS/MP053/2023-2024/120074-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF CHANDAN BABA TO THE HOUSE OF PAPPU JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","25-May-2024","1494463"
"24","Normal/Others","WS/MP053/2023-2024/120073-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF RAGHVENDRA NARAYAN PRASAD TO THE HOUSE OF RAMESHWAR SHARMA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","05-Jun-2024","1493591"
"25","Normal/Others","WS/MP053/2023-2024/120099-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF GOPAL JEE TO THE HOUSE OF Dr. ASHOK JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2024","1287273"
"26","Normal/Others","WS/MP053/2023-2024/120098-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM BHARTI BHAWAN TO THE HOUSE OF MANOJ PASWAN","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2024","1288341"
"27","Normal/Others","WS/MP053/2023-2024/120097-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC FROM THE HOUSE OF TARKESHWAR SHAH TO THE ATTA CHAKKI","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2024","1287500"
"28","Normal/Others","WS/MP053/2023-2024/120096-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BIRENDRA SINGH TO THE SHYAM STORE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2024","1286742"
"29","Normal/Others","WS/MP053/2023-2024/120075-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF PRAMOD JEE TO THE HOUSE OF PAPPU JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","06-Jun-2024","1491901"
"30","Normal/Others","WS/MP053/2023-2024/118863-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD ASHOK RAJ PATH TO THE HOUSE OF RAJIV JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1433500"
"31","Normal/Others","WS/MP053/2023-2024/118852-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF REKHA DEVI TO THE HOUSE OF CHANDRAVANSHI JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","05-Jul-2024","1446500"
"32","Normal/Others","WS/MP053/2023-2024/118850-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD IN ROAD No.1 TO THE HOUSE OF SHAILESH SINGH.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1459268"
"33","Normal/Others","WS/MP053/2023-2024/118862-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF ANKIT KUMAR TO THE HOUSE OF KANHAIYA KUMAR","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1384893"
"34","Normal/Others","WS/MP053/2023-2024/118851-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BHAGAT JEE TO THE HOUSE OF RAVINDRA JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1373500"
"35","Normal/Others","WS/MP053/2023-2024/118860-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC FROM THE HOUSE OF VIRU JEE TO THE HOUSE OF MANOJ MEHTA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1351113"
"36","Normal/Others","WS/MP053/2023-2024/118854-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SANTOSH SINGH TO THE HOUSE OF S P GUPTA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1366245"
"37","Normal/Others","WS/MP053/2023-2024/118853-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD TO THE HOUSE OF AKANSHA SINHA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1454031"
"38","Normal/Others","WS/MP053/2023-2024/118861-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURENDRA PRASAD TO THE HOUSE OF KUNDAN JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1383100"
"39","Normal/Others","WS/MP053/2023-2024/43870-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD IN VILLAGE SABAIYA ST TOLA IN BANGALWA PANCHAYAT FROM RAJESH MARANDI HOUSE TO SUBODH MARANDI HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Jul-2025","395662"
"40","Normal/Others","WS/MP053/2023-2024/43919-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD TO JHAKO YADAV HOUSE  IN JAFARNAGAR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","20-May-2025","397332"
"41","Normal/Others","WS/MP053/2023-2024/43877-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD IN WARD 7 FROM MUNNA YADAV HOUSE TO SURESH YADAV HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","24-Jul-2025","398663"
"42","Normal/Others","WS/MP053/2023-2024/43904-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM RANJEET HALDAR HOUSE TO ANIMESH MISHRA HOUSE IN WARD 15","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","24-Jul-2025","397542"
"43","Normal/Others","WS/MP053/2023-2024/43902-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD IN NEW GANGA NAGAR TINKU YADAV HOUSE TO ROSHAN YADAV HOUSE IN WARD NO. 1","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","397190"
"44","Normal/Others","WS/MP053/2023-2024/43903-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF BRICK SOLING AND BEAUTIFICATION IN HASANGANJ NEAR KALI ASTHAN IN WARD 44","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","348058"
"45","Normal/Others","WS/MP053/2023-2024/43892-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SAKET KUMAR HOUSE CHANDAN KUMAR HOUSE IN WARD 45","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","392375"
"46","Normal/Others","WS/MP053/2023-2024/43937-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM DILIP PASWAN TO SEVO PASWAN HOUSE IN PASWAN TOLA KARHARIYA PURBI PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","386933"
"47","Normal/Others","WS/MP053/2023-2024/43942-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM  NH-31 TO HALDHAR SHARMA HOUSE VIA TRIVENI BHAGAT HOUSE IN BARIYARPUR NAYA CHAWNI VILLAGE IN NIRPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","392558"
"48","Normal/Others","WS/MP053/2023-2024/43872-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MD. KASIM HOUSE TO MD. FIROJ HOUSE IN WARD 19 CHURAMBBA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","398981"
"49","Normal/Others","WS/MP053/2023-2024/43891-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SANJEEV KUMAR SAHA HOUSE TO MAIN ROAD AKHARA GALI IN CHANDAN BAG WARD 39","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","08-Jun-2024","397246"
"50","Normal/Others","WS/MP053/2023-2024/43932-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH NALA FROM PANI TANKI RAJENDRA CHOUDHARY HOUSE TO SURENDRA YADAV HOUSE IN WARD 4 RATANPUR","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","20-Jun-2024","394957"
"51","Normal/Others","WS/MP053/2023-2024/43874-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SANJAY KUMAR HOUSE TO MANISH KUMAR HOUSE IN WARD 45","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","20-Jun-2024","396663"
"52","Normal/Others","WS/MP053/2023-2024/43858-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM RAJENDRA YADAV HOUSE TO NISHO YADAV IN ORA BAGICHA DHARAHARA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","494293"
"53","Normal/Others","WS/MP053/2023-2024/43934-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF SIRHI GHAT BEHIND C B L COLLEGE IN PARIA PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","448217"
"54","Normal/Others","WS/MP053/2023-2024/43911-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MUKESH MANDAL HOUSE TO RAJARAM GUPTA HOUSE IN WARD 14 ITAHRI PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","387537"
"55","Normal/Others","WS/MP053/2023-2024/43935-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM BISWARI SAH HOUSE TO BANO YADAV HOUSE VIA MURARI YADAV AND GUDDU YADAV HOUSE IN BARIYARPUR","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","399656"
"56","Normal/Others","WS/MP053/2023-2024/120076-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF DHIRENDRA KUMAR TO THE HOUSE OF RAVISHANKAR JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","02-Sep-2024","1479000"
"57","Normal/Others","WS/MP053/2023-2024/43901-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM BISHNUDEV YADAV HOUSE TO SUNIL YADAV HOUSE IN WARD 43","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","398449"
"58","Normal/Others","WS/MP053/2023-2024/43941-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM PINTU SINGH HOUSE TO KEDAR MANDAL HOUSE VIA AWDESH SINGH HOUSE IN WARD 08 KARHRIA SOUTH KHARIA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","394859"
"59","Normal/Others","WS/MP053/2023-2024/43914-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM BOKU YADAV TO KAPIL YADAV GODOWN IN SHANKARPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","346702"
"60","Normal/Others","WS/MP053/2023-2024/43923-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF SIRHI AND BEAUTIFICATION IN TALAB BEHIND NAUGARHI HIGH SCHOOL","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","05-Jul-2024","448396"
"61","Normal/Others","WS/MP053/2023-2024/43878-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH NALA IN WARD 37 FROM BAM POLICE ROAD IN BARI MIRJAPUR TO SUMAN YADAV HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","08-Jul-2025","393594"
"62","Normal/Others","WS/MP053/2023-2024/43855-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM IMLI GAACH VIA RANJAN YADAV HOUSE TO FOUR LANE IN WARD 1 PATAM WEST, DHARHARA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2025","490269"
"63","Normal/Others","WS/MP053/2023-2024/43856-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM GUHIYA POKHAR TO JOGI YADAV HOUSE KHAS PATAM IN PATAM EAST PANCHAYAT DHARAHARA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2025","489671"
"64","Normal/Others","WS/MP053/2023-2024/43943-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM JAGO MANDAL HOUSE TO HARDEV MANDAL HOUSE IN JHAUA BAHIYAR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2025","385542"
"65","Normal/Others","WS/MP053/2023-2024/43913-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH COVERED NALA FROM MAIN ROAD ANAND YADAV HOUSE TOI DEVAN YADAV HOUSE IN MAHULI PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","12-Nov-2024","394865"
"66","Normal/Others","WS/MP053/2023-2024/43857-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MD. ALAM HOUSE TO MURGI FARM VIA SHAMSHER HOUSE IN MUKARCHAK IN BAANK PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","21-Nov-2024","489680"
