"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"16","Normal/Others","WS/MP204/2025-2026/164567-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of interlocking tiles road from Shri Kaluram farm to Somveer farm on the main road in the Scheduled Caste dominated colony of Gram Panchayat Bhauri, Block Roorkee","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","24-Jun-2025","497500"
"17","Normal/Others","WS/MP204/2025-2026/149786-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","in Secror 40, village Matlabpur  Interlocking Tiles Road Construction  from sector road, transformer to shri anuj saini's home","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","28-Aug-2025","995000"
"18","Normal/Others","WS/MP204/2025-2026/164571-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of interlocking tiles road from the farm of Shri Shyam Singh Saini to the farm of government school on the main road in the scheduled caste dominated colony of Gram Panchayat Bhauri, Block Roorkee","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","24-Jun-2025","497500"
"19","Normal/Others","WS/MP204/2025-2026/174235-Construction of additional rooms and halls in the existing public and community building","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of roof at the crematorium in village Sadhauli, post Jhabreda, block Narsan","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","07-Jul-2025","996912"
"20","Normal/Others","WS/MP204/2025-2026/158809-Construction of buildings for community cultural activities","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of roof at the Crematorium in Scheduled Majority village Hallu Mazara, Block Bhagwanpur","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","22-Aug-2025","981515"
"21","Normal/Others","WS/MP204/2025-2026/159089-Construction of buildings for community cultural activities","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of Roof in the Cremation Ground of Scheduled MajorityVillage Habibpur Niwada, Block Bhagwanpur","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","02-Sep-2025","985505"
"22","Normal/Others","WS/MP204/2023-2024/92168-Construction of community centers and community halls","Uttarakhand","Rudraprayag(DM Rudraprayag_IDA)","construction of Store Room in Village Tyuri, Block Ukhimath, Dist. Rudraprayag","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","16-Sep-2025","250000"
"23","Normal/Others","WS/MP204/2025-2026/232384-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. Road from the house of Satpal to main road in village Dalla Wala (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","N/A","05-Nov-2025","205117"
"24","Normal/Others","WS/MP204/2025-2026/232382-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. road from the house of the Kiran to the house of the Raman via the house of Sonvir in Village Dalla Wala (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","105465"
"25","Normal/Others","WS/MP204/2025-2026/232379-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. road from the house of main road Ganesh to the houses of Dhiraj and Narpal in Village Dalla Wala (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","237000"
"26","Normal/Others","WS/MP204/2025-2026/232374-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","construction of C.C. road from the house of main road Shivraj to the houses of Amit and Ompal in village Dalla wala (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","122768"
"27","Normal/Others","WS/MP204/2025-2026/232279-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. marg from Radha Krishna Mandir to the house of Shri Charan Singh transfarmer in Village Dalla Wala in Naiwala  (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","243838"
"28","Normal/Others","WS/MP204/2025-2026/232278-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. Road from Primary School chok to Radha Krishna Mandir in village Dalla Wala in Naiwala  (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","246312"
"29","Normal/Others","WS/MP204/2025-2026/232276-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. Road from the house of Samandra to the Transfarmer in village Dalla Wala (offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","250000"
"30","Normal/Others","WS/MP204/2025-2026/232275-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. road from the main road the house of Shri Surendra to the house of Jagpal in Dalla Wala Village. (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","248868"
"31","Normal/Others","WS/MP204/2024-2025/174232-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of interlocking tiles road from the house of Shri Jaiveer Singh to the house of Shri Vijay Singh in Harijan Basti under Gram Panchayat Haddipur Grant Bahadarabad","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","10-Oct-2025","994450"
"32","Normal/Others","WS/MP204/2025-2026/184086-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of interlocking tiles road from the house of dealer Vikram Singh towards Baba Saheb Bhimrao Ambedkar Bhawan in Scheduled Caste Colony of Gram Panchayat Sohalpur (Sikroda), Block Bahadarabad.","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","10-Oct-2025","795016"
"33","Normal/Others","WS/MP204/2025-2026/196856-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","PAURI GARHWAL(DISTRICT MAGISTRATE PAURI GARHWAL_IDA)","Interlocking tiles construction on the ramp (path) made during field construction in Rajmati Devi Saraswati Vidya Mandir Inter College Timli, Pauri.","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","12-Nov-2025","250000"
"34","Normal/Others","WS/MP204/2025-2026/193342-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA)","Construction of road (khadanja) from the house of Shri Mangal Das Rajput to the house of Shri Bhagwan Das in village Tirath Nagar Gurudwara No. 3 (Jaspur)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","N/A","13-Nov-2025","495425"
"35","Normal/Others","WS/MP204/2025-2026/167835-Construction of additional rooms and halls in the existing public and community building","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of separate toilets for boys and girls in Satya Narayan Mandir Inter College, Makhdoompur, District Haridwar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","21-Nov-2025","498484"
"36","Normal/Others","WS/MP204/2025-2026/186808-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Road construction with interlocking tiles from Shri Pratap house towards Ravidas temple in village Mandawar, Block Bhagwanpur","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","01-Dec-2025","984876"
"37","Normal/Others","WS/MP204/2025-2026/213632-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of road with interlocking tiles in the middle of both the streets from the house of Sonu Kumar in street number-1 towards street  number-3 in Dev Enclave, near Yogeshwar Public School, Nagar Panchayat Dhandhera, Haridwar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","09-Dec-2025","992662"
"38","Normal/Others","WS/MP204/2025-2026/232304-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. Road from the house of main road Anil Babu to the house of house of Telephone Exchange Shri Omveer  in Village Dalla Wala (offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","225413"
"39","Normal/Others","WS/MP204/2025-2026/232363-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. Road from the houses of Jasraj and Manoj to main road in Village Dalla Wala (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","21-Dec-2025","246531"
"40","Normal/Others","WS/MP204/2025-2026/232274-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. Road from the main road in front of degree college to the house of monu in Dalla Wala Village. (Offline)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","21-Dec-2025","138573"
"41","Normal/Others","WS/MP204/2025-2026/169256-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Construction of interlocking tiles road from the house of Shri Vikas towards cremation ground in Village Panchayat Jassowala, Block Vikas Nagar, District Dehradun","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","598845"
"42","Normal/Others","WS/MP204/2025-2026/193317-Construction of community centers and community halls","Uttarakhand","Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA)","Construction of Waiting Room (Pratiksha Bhawan) at Katarmal, Manduwa Kheda, Jaspur, District Udham Singh Nagar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","N/A","05-Jan-2026","994458"
"43","Normal/Others","WS/MP204/2025-2026/193350-Construction of rooms and halls in school and colleges","Uttarakhand","Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA)","Construction of room in Guru Nanak Dev Public School, Tirath Nagar, Bhogpur Dam, Jaspur.","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","N/A","24-Feb-2026","496824"
"44","Normal/Others","WS/MP204/2025-2026/212422-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. road from Sri Ramchandra Mission Ashram Gate, house number 40 to house number 131 in Sahajpuram Colony, Village Brahmpur, Haridwar Road, Roorkee,","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","20-Jan-2026","795200"
"45","Normal/Others","WS/MP204/2025-2026/221903-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. road from the house of Shri Rampal to the house of Shri Arun in South Civil Line, Ward No. 13,  Roorkee","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","16-Jan-2026","497000"
"46","Normal/Others","WS/MP204/2025-2026/162158-Construction of additional rooms and halls in the existing public and community building","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of two class rooms in Vasudev Lal Maithil Saraswati Vidya Mandir, Roorkee, Haridwar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","16-Jan-2026","1994975"
"47","Normal/Others","WS/MP204/2025-2026/210198-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of C.C. road from the house of Shri Kishore Juyal to the house of Sapna in Village Shafipur, Block Roorkee (Subhash Nagar Colony of Roorkee Nagar Nigam, Ward No. 21)","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","20-Jan-2026","597600"
"48","Normal/Others","WS/MP204/2025-2026/196874-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Road construction by interlocking tiles from the house of Shri Pawan Kumar towards Panchayat house in Village Habibpur Niwada, Block Bhagwanpur","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","28-Jan-2026","983611"
"49","Normal/Others","WS/MP204/2025-2026/196847-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Road construction by interlocking tiles from the house of Shri Vikas Kumar to the house of Shri Sanjay Kumar in village Akbarpur Kalson, Block Bhagwanpur","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","28-Jan-2026","586479"
"50","Normal/Others","WS/MP204/2025-2026/186819-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Road construction by interlocking tiles from the Samadhi of Late Shri Roopram Saini towards the farm of Shri Rajendra Saini in village Dada Jalalpur, Block Bhagwanpur, District Haridwar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2026","984938"
"51","Normal/Others","WS/MP204/2025-2026/186818-Improvement of electricity distribution infrastructure","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","For installing Solar Plant in Prachin Avdhoot Ashram, Post Gurukul Kangri, Jwalapur, Haridwar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","26-Feb-2026",""
"52","Normal/Others","WS/MP204/2025-2026/176568-Setting up public non-conventional energy plants","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Setting up a Solar Power Plant in Press Club Haridwar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2026",""
"53","Normal/Others","WS/MP204/2025-2026/178553-Construction of boundary walls of existing public and community buildings","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Protective wall and net work in Batula Basti Tok of Gram Panchayat Monda, Block Mori, District Uttarkashi","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","04-Apr-2026","551284"
"54","Normal/Others","WS/MP204/2025-2026/178555-Construction of boundary walls of existing public and community buildings","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Protective wall and net work in Thormolti Tok of Gram Panchayat Monda, Block Mori, District Uttarkashi","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","04-Apr-2026","450843"
"55","Normal/Others","WS/MP204/2025-2026/240524-Security gates in streets/public place for safety purpose","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","construction of Residental Security wall near the iron bridge in the Village named Gada of Raun Gram Panchayat of Puraula Block.","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","04-Apr-2026","354706"
"56","Normal/Others","WS/MP204/2025-2026/159135-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of Roof in the Cremation Ground of Scheduled Caste Majority village Mohammadpur Jat, Block Narsan","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","09-Apr-2026","995918"
"57","Normal/Others","WS/MP204/2025-2026/159140-Construction of buildings for community cultural activities","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of roof in the cremation ground of Scheduled Caste dominated Gram Panchayat Udalhadi-Kumrada, Block Narsan, District Haridwar","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","09-Apr-2026","996516"
"58","Normal/Others","WS/MP204/2025-2026/181053-Construction of community centers and community halls","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of roof in the crematorium of Scheduled Caste majority Gram Panchayat Gopalpur-Sikkhar, Block Narsan","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","13-Apr-2026","995065"
"59","Normal/Others","WS/MP204/2025-2026/154623-Construction of additional rooms and halls in the existing public and community building","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Construction of building in Savitri Saxena Premnarayan Saraswati Shishu Mandir, Railway Road Roorkee.","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","16-Apr-2026","1496250"
"60","Normal/Others","WS/MP204/2025-2026/144176-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Construction of railing and PCC on the road leading to primary school in village Raturisera","Dr. Kalpana Saini (2022-28) (NaN-NaN)","Elected MP","Images","10-Jul-2026","199848"
"61","Normal/Others","WS/MP850/2023-2024/16377-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","CONTRUCTION OF CC ROAD & PULIYA AT WARD 18 BADRISH COLONY AT PREM NAGAR BAZAR FROM SH. KESHAV DUTT BELWAL HOUSE TO SH. OM PRAKASH KALA HOUSE IN DOIWALA      IA(KARYADAI SANSTATHA)- BLOCK RAIPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","12-Dec-2023","999500"
"62","Normal/Others","WS/MP850/2023-2024/16376-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","CONTRUCTION OF FABRICATED WARD IN EYE SECTION OF DOON HOSPITAL ,DEHRADUN  IA(KARYADAI SANSTATHA)- BLOCK RAIPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","02-Apr-2024","999500"
"63","Normal/Others","WS/MP850/2023-2024/16375-Setting up of kitchen and pantries","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","SETTING UP OF KITCHEN & PANTARIES AT DAV PG COLLEGE ,DEHRADUN  IA ( KARYADAI SANSTATHA)- BLOCK RAIPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","N/A","26-Apr-2024","999500"
"64","Normal/Others","WS/MP850/2023-2024/17449-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","IN VILLAGE POKHRI CONTRUCTION OF  CC ROAD FROM ROAD TO TINGARD. GRAM PANCHAYAT - POKHRI  IA (KARYADAI SANSTATHA)- BLOCK PRATAPNAGAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","27-Feb-2024","497999"
"65","Normal/Others","WS/MP850/2023-2024/17450-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","IN POKHRI CONTRUCTION OF CC ROAD FROM MUDRI GAON TO JADIPANI TOK.GRAM PANCHAYAT - POKHRI  IA ( KARAYADIA SANSTATHA- BLOCK PRATAPNAGAR)","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","27-Feb-2024","494268"
"66","Normal/Others","WS/MP850/2023-2024/16378-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","CONTRUCTION OF CC ROAD FROM KOTAL GOAN TO TINWAL GOAN IN VILLAGE PANCHAYAT - TINWAL ,BLOCK PRATAPNAGAR  IA(KARYADAI SANTATHA)-BLOCK PRATAPNAGAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","22-Feb-2024","494060"
"67","Normal/Others","WS/MP850/2023-2024/69471-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","GRAM MUNDLANA MEIN MANGLAUR MUNDLANA MARG PAR SHRI VIJAYPAL PUTR SHRI AMUL SINGH KE MAKAN SE DEVENDRA PUTR SHRI SATPAL KE MAKAN TAK INTERLOCKING TILES SARAK KA NIRMAN IA(KARAYADAI SANTATHA) - NAGAR PANCHACHAYAT PADALI GUJJAR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","09-Aug-2024","983853"
