"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"26","Normal/Others","WS/MP878/2026-2027/276067-Development of public parks","Delhi","NORTH WEST(COMMISSIONER NORTH WEST)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of Artistic Gazebo arrangements in the Physical Center Pooth Kalan Village Ward No 26 Narela Zone","26-Mar-2026","23-Apr-2026","788330","Sanction"
"27","Normal/Others","WS/MP878/2026-2027/276742-Development of public parks","Delhi","NORTH WEST(COMMISSIONER NORTH WEST)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of Artistic Gazebo in Mahila Park Ward No 26 Pooth Kalan Narela Zone","30-Mar-2026","23-Apr-2026","788330","Sanction"
"28","Normal/Others","WS/MP878/2026-2027/277382-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","PROVIDING and  INSTALLATION OF CHILDREN PLAY APPARTUS AT PARK OPP 379 C 7D BLOC SHALIMAR BAGH A WARD NO55 KESHAV PURAM ZONE","04-Apr-2026","20-May-2026","256470","Sanction"
"29","Normal/Others","WS/MP878/2026-2027/277423-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp Hno SCG 16 A1 Block Phase II Metro Vihar Holambi kalan","04-Apr-2026","24-Jun-2026","251375","Sanction"
"30","Normal/Others","WS/MP878/2026-2027/278572-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT KHADE WALA PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","18-Apr-2026","27-May-2026","318720","Sanction"
"31","Normal/Others","WS/MP878/2026-2027/279802-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp Higher Secondry Sechool A Block Phase II Metro Vihar Holambi Kalan","07-May-2026","24-Jun-2026","251375","Sanction"
"32","Normal/Others","WS/MP878/2026-2027/279803-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp H No SCG 12B Block Phase II Metro Vihar Holambi Kalan","07-May-2026","24-Jun-2026","251375","Sanction"
"33","Normal/Others","WS/MP878/2026-2027/279804-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp Mpl School C Block Phase II Metro Vihar Holambi Kalan","07-May-2026","24-Jun-2026","251375","Sanction"
"34","Normal/Others","WS/MP878/2026-2027/279805-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp SCG 32 slash 91 C Block Phase II metro Vihar Holambi Kalan","07-May-2026","24-Jun-2026","251375","Sanction"
"35","Normal/Others","WS/MP878/2026-2027/282348-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT SHASTRI PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","27-May-2026","318720","Sanction"
"36","Normal/Others","WS/MP878/2026-2027/282355-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT AMBEDKAR PARK NEAR TRAFFIC HEAD QUARTER TODAPUR ROAD WARD NO 140 KAROL BAGH ZONE","20-May-2026","27-May-2026","318720","Sanction"
"37","Normal/Others","WS/MP878/2026-2027/282361-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT PURAN CHAND YOGI PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","27-May-2026","318720","Sanction"
"38","Normal/Others","WS/MP878/2026-2027/282362-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT D PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","27-May-2026","318720","Sanction"
"39","Normal/Others","WS/MP878/2026-2027/282364-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT C PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","27-May-2026","318720","Sanction"
"40","Normal/Others","WS/MP878/2026-2027/283830-Development of public parks","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Laying of Synthetic Track at Horam Park in Ward No 147 Kotla Mubarakpur Central Zone New Delhi","26-May-2026","11-Aug-2026","3986864","Sanction"
"41","Normal/Others","WS/MP879/2025-2026/202254-Development of playfields and sports grounds","Delhi","SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Construction of 400 Mtr Track in Stadium","21-May-2025","28-May-2025","1467000","Work partially Completed"
"42","Normal/Others","WS/MP879/2025-2026/202255-Development of playfields and sports grounds","Delhi","SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Construction of Basket Ball Court in Stadium","21-May-2025","28-May-2025","964000","Work partially Completed"
"43","Normal/Others","WS/MP879/2025-2026/202256-Development of playfields and sports grounds","Delhi","SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Construction of Volley Ball Court in Stadium","21-May-2025","28-May-2025","57000","Sanction"
"44","Normal/Others","WS/MP879/2025-2026/202257-Development of playfields and sports grounds","Delhi","SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Installation of Open Gym in Stadium","21-May-2025","28-May-2025","537000","Sanction"
"45","Normal/Others","WS/MP878/2025-2026/243293-Development of playfields and sports grounds","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Supply and Installation of Children Play Equipment Lado Sarai Ward No 154","22-Oct-2025","17-Dec-2025","449770","Physical Inspection"
"46","Normal/Others","WS/MP878/2025-2026/243307-Development of playfields and sports grounds","Delhi","WEST(COMMISSIONER MCD WEST)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Supply and Installation of Children Play Equipment at H No D 108 D Block Park, Nawada Housing Complex Mohan Garden Ward No113","22-Oct-2025","10-Dec-2025","449770","Physical Inspection"
"47","Normal/Others","WS/MP879/2026-2027/285343-Development of playfields and sports grounds","Delhi","SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of work relate to Walking Track in Stadium","13-Jun-2026","24-Jul-2026","2000000","Sanction"
"48","Normal/Others","WS/MP878/2024-2025/184466-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangements with 4m decorative poles at Shiv Chowk to 6-Block T-Point, South Patel Nagar Under Karol Bagh Zone.","20-Mar-2025","21-Mar-2025","797663","Physical Inspection"
"49","Normal/Others","WS/MP878/2024-2025/184473-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangements with 4m decorative poles at Khanna Market, West Patel Nagar under Karol Bagh Zone.","20-Mar-2025","21-Mar-2025","1690420","Physical Inspection"
"50","Normal/Others","WS/MP879/2025-2026/189879-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Lightning arrangements at difference sites in Ranjeet Nagar in ward no 87 under KBZ","07-Apr-2025","26-Dec-2025","2900381","Physical Inspection"
"51","Repair and Renovation","WS/MP879/2025-2026/196306-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","G I Octagonal Poles with LED fittings in ward no 154 Lado Sarai","03-May-2025","01-Dec-2025","3997431","Work Completed"
"52","Normal/Others","WS/MP878/2025-2026/201545-Lighting of public spaces","Delhi","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for the installation of 15 Solar Lights","20-May-2025","15-Jul-2025","230460","Work Completed"
"53","Normal/Others","WS/MP878/2025-2026/201569-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Installation of Various Lighting Arrangements in Ward No. 168, Sangam Vihar-C","20-May-2025","13-Aug-2025","3726112","Work partially Completed"
"54","Normal/Others","WS/MP878/2025-2026/209492-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the installation of LED Street light fittings with accessories at various locations in Ward Tigri","17-Jun-2025","25-Jul-2025","941703","Work Completed"
"55","Normal/Others","WS/MP878/2026-2027/212209-Lighting of public spaces","Delhi","SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Installation of Two High Mass light at Pant Stadium, Sultanpur Uttar Pradesh.I have received a request from Shri Pankaj Kumar Dubey, Secretary, District Olympic Association, Sultanpur. Regarding the installation of two High Mass light at Pant Stadium, Sultanpur, Uttar Pradesh, in the interest of players and sports activities.I give my consent for the release of funds for the above-mentioned work from my MPLADS.","25-Jun-2025","26-Jun-2026","1299956","Sanction"
"56","Normal/Others","WS/MP878/2025-2026/213658-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Regarding the provision of octagonal poles and semi-high Mast Poles With LED Fittings at various locations of Kotla Mubarakpur, Ward No. 147. I give my consent for the transfer  for the above-mentioned work from my MPLADS fund.","30-Jun-2025","22-Aug-2025","732602","Physical Inspection"
"57","Normal/Others","WS/MP878/2025-2026/213676-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Regarding the provision of octagonal and SHML Poles with LED Fittings at various locations of Jaitpur. I give my consent for the transfer of the above mentioned work from my MPLADS fund.","30-Jun-2025","25-Aug-2025","1267350","Physical Inspection"
"58","Normal/Others","WS/MP878/2025-2026/214239-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Regarding provision of Semi High Mast Light Poles and Lighting arrangements (Along with fittings ) in Ward no. 179, I give my consent for the release of funds for the above-mentioned work from my MPLADS fund.","03-Jul-2025","14-Oct-2025","2260135","Physical Inspection"
"59","Normal/Others","WS/MP878/2025-2026/228267-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement in R Block Park and Gandhi Park in Ward No. 147 under Central Zone","21-Aug-2025","10-Dec-2025","355941","Physical Inspection"
"60","Normal/Others","WS/MP878/2025-2026/228268-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement with octagonal poles (along with fittings) at various locations in Ward No. 147 under Central Zone.","21-Aug-2025","10-Dec-2025","710048","Physical Inspection"
"61","Normal/Others","WS/MP878/2025-2026/228269-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement with 12 mtrs Semi High Mast Poles (with LED fittings) at various locations in Ward No. 147 under Central Zone","21-Aug-2025","10-Dec-2025","955351","Work partially Completed"
"62","Normal/Others","WS/MP878/2025-2026/228270-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement in C-96 Park in Ward No. 147 under Central Zone","21-Aug-2025","10-Dec-2025","370414","Physical Inspection"
"63","Normal/Others","WS/MP878/2025-2026/228274-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement at Bindra Park, 48 Block, East Patel Nagar in Ward No. 86 under Karol Bagh Zone.","21-Aug-2025","01-Oct-2025","234251","Physical Inspection"
"64","Normal/Others","WS/MP878/2025-2026/228275-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangements at the Park  East Patel Nagar and near Kali Mata Mandir Chowk in West Patel Nagar under KBZ.","21-Aug-2025","01-Oct-2025","358926","Physical Inspection"
"65","Normal/Others","WS/MP878/2025-2026/243240-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Provision of Signage at Katwaria Sarai Ber Sarai Lado Sarai Ward No154","21-Oct-2025","19-Nov-2025","936426","Physical Inspection"
"66","Normal/Others","WS/MP879/2025-2026/246356-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement at various location in Ward No.151- Munirka under South Zone","05-Nov-2025","06-Jan-2026","1958238","Physical Inspection"
"67","Normal/Others","WS/MP879/2025-2026/256060-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement from Balmiki Mandir to Sudarshan Park Nala and parking area at Sudarshan Park Nala Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","26-Feb-2026","921544","Sanction"
"68","Normal/Others","WS/MP879/2025-2026/256061-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement at 7 Block Road near the backside of Acharya Bhikshu Hospital and parks near A-9 A-3 A-5 Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","26-Feb-2026","923330","Sanction"
"69","Normal/Others","WS/MP879/2025-2026/256062-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement in parks near B-12 Moti Nagar F-1 Moti Nagar and D-22 Moti Nagar Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","26-Feb-2026","922552","Sanction"
"70","Normal/Others","WS/MP879/2025-2026/256063-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement in park area of Sports Complex Kirti Nagar and Park F Block (Kirti Club), Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","26-Feb-2026","920875","Sanction"
"71","Normal/Others","WS/MP878/2026-2027/269362-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of Lighting Arrangement in Parks under pockets of Kalkaji Extension Central Zone","18-Feb-2026","17-Apr-2026","968970","Sanction"
"72","Normal/Others","WS/MP878/2026-2027/269367-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of Lighting Arrangement in Parks of Ward 179 Pul Prahladpur Central Zone","18-Feb-2026","17-Apr-2026","982821","Sanction"
"73","Normal/Others","WS/MP878/2026-2027/275749-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Installation of GI Octagonal Poles with LED Fittings in Ward No 184 Jaitpur Central Zone","24-Mar-2026","15-Apr-2026","1439891","Sanction"
"74","Normal/Others","WS/MP878/2026-2027/275750-Lighting of public spaces","Delhi","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Installation of Semi High Mast Light Poles with LED Flood Lights in Ward No 184 Jaitpur Central Zone","24-Mar-2026","16-Apr-2026","1033943","Sanction"
"75","Normal/Others","WS/MP878/2026-2027/276073-Lighting of public spaces","Delhi","NORTH WEST(COMMISSIONER NORTH WEST)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of Lighting Arrangements in Parks and Various Locations under Ward No 26 Pooth Kalan Narela Zone","26-Mar-2026","13-May-2026","1869573","Sanction"
"76","Normal/Others","WS/MP878/2026-2027/276351-Lighting of public spaces","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Installation of Semi High Mast Poles with LED Lighting in Sangam Vihar Ward No 168 Central Zone","27-Mar-2026","16-Apr-2026","937141","Sanction"
