"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"11","Normal/Others","WS/MP078/2023-2024/25465-Street lights","Himachal Pradesh","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Installation and fixing of 05 Nos of Solar Lights at Vill. Lasharna (Deyori) Harijan Basti, Dev. Block Dharmpur, Sub Teh Sandhol as per recommendation of Sh. Beli Ram (Executing agency, Him Urja)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","16-Jun-2025","74025"
"12","Normal/Others","WS/MP078/2023-2024/69147-Street lights","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of 05 Street Lights near the house of 1.  Sh. Vidhi Chand S/o Sh. Jaind Ram Village Chidrel, Block Tauni Devi, District Hamirpur. 2. Praveen Kumar S/o Sh. Dharam Chand,Village Chidrel, Block Tauni Devi, District Hamirpur.  3. Roshan Lal S/o Shanu Ram, Village Chahar,Block Tauni Devi, District Hamirpur.  4. Mahender Singh S/o Sh.Vidhi Chand, Village Chahar,Block Tauni Devi, District Hamirpur.  5. Kuldeep Singh S/o Sh. Vidhi Chand, Village Chahar,Block Tauni Devi, District Hamirpur","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Dec-2024","88465"
"13","Normal/Others","WS/MP078/2023-2024/13594-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Pacca L/R from NH upto house of Kavishva Koshal Vill. Saloh, G.P. Nounghi, Dev. Block Nadaun District Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Feb-2026","150000"
"14","Normal/Others","WS/MP078/2023-2024/38523-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Purchase of Books of Thiry (30) GSSS, Schools of District Kangra located in Urban and Rural areas","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","24-Jan-2024","2998440"
"15","Normal/Others","WS/MP078/2023-2024/13579-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from Ghurana Puli to the house of Madan Lal Vill. Lambera G. P. Khyah Lohakhariyan Dev. Block Hamirpur Distt. Hamirpur H.P.","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","05-Aug-2025","100000"
"16","Normal/Others","WS/MP078/2023-2024/25353-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o to Pave the L/R from the house of Sh. Rattan Chand to Main NH Road, Vill. Thana PO Thana Bajuri, Teh. Tauni Devi, G. P. Drogan Patti Kot, Dev. Block Hamirpur H.P. As per recommendation of Sh. Sushil Kumar (Executing Agency, BDO Hamirpur)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","18-Mar-2025","300000"
"17","Normal/Others","WS/MP078/2023-2024/13390-Construction of community centers and community halls","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Community Hall/Centre at Village Dohag Patiyahu P.O.& Vill. Nalti, Dev. Block Hamirpur, Distt. Hamirpur(HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","18-Mar-2025","300000"
"18","Normal/Others","WS/MP078/2023-2024/13575-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Ambulance Road and Retaining wall on Kudhar to Hamirpur Link Road from the point of kathulag near the existing house of Sh. Raj Kumar and Amarjeet S/o late Sh. Longu Ram vill kahulag P.O. Salouni Teh. Dadsar Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","26-Nov-2024","500000"
"19","Normal/Others","WS/MP078/2023-2024/13598-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Pacca road from Dhar Road near bridge to the house of Pirthi chand and Balbir Singh Vill Roppa Brahmana, G.P. Jyoli Devi, Dev. Block Bijri, Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","08-May-2025","200000"
"20","Normal/Others","WS/MP078/2023-2024/13597-Construction of bus-sheds or bus-stops","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Rain Shelter near Vetenery Centre at V & PO bhadrol Dev. Block Nadaun Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","200000"
"21","Normal/Others","WS/MP078/2023-2024/13592-Construction of additional rooms and halls in the existing public and community building","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o additional room in community centre on First Floor at Vill. Jhareri, G.P. Badhera  Dev. Block Nadaun Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-May-2025","250000"
"22","Normal/Others","WS/MP078/2023-2024/25427-Construction of community centers and community halls","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Community Centre Ravi Nagar, (SC Basti) Vill. & G.P. Batran, Dev. Block Nadaun, Distt. Hamirpur (H.P.) (Executing agency, BDO Nadaun)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Feb-2026","200000"
"23","Normal/Others","WS/MP078/2023-2024/25323-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from Moksh Dham (Shamshan Ghat) to Pucci Sadak, Vill. Batran, Ravi Nagar (SC Basti) G. P. Batran, Dev. Block Nadaun, Distt. Hamirpur H.P. (Executing Agency, BDO Nadaun)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Feb-2026","300000"
"24","Normal/Others","WS/MP078/2023-2024/25309-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Pacca Path and retaining wall near shamshan Ghat G.P. Gahli, Dev. Block Nadaun, Distt. Hamirpur H.P. (Executing Agency, BDO Nadaun)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","05-Feb-2026","300000"
"25","Normal/Others","WS/MP078/2023-2024/13591-Construction of additional rooms and halls in the existing public and community building","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o additional room in community Centre at Vill. Jhareri G.P. Badhera on ground floor Dev. Block Nadaun Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","06-Feb-2026","250000"
"26","Normal/Others","WS/MP078/2023-2024/13534-Construction of culverts and bridges","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Dia Hume Pipe Culvert Near the House of Sh. Ashok Kumar S/o Sh. Baga Ram Vill. Mansai G. P. Mansai Teh.. Nadaun Dev. Block Nadaun Distt. Hamirpur HP","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Feb-2026","300000"
"27","Normal/Others","WS/MP078/2023-2024/71148-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from Dhiman Basti Saned to Shamshan Ghat Saned, Dev. Block Bhoranj, District Hamirpur (HP) (Executing Agency BDO Bhoranj)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2026","100000"
"28","Normal/Others","WS/MP078/2023-2024/71163-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from Handpump to Mahila mandal, Ward No. 5 Village Ukhali, Block Bhoranj, District Hamirpur (HP) (Executing Agancy BDO Bhoranj)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2026","100000"
"29","Normal/Others","WS/MP078/2023-2024/13410-Construction of community centers and community halls","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Community Centre at Vill. Budana (Miyan Di Bal) PO & Sub Tehsil Kangoo, Dev. Block Nadaun Distt. Hamirpur","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Feb-2026","500000"
"30","Normal/Others","WS/MP078/2023-2024/13595-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from the house of Reena Devi towards Khadli Village Gurehar, G.P. Kolha, Dev. Block Nadaun Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Feb-2026","100000"
"31","Normal/Others","WS/MP078/2023-2024/13573-Lighting of public spaces","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of Nine (09) flood/Solar Light signal octive pole with 4 lights each 40 watt. at Kangoo Bazar Chowk near GSSS Kangoo-1, kangoo bazar Chowk, Hamirpur Road -1, kangoo Bazar Chowk near Sub Tehsil kangoo-1, Dhaneta bazar Bus Stand Chowk - 1, Jharedi bazar Chowk - 1, Jharedi Dagoh Chowk Road-1, jharedi Bazar hanuman Chowk-1, kangoo to hamirpur Road at Baglamukhi Chowk (Miyan Di Bal)-1, Dhaneta Bazar Hospital Chowk -1 all in Dev. Block Nadaun Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Feb-2026","900000"
"32","Normal/Others","WS/MP078/2023-2024/45780-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o Pakka path from the house of Rakesh Kumar S/o Sh Mathura Das to the house of Sh. Meghnath Bulah Dagoh, G. P. Badhera, Distt. Hamirpur (HP) (Executing agency BDO)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","06-Feb-2026","300000"
"33","Normal/Others","WS/MP078/2023-2024/25141-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Ambulance road from Jubtu to Kufta G. P. Ganewag-Nehra, Dev. Block Totu (Hiranagar) Teh & Distt. Shimla H.P. (Executing Agency, BDO Totu(Hiranagar) Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","13-May-2026","200000"
"34","Normal/Others","WS/MP078/2023-2024/45886-Development of playground","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Development of playground in GPS, Pabar Dev. Block Totu, Distt. Shimla as per recommendation of Smt. Asha Kashyap  (Executing Agency BDO)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","13-May-2026","200000"
"35","Normal/Others","WS/MP078/2023-2024/28575-Construction of water tanks","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Water Tank and Pipe Line at Thakur Basti Pujarli vill. Pujarli, G.P. Kedi, Dev. Block chopal, Distt. Shimla as per recommendation of Sh. Sushil Rathore (Executing agency, IPH Deptt.)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","13-May-2026","200000"
"36","Normal/Others","WS/MP078/2023-2024/25132-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o L/R Boh near the house of Sh. Surender Thakur G.P. Chamyana, Dev. Block Mashobra Teh. & Distt. Shimla H.P. (Executing Agency BDO Mashobra, Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Dec-2025","200000"
"37","Normal/Others","WS/MP078/2023-2024/93485-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Sirmour located in Urban and Rural areas","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","13-Nov-2024","2000000"
"38","Normal/Others","WS/MP078/2023-2024/103364-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","BILASPUR(DEPUTY COMMISSIONER, BILASPUR)","Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Bilaspur located in Urban and Rural areas","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Mar-2026","2000000"
"39","Normal/Others","WS/MP078/2023-2024/13426-Street lights","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation & Fixing of 05 Nos Solar Lights harijan basti at Vill. Dangra P.O. Pragpur teh. Dehra Dev. Block Pragpur Distt. Kangra HP as per recommendation of Vinod Kumar Ex Gram Panchayat Pradhan","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Jan-2026","74025"
"40","Normal/Others","WS/MP078/2023-2024/93471-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District solan located in Urban and Rural areas","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","17-Feb-2025","2000000"
"41","Normal/Others","WS/MP078/2023-2024/45766-Construction of footpaths and pedestrian ways","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","C/o Pakka path in ward No. 3 Village Simbal, G.P. Simbal, Dev. Block Panchrukhi, Distt. Kangra (HP) (Executing agency BDO)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","31-Mar-2026","300000"
"42","Normal/Others","WS/MP078/2023-2024/25247-Installation of multi-gym equipment","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation of Open Multi Gym Equipment at Panchayat Simbal, Dev. Block Panchrukhi, Distt. Kangra H.P. (Executing Agency, BDO Panchrukhi)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","24-Aug-2024","500000"
"43","Normal/Others","WS/MP078/2023-2024/13524-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","C/o L/R from Dhar to Shumnu G. P. Singadhar Dev. Block Saluni Distt. Chamba HP","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","08-Oct-2025","300000"
"44","Normal/Others","WS/MP078/2023-2024/25439-Street lights","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Installation and Fixing of 10 Nos Solar Lights in Harijan Basti at Vill. Jhamunh, Teh. Jaisinghpur, Dev. Block Lambagaon, Distt. Kangra (H.P.) as per recommendation of Sh. Madan Lal BJP SC Morcha Distt. Palampur President. (Executing agency, Him Urja)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","14-Feb-2025","148050"
"45","Normal/Others","WS/MP078/2023-2024/102819-Construction of footpaths and pedestrian ways","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Construction of Pacca Path with retaining wall/Danga from Naked Khad Bridge to Guga Madi Mandola Via Jaswant Singh House at Vill. Tali, G.P. . Lagru, Tehsil Khundian, Dev. Block Dehra Distt. Kangra (H.P.) (Executing Agency BDO Dehra District Kangra)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","500000"
"46","Normal/Others","WS/MP078/2023-2024/25068-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Road from Dulchera to Sarla, Barsar, Dev. Block Bijri, Distt. Hamirpur (HP) (Executive Agency HPPWD)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","17-Feb-2026","442089"
"47","Normal/Others","WS/MP078/2023-2024/45794-Lighting of public spaces","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","1) Installation of high mask Lights near community center, Village Jhareri. G.P. Badhera, Dev. Block Nadaun, Distt. Hamirpur (HP) (Executing agency BDO)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","05-Feb-2026","100000"
"48","Normal/Others","WS/MP078/2023-2024/45809-Lighting of public spaces","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","1) Installation of High Mask Light near community center, Village Dagoh(Uprala Bramana). G.P. Badhera, Dev. Block Nadaun, Distt. Hamirpur  2)Installation of High Mask Light near community center (near sidh), Village Dagoh (Lower Bramana). G.P. Badhera, Dev. Block Nadaun, Distt. Hamirpur  3)Installation of High Mask Light between the house of Smt. Sheela Devi (Ex-Ward Punch) & Sh. Rajkumar Village Dagoh(Harijan Basti). G.P. Badhera, Dev. Block Nadaun, Distt. Hamirpur   (Executing agency BDO)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","06-Feb-2026","300000"
"49","Normal/Others","WS/MP078/2023-2024/45810-Installing hand pumps","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Installation of handpump with motor between the house of Smt. Sheela Devi and Sh Rajkumar, Village Dagoh (Harijan Basti) G. P. Badhera, Dev. Block Nadaun, Distt. Hamirpur (HP)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","23-May-2025","300000"
"50","Normal/Others","WS/MP078/2023-2024/25202-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","C/o Pucca Path from Jhabran Khadd to the house of Sh. Bakshi Ram, VPO Nalag, G.P. Nalag Teh. Sunder Nagar Dev. Block Sunder Nagar Distt. Mandi(HP) (Executing Agency, BDO Sunder Nagar, Mandi H.P.)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2026","279755"
"51","Normal/Others","WS/MP078/2023-2024/93489-Purchase of books for public libraries/ digitization of library books","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Purchase of Books of Twenty (20) HSS/High School/GSSS, Schools of District Una located in Urban and Rural areas","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","12-Feb-2026","1888060"
"52","Normal/Others","WS/MP078/2024-2025/115442-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Ambulance Road from Pakki Babdi Sadak to Jamrech Village, G.P. Chalog, Dev. Block Tutu, District Shimla (H.P.) (Executing Agency, BDO Tutu)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","13-May-2026","200000"
"53","Normal/Others","WS/MP078/2023-2024/25120-Construction of community centers and community halls","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Community hall at Vill Paneog G.P. Deeb Teh. Kumarsain, Dev Block Narkanda Distt. Shimla H.P. (Executive Agency, BDO Narkanda, Distt. Shimla )","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","150000"
"54","Normal/Others","WS/MP078/2023-2024/25112-Construction of public toilets and bathrooms","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Community Toilet at Vill. Chajol, G.P. kangal Teh. Kumarsain Dev. Block Narkanda Distt. Shimla H.P. (Executive Agency, BDO, Narkanda, Distt Shimla )","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","200000"
"55","Normal/Others","WS/MP078/2023-2024/25103-Development of playground","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Upgradation of Play Ground at Vill. Sharba (Badagaon) G.P. badagaon, Dev. Block narkanda, Teh. Kumarsain Distt. Shimla H.P. (Exectutive Agency BDO, Narkanda Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","Images","28-Apr-2026","150000"
"56","Normal/Others","WS/MP078/2023-2024/13408-Street lights","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Installation & Fixing of 15 Nos of solar Lights in harijan Basti of Villages list uploded","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","250000"
"57","Normal/Others","WS/MP078/2023-2024/25122-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Pucca path from Vill. Baneog to Panchayat Ghar janjeli, G. P. Janjeli, Teh. Kumarsain Dev. Block Narkanda Distt. Shimla H.P. (Executive Agancy, BDO Narkanda, Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","150000"
"58","Normal/Others","WS/MP078/2023-2024/25154-Construction of rooms and halls in school and colleges","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Construction of rooms in sarsawati Vidhya Mandir SSS Kumharsain Dev. Block Narkanda Distt. Shimla H.P. (Executiing Agency BDO Narkanda, Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","300000"
"59","Normal/Others","WS/MP078/2023-2024/25155-Construction of public toilets and bathrooms","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Construction of Public Toilets in Saraswati Vidhya Mandir SSS Kumharsain Dev. Block Narkanda Distt. Shimla H.P. (Executiing Agency BDO Narkanda, Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","200000"
"60","Normal/Others","WS/MP078/2023-2024/25131-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","C/o Pucca Path in Harijan Basti jelthi, G. P. Khaneti, Dev. Block Narkanda Distt. Shimla H.P.(Executiing Agency, BDO, Narkanda, Distt. Shimla)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","28-Apr-2026","100000"
