"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"25","Normal/Others","WS/MP840/2024-2025/109231-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Bibipur Thanda/ Dichpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"26","Normal/Others","WS/MP840/2024-2025/109229-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Vesli Nagar Thanda/ Dichpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"27","Normal/Others","WS/MP840/2024-2025/109227-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Mittapally Thanda/ Dichpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"28","Normal/Others","WS/MP840/2024-2025/109221-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Doosgaon Thanda/ Dichpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"29","Normal/Others","WS/MP840/2024-2025/109204-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Yellammakunta Thanda/ Mugpal; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"30","Normal/Others","WS/MP840/2024-2025/109199-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Sardar Thanda (Badsi)/ Mugpal; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"31","Normal/Others","WS/MP840/2024-2025/109197-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Amrabad Thanda/ Mugpal;  District : Nizamabad","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"32","Normal/Others","WS/MP840/2024-2025/109190-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Bhairapur Thanda/ Mugpal; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"33","Normal/Others","WS/MP840/2024-2025/109148-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Dharmaram Thanda/ Nizamabad Rural; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"34","Normal/Others","WS/MP840/2024-2025/109144-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Malkapur Thanda/ Nizamabad Rural; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2024","150000"
"35","Normal/Others","WS/MP840/2024-2025/109273-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Maddul Thanda/ Dharpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","06-Aug-2024","150000"
"36","Normal/Others","WS/MP840/2023-2024/87035-Construction of rooms and halls in school and colleges","Andhra Pradesh","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Construction of a dining hall at GOVERNMENT HIGH SCHOOL","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","13-Feb-2025","2349768"
"37","Normal/Others","WS/MP840/2024-2025/109225-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Sampally Thanda/ Dichpally; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2024","150000"
"38","Normal/Others","WS/MP840/2024-2025/155328-Construction of community centers and community halls","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Construction of Community Hall 1st Floor balance work near Datta Temple at Panchadevupad(V) of Makthal(M) of Narayanpet District","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Dec-2024","3000000"
"39","Normal/Others","WS/MP840/2024-2025/155334-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Laying of CC Roads, Construction of drains at Ward No.13","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","29-Dec-2024","1000000"
"40","Normal/Others","WS/MP840/2024-2025/155332-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Laying of CC Roads, Construction of drains at Ward No.2 at Makthal Muncipality","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","29-Dec-2024","1000000"
"41","Normal/Others","WS/MP840/2024-2025/109187-Street lights","Andhra Pradesh","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Providing LED High Mast Lighting at the location given below:  GP/Village/Mandal : Mudakpally Gudi Thanda/ Mugpal; District : Nizamabad;","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","06-Jan-2025","150000"
"42","Normal/Others","WS/MP840/2024-2025/105499-Construction of public libraries and reading rooms","Andhra Pradesh","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","Construction of Reference Section(Or Reading room) at  branch library, Kovvuru.","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","21-Jan-2026","5089367"
"43","Normal/Others","WS/MP840/2024-2025/134669-Construction of rooms and halls in school and colleges","Andhra Pradesh","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Construction of new classrooms ,science laboratories, washrooms and a computer lab","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","2496408"
"44","Normal/Others","WS/MP840/2025-2026/155333-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Laying of CC Roads, Construction of drains at Ward No.8","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","03-Jul-2025","1426219"
"45","Trust and Society","WS/MP840/2025-2026/157130-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Andhra Pradesh","NTR(DISTRICT COLLECTOR NTR_IDA)","Implementation of Breast Cancer Screening (BCS) tools to provide accessible ,early stage cancer detection.","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","07-May-2025","5000000"
"46","Normal/Others","WS/MP840/2023-2024/87025-Construction of community centers and community halls","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Construction of 2nd floor of Community Hall at Datta Temple in Panchadevepad village, Makthal Mandal, Narayanpet District","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","4956433"
"47","Normal/Others","WS/MP840/2024-2025/159540-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Construction of Roads and Drainage at SC peta main road from river bund ramp to toward panchayat office in vaddiparu","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2025","4463588"
"48","Normal/Others","WS/MP840/2023-2024/87030-Construction of community centers and community halls","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Construction of balance work of 2nd floor of Community Hall at Datta Temple in Panchadevepad village, Makthal Mandal, Narayanpet District","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","4955914"
"49","Normal/Others","WS/MP840/2024-2025/180390-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT Road from Amalapuram Bobbarlanka road to vakalapudi Suribabu field at Vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"50","Normal/Others","WS/MP840/2024-2025/180393-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from vakalapudi suribabu field to Ayinam Satyanarayana field at vaddipattu V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"51","Normal/Others","WS/MP840/2024-2025/180398-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from Ayinam satyanarayana field to vakalapudi suribabu field at vaddiparru V of atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"52","Normal/Others","WS/MP840/2024-2025/180400-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from vakalapudi suribabu field to Jujjavarapu Umashankar ji field at vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499264"
"53","Normal/Others","WS/MP840/2024-2025/180403-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from Jujjavarapu Umashankar ji field to vakalapudi janaki ramana field at vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"54","Normal/Others","WS/MP840/2024-2025/180407-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from vakalapudi Janaki ramana field to Jujjavarapu Prakasam field at vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"55","Normal/Others","WS/MP840/2024-2025/180411-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from Jujjavarapu prakasam field to Ane Satyanarayana field at vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"56","Normal/Others","WS/MP840/2024-2025/180414-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT Road from Ane satyanarayana field to Prattipati Sattiyya field at vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"57","Normal/Others","WS/MP840/2024-2025/180416-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from Prattipati Sattiyya field to Prattipati Satyanarayana field at Vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"58","Normal/Others","WS/MP840/2024-2025/180417-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Providing BT road from Prattipati satyanaarayan field to Yetigattu in Rajakapeta at vaddiparru V of Atreyapuram M","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","499263"
"59","Normal/Others","WS/MP840/2025-2026/206216-Construction of community centers and community halls","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Providing Flooring to Datta temple community hall in panchadevpad","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","995162"
"60","Normal/Others","WS/MP840/2025-2026/206212-Construction of community centers and community halls","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Providing painting to Datta temple community hall in panchadevpad","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","998347"
"61","Normal/Others","WS/MP840/2025-2026/206132-Providing supply pipelines for drinking water","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Providing Electrification  and sanitation to Datta temple community hall in panchadevpad","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","998314"
"62","Normal/Others","WS/MP840/2025-2026/206219-Construction of culverts and bridges","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Construction culvert near Nalagundlu or RF sangambanda to Madwar in Sangambanda village of Makthal mandal","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","07-Nov-2025","498749"
"63","Normal/Others","WS/MP840/2025-2026/206225-Construction of rainwater harvesting structures","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Construction of Underground drainage from Edigi Hanumanthu house to Telugu balaiah plot in katrevpalle village of Makthal mandal","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","18-Nov-2025","499316"
"64","Normal/Others","WS/MP840/2025-2026/206217-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Construction of link road from Sangambanda to Madwar in sangambanda village of makthal mandal","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","19-Nov-2025","494912"
"65","Normal/Others","WS/MP840/2025-2026/211758-Street lights","Andhra Pradesh","MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3)","Erection of High Mast with Led Flood lights","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","02-Jan-2026","249883"
"66","Normal/Others","WS/MP840/2025-2026/211750-Street lights","Andhra Pradesh","MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3)","Erection of High mast with LED Flood lights","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","03-Jan-2026","249883"
"67","Normal/Others","WS/MP840/2025-2026/211754-Street lights","Andhra Pradesh","MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3)","Erection of High mast with Led flood lights","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","03-Jan-2026","249883"
"68","Normal/Others","WS/MP840/2025-2026/211753-Street lights","Andhra Pradesh","MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3)","Erection of High mast with Led flood Lights","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","05-Jan-2026","249883"
"69","Normal/Others","WS/MP840/2025-2026/242710-Purchase of hospital equipment","Andhra Pradesh","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","Procurement of a Dedicated Cancer Screening and Palliative Care Vehicle","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","11-Mar-2026","2500000"
"70","Repair and Renovation","WS/MP840/2025-2026/195451-Construction of community centers and community halls","Andhra Pradesh","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Providing infrastructure facilities and Renovation to PR sub division at Makthal","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","20-Feb-2026","499368"
"71","Normal/Others","WS/MP840/2025-2026/189537-Purchase of non-conventional energy system and devices for community use","Andhra Pradesh","GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA)","Solar Energy System installation at Sri Patibandla Sitaramaiah High School at Lakshmipuram Main road,Guntur District","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","18-Mar-2026","5000000"
"72","Normal/Others","WS/MP840/2025-2026/195442-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","CC Road at ST  colont Hindu burial ground East gate to 6th canal of challapalli Village","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","09-Apr-2026","555815"
"73","Normal/Others","WS/MP840/2025-2026/195432-Construction of boundary walls of existing public and community buildings","Andhra Pradesh","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Construction of compound wall at South side of dumping yard from Tharigopula Pranganam gate to summer BIT 1-BIT6","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","N/A","10-Apr-2026","2274612"
