"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"38","Normal/Others","NA-Construction of rooms and halls in school and colleges","Rajasthan","BARMER(DISTRICT COLLECTOR BARMER_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","Room construction work in Rawana Rajput Girls Hostel","15-Sep-2025","600000","NA"
"39","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","BARMER(DISTRICT COLLECTOR BARMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","Construction of Interlocking Road from Gravel Road to Mittusingh ke Vaas.Village-Nohdiyala, Gram Panchayat - Kabdaala, Panchayat Samiti - Gadra Road, District Barmer","23-May-2026","1000000","NA"
"40","Normal/Others","WS/MP146/2024-2025/137771-Construction of buildings for sports facilities","Rajasthan","KOTA(DISTRICT COLLECTOR KOTA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of Khel (Sports) Sankalp  at Jai Minesh Adivasi (JMA) University, Ward No.9, Kota South, Rajasthan","31-Aug-2024","2000000","24-Oct-2024"
"41","Normal/Others","WS/MP147/2024-2025/134090-Construction of buildings for sports facilities","Rajasthan","KOTA(DISTRICT COLLECTOR KOTA_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","For construction of sports complex in Jai Meenesh Tribal University, Ranpur Kota.","24-Jul-2024","2500000","24-Oct-2024"
"42","Normal/Others","WS/MP18295/2026-2027/283135-Improvement of electricity distribution infrastructure","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","Construction work for shifting the 33 KV electricity line passing in front of the premises of Namdev Public School, Jasnagar to another location. Executive Engineer, Ajmer Vidyut Vitran Limited Merta City District Nagaur","23-May-2026","454305","24-Jul-2026"
"43","Normal/Others","WS/MP147/2025-2026/213134-Lighting of public spaces","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","For installing two high mask lights in Village Panchayat Kheenvsar","27-Jun-2025","999850","28-Aug-2025"
"44","Normal/Others","WS/MP147/2025-2026/255059-Fitting of Sitting RCC Benches in Public Places","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","To install permanent cement chairs for sitting at public places in Gram Panchayat Khinvsar.","22-Dec-2025","998600","13-Mar-2026"
"45","Normal/Others","WS/MP147/2024-2025/98066-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","For construction work of CC block in Hanumanpura locality of Kadvo ka mohalla","06-Feb-2024","998366","07-Dec-2024"
"46","Normal/Others","WS/MP145/2025-2026/255440-Construction of public toilets and bathrooms","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","Panchayat Samiti Mundawa Ki Gram Panchayat Rupathal ke Gram Jhunjhala me Sulabh Sauchalay Nirman kary","24-Dec-2025","1000000","06-Feb-2026"
"47","Normal/Others","WS/MP146/2024-2025/11893-Construction of rooms and halls in school and colleges","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of 4 class rooms at Government Higher Secondary School, Gram Panchayat Dasana Khurd, P.S./Block Molasar, Nagaur","21-Aug-2023","2000000","12-Dec-2024"
"48","Normal/Others","WS/MP18295/2025-2026/204830-Construction of rooms and halls in school and colleges","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","Construction of Two Rooms with Veranda at Shahid Rugaram Bhadu Rajkiya Uchchatar Madhyamik Vidyalaya in Raidenu, Gram Panchayat Raidenu, Panchayat Samiti Nagaur, District Nagaur","29-May-2025","1000000","09-Oct-2025"
"49","Normal/Others","NA-Construction of rooms and halls in school and colleges","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of 2 Class Rooms cum Baranda in Shaheed Rudharam Bhadu Govt. Higher Secondary School in Gram Potaliya Manjara, Gram Panchayat Raidhanu, P.S. Block Nagaur, Dist. Nagaur","26-Jun-2026","1200000","NA"
"50","Normal/Others","WS/MP146/2024-2025/137783-Construction of rooms and halls in school and colleges","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of 2 Class Rooms in Shaheed Rudharam Bhadu Govt. Higher Secondary School, Potaliya Manjara, Gram Panchayat Raidhanu, Nagaur","02-Sep-2024","1998264","08-Dec-2024"
"51","Normal/Others","WS/MP147/2024-2025/135385-Construction of rooms and halls in school and colleges","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","For construction of a classroom with verandah in Shaheed Rudharam Bhadu Government Higher Secondary School, Potaliya Manjra.","11-Aug-2024","999385","08-Dec-2024"
"52","Normal/Others","WS/MP146/2024-2025/12655-Construction of rooms and halls in school and colleges","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of Class Rooms at Government Higher/Primary School Trisangia at Gram Panchayat Sargoth Padampura, Kuchaman City, Nagaur","24-Aug-2023","999390","04-Oct-2024"
"53","Normal/Others","WS/MP146/2024-2025/11244-Construction of rooms and halls in school and colleges","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of 4 Class Rooms at Government Higher Secondary School, Nawan Shahar, Block Nawa, Dist. Nagaur","19-Aug-2023","2208899","04-Dec-2024"
"54","Normal/Others","WS/MP147/2025-2026/255058-Providing CCTV camera system for security of public areas","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","For installing CCTV cameras in Gram Panchayat Keenvsar.","22-Dec-2025","990000","13-Mar-2026"
"55","Normal/Others","WS/MP18298/2025-2026/227896-Construction of community centers and community halls","Rajasthan","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","For construction of community building in the huts of Ram Singh Rajput Rajputs and Nayak in Godan village","20-Aug-2025","1000000","19-Feb-2026"
"56","Trust and Society","WS/MP18285/2025-2026/158600-Construction of public libraries and reading rooms","Rajasthan","UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","Reading Room (under Shri Vishwa Hindu Parishad, Sharma Hostel, Subhash Nagar, in front of BN College, Udaipur","19-Jan-2025","500000","02-Feb-2026"
"57","Normal/Others","NA-Construction of buildings for community cultural activities","Rajasthan","UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","Construction work for a community cultural building","10-Aug-2026","1500000","NA"
"58","Normal/Others","WS/MP18285/2026-2027/247334-Purchase of books and periodicals for libraries/digitization of library books","Rajasthan","UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","Regarding providing books for the students of the area for knowledge skill personality development and preparation for competitive exams, as per the details mentioned in the attached annexure at the government higher secondary and government upper primary schools of Block Kherwara the district of Udaipur","10-Nov-2025","1020000","18-May-2026"
"59","Normal/Others","NA-Purchase of books and periodicals for libraries/digitization of library books","Rajasthan","UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","Purchasing multipurpose books in government schools","25-May-2026","5000000","NA"
"60","Normal/Others","WS/MP18285/2024-2025/156279-Purchase of books and periodicals for libraries/digitization of library books","Rajasthan","UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","Purchasing multi-purpose books in government schools (District Education Officer Secondary (Headquarters) Udaipur)","01-Dec-2024","4500000","30-Jan-2025"
"61","Normal/Others","NA-Construction of buildings for crèches and anganwadies","Rajasthan","UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","Construction of a dome at the premises of Government Higher Secondary School, Bilakh Kikawat, Block Rishabhdeo, District Udaipur","18-Jun-2026","1000000","NA"
"62","Normal/Others","NA-Installing tube-wells and borewells","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","Installing solar-powered tube wells in public places in the village of Siddha Baba Ka Guwada, Post Office, Rehdia, Tehsil Baswa, District Dausa","27-Feb-2026","500000","NA"
"63","Normal/Others","WS/MP146/2024-2025/146675-Construction of rooms and halls in school and colleges","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of 2 rooms in Govt. Higher Secondary School at Mishron ki Dhani, Gram Jaun, Gram Panchayat Dharanwas, P.S.  Nangal Rajawatan, Dist. Dausa","11-Oct-2024","1000000","05-Jan-2025"
"64","Normal/Others","WS/MP146/2025-2026/258593-Installing hand pumps","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Installation of Ekal Bindu (Pumpset) with Tinshade beautification at Cremenation Ground Darjapur in Gram Panchayat Theekariya, P.S. Sikrai, Dist. Dausa","10-Jan-2026","513928","18-Mar-2026"
"65","Normal/Others","WS/MP147/2025-2026/252378-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","For the construction of CC interlocking","06-Dec-2025","500000","16-Jan-2026"
"66","Normal/Others","WS/MP147/2025-2026/254798-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","For the construction of CC interlocking","19-Dec-2025","500000","16-Jan-2026"
"67","Normal/Others","WS/MP146/2026-2027/285161-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of Tiles Road from Gothwal Dhani towards Purane Kuen (Old well) in Vill. Dharanwas, Gram Panchayat Dharanwas, P.S. Nangal Rajawatan, Dist. Dausa","13-Jun-2026","1499853","30-Jul-2026"
"68","Normal/Others","WS/MP146/2025-2026/258498-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","C.C. Road cum sever (drain) from the house of Chhote Lal Jogi towards Bairwa Mohalla, Gram Pundarpura, P.S. Baijupara, Dist. Dausa","10-Jan-2026","1500000","09-Feb-2026"
"69","Normal/Others","WS/MP146/2025-2026/258592-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of Interlocking Road from Rajput ki Dhani to Cremenation Ground Sultanpur in Gram Panchayat Theekariya, P.S. Sikrai, Dist. Dausa","10-Jan-2026","599817","09-Feb-2026"
"70","Normal/Others","WS/MP146/2025-2026/258594-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of Interlocking Road towards the house of Hansa in Kheda Paharpur in Gram Panchayat Theekariya, P.S. Sikrai, Dist. Dausa","10-Jan-2026","299941","09-Feb-2026"
"71","Normal/Others","WS/MP146/2025-2026/268870-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of C.C. Interlocking Road from Dabalya Mahadar house towards Shyana Mahavar house, Village Anantwara, Bandiqui, Dist. Dausa","17-Feb-2026","500000","13-Mar-2026"
"72","Normal/Others","WS/MP146/2025-2026/268871-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of C.C. Interlocking Road from Ganga Mata Temple towards the house of Jeevan Prajapat, Village Anantwara, Bandiqui, Dist. Dausa","17-Feb-2026","500000","13-Mar-2026"
