"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"31","Normal/Others","WS/MP18282/2024-2025/141776-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of boundary wall along forest Check Post Samsing","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","299689"
"32","Normal/Others","WS/MP18282/2024-2025/136761-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Protective work at Parkha Junior High School Building","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","749373"
"33","Normal/Others","WS/MP18282/2024-2025/136885-Providing drains and gutters for public drainage","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Drainage and gutter system around BDO Office Complex Parkha","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","299734"
"34","Normal/Others","WS/MP18282/2024-2025/137623-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Protective work to the School ground of Tokchi Primary School","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","599225"
"35","Normal/Others","WS/MP18282/2024-2025/137366-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Protective Wall to the adjacent land and lawn of animal husbandary office, Zeeling","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","948936"
"36","Normal/Others","WS/MP18282/2024-2025/137752-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of the Protective wall at Rural Development Office Parking Area.","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","299215"
"37","Normal/Others","WS/MP18282/2024-2025/136634-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Protective work at the Office of Assiatnt Engineer, Road and Bridge Department","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","349681"
"38","Normal/Others","WS/MP18282/2024-2025/144729-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Boundary Wall between Ekalavya Memorial Residential School, parkha at Bageswari ward","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","19-Nov-2024","299790"
"39","Normal/Others","WS/MP18282/2024-2025/141774-Construction of boundary walls of existing public and community buildings","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","Construction of boundry wall along Burtuk Secondary School and Public holding under GMC","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Dec-2024","299111"
"40","Normal/Others","WS/MP18282/2024-2025/137745-Construction of boundary walls of existing public and community buildings","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","Construction of Protective Wall below the Gnatahng Primary School Building","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Dec-2024","299481"
"41","Repair and Renovation","WS/MP18282/2024-2025/149168-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Painting and Minor renovations of Primary Health Center, Pakyong","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","298734"
"42","Normal/Others","WS/MP18282/2024-2025/137757-Construction of boundary walls of existing public and community buildings","Sikkim","Soreng(DISTRICT COLLECTOR SORENG_IDA)","Construction of boundary wall between the land of PWD Office, Rinchenpong , Soreng District and Private Holding","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","Images","09-Jan-2025","246595"
"43","Normal/Others","WS/MP18282/2024-2025/150018-Development of playfields and sports grounds","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Archery Field (Sport Complex at Karthok under Pakyong District","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","10-Jan-2025","1797353"
"44","Normal/Others","WS/MP18282/2024-2025/136559-Construction of boundary walls of existing public and community buildings","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","Construction of protection wall at land slides zone along the PWD Road at Lower Sichey","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Nov-2025","4499685"
"45","Normal/Others","WS/MP18282/2024-2025/137737-Construction of boundary walls of existing public and community buildings","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","construction of protection Wall at end Point of Adampool Raod, Khelgaon Complex","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Nov-2025","4499977"
"46","Normal/Others","WS/MP18282/2024-2025/137744-Providing drains and gutters for public drainage","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","Construction of the drains and gutter for public drainage at Gnathang Bazar","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","499669"
"47","Normal/Others","WS/MP18282/2024-2025/137624-Construction of boundary walls of existing public and community buildings","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","Protective wall to the School ground of Chuja Primary School","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","18-Mar-2025","449616"
"48","Normal/Others","WS/MP18282/2024-2025/150019-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Boundary Wall near Lossing primary School","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","19-Mar-2025","998425"
"49","Normal/Others","WS/MP18282/2024-2025/157889-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Boundary wall near Dalapchand Sec School","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","20-Mar-2025","937863"
"50","Normal/Others","WS/MP18282/2024-2025/157888-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of boundary wall near barapathing Sec School","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","20-Mar-2025","2997906"
"51","Normal/Others","WS/MP18282/2024-2025/157893-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Boundary Wall near Agriculture /Horticulture office, Linkey","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","20-Mar-2025","399171"
"52","Normal/Others","WS/MP18282/2024-2025/150016-Providing drains and gutters for public drainage","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Gutter System at Primary health Center Pakyong","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","25-Mar-2025","1499501"
"53","Normal/Others","WS/MP18282/2025-2026/141779-Construction of boundary walls of existing public and community buildings","Sikkim","Gyalshing(DISTRICT COLLECTOR GYALSHING_IDA)","Construction of Boundary Wall  between Government Tourism, Guest House, Yaksum  and Private Holding, West Sikkim","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","19-Jul-2025","294781"
"54","Normal/Others","WS/MP18282/2024-2025/137759-Construction of boundary walls of existing public and community buildings","Sikkim","Mangan(DISTRICT COLLECTOR MANGAN_IDA)","Construction of boundary wall between the River Tungdung Kyong and PWD Road, North Sikkim","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","Images","13-Jun-2025","248423"
"55","Normal/Others","WS/MP18282/2025-2026/191303-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Richu Khola Below PMGSY Road, Linkey Village","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","05-Jul-2025","449528"
"56","Normal/Others","WS/MP18282/2025-2026/191304-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Richu Khola below Crenmatorium,","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","05-Jul-2025","449864"
"57","Normal/Others","WS/MP18282/2025-2026/192722-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Lapthang Kholsa","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","05-Jul-2025","999401"
"58","Normal/Others","WS/MP18282/2025-2026/192723-Development of playfields and sports grounds","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Development of Play Fields and Sports Ground at Pachey Samsing","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","05-Jul-2025","599629"
"59","Normal/Others","WS/MP18282/2025-2026/192773-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Safung Khola at Safun Village","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","05-Jul-2025","999256"
"60","Normal/Others","WS/MP18282/2025-2026/192774-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Chalisey Dhara Kholsa","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","07-Jul-2025","899566"
"61","Normal/Others","WS/MP18282/2025-2026/197771-Construction of public irrigation facilities","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Public irrigation Facilities at Zeeling","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","07-Jul-2025","299619"
"62","Normal/Others","WS/MP18282/2025-2026/191306-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Dhevithan Kholcha, Upper Aho","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","07-Jul-2025","3999998"
"63","Normal/Others","WS/MP18282/2025-2026/137755-Lighting of public spaces","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Providing Power supply to newly constructed water tower and street light in approach footpath at Pradhan gaon, urpindara Aritar, Pakyong District","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","21-Jul-2025","982037"
"64","Normal/Others","WS/MP18282/2025-2026/150017-Providing drains and gutters for public drainage","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Gutter System at Primary Health Center","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","25-Jul-2025","393557"
"65","Normal/Others","WS/MP18282/2025-2026/191305-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Naray Khola below Pakyong-Barapthing PWD Road of Pakyong District","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","06-Aug-2025","3998289"
"66","Normal/Others","WS/MP18282/2025-2026/206326-Setting up of farmers’ training and assistance centers","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Setting of frarmers training assistance Centers","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","14-Aug-2025","498782"
"67","Normal/Others","WS/MP18282/2025-2026/225043-Construction of boundary walls of existing public and community buildings","Sikkim","Soreng(DISTRICT COLLECTOR SORENG_IDA)","Construction of boundary wall near Government Dagbungalow, Rinchenpong","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","Images","26-Sep-2025","997692"
"68","Normal/Others","WS/MP18282/2025-2026/202361-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Rangpo River at Lossing Ward","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","899651"
"69","Normal/Others","WS/MP18282/2025-2026/202370-Construction of public irrigation facilities","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Public Irrigation facilities at Bageswari Thekabong","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","399526"
"70","Normal/Others","WS/MP18282/2025-2026/206324-Construction of boundary walls of existing public and community buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Boundary Wall between Forest Land and Monasteric School Machong, Pakyong District","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","499501"
"71","Normal/Others","WS/MP18282/2025-2026/202359-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flood Control Embankments at Richu River at Gangyap Ward","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","699551"
"72","Normal/Others","WS/MP18282/2025-2026/202365-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Flodd Control Embankments at Menchu Jhora","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","499507"
"73","Normal/Others","WS/MP18282/2025-2026/202369-Construction of public irrigation facilities","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Public Irrigation Facilities at Lapthang","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","1299430"
"74","Normal/Others","WS/MP18282/2025-2026/202366-Construction of public irrigation facilities","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Public Irrigation Facilities at Ratakhola under Safung Ward","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","1499484"
"75","Normal/Others","WS/MP18282/2025-2026/194158-Construction of public libraries and reading rooms","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Construction of Public Libraries and reading room at Phirpheray","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","11-Sep-2025","249607"
"76","Normal/Others","WS/MP18282/2025-2026/192777-Retrofitting in essential lifeline buildings","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Retrofitting in Essential Lifeline building BDO Office Parkha","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","23-Sep-2025","499370"
"77","Normal/Others","WS/MP18282/2025-2026/192717-Tree plantation for community","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Plantation of tress for community of Latuk -Thek","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","24-Sep-2025","1199816"
"78","Normal/Others","WS/MP18282/2025-2026/192718-Tree plantation for community","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Tree Plantation for the communities of Barapathing at kapchung Compartment Barapathing RF","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","24-Sep-2025","3999893"
"79","Normal/Others","WS/MP18282/2025-2026/192733-Tree plantation for community","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Tree Plantation for the communities of Machong at Barapathing RF machong part","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","24-Sep-2025","1999823"
"80","Normal/Others","WS/MP18282/2025-2026/192728-Tree plantation for community","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Tree Plantation for the communities of Safung Tribal Village","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","24-Sep-2025","3999793"
"81","Normal/Others","WS/MP18282/2025-2026/192719-Tree plantation for community","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Tree Plantation for the communities of Thekabong at Deorali Compartment 03 Parkha RF","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","24-Sep-2025","2699857"
"82","Normal/Others","WS/MP18282/2025-2026/192720-Tree plantation for community","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Tree Plantation for the communities of Parkha at Deorali Compartment 04 Parkha RF","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","N/A","24-Sep-2025","1499845"
"83","Normal/Others","WS/MP18282/2025-2026/200129-Setting up of kitchen and pantries","Sikkim","Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA)","Setting up of Kitchen and Pantries at Sang Monastic School","Shri Dorjee Tshering Lepcha (2024-30) (NaN-NaN)","Elected MP","Images","29-Jan-2026","997143"
