"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"11","Normal/Others","WS/MP103/2023-2024/34535-Installation of fixed garden gym equipment","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Installation of Fixed Gym Equipment at Kasturba Gandhi Girls Hostel (9-12)Mhow Tehsil Indore MP","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","17-Feb-2024","696867"
"12","Normal/Others","WS/MP103/2023-2024/34534-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","SEHORE(DISTRICT COLLECTOR SEHORE_IDA)","Construction of CC Road at Village Magarda Janpad Sehore Dist. Sehore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","12-May-2026","1500000"
"13","Normal/Others","WS/MP103/2023-2024/34556-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Construction of CC Road at Harijan basti Village Borali , Badnawar Dist Dhar (MP)","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","10-Sep-2025","700000"
"14","Normal/Others","WS/MP103/2023-2024/34555-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Construction of CC Road at Harijan Basti of Village Borali , Badnawar Distn Dhar (MP)","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","10-Sep-2025","698653"
"15","Normal/Others","WS/MP103/2023-2024/31332-Construction of community centers and community halls","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Construction of Community center in  Indira Avas Colony (Harijan Basti), Gram Ambachandan, Mhow district Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","13-Jan-2025","1599999"
"16","Normal/Others","WS/MP103/2023-2024/34203-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Constructions of CC Road at Harijan Basti of Dhrampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","11-Feb-2025","989050"
"17","Normal/Others","WS/MP103/2023-2024/99363-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyres 900x20. Gram Panchayat Pipliya, Mhow, Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"18","Normal/Others","WS/MP103/2023-2024/99362-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyere 900x20. Gram Panchayat Rampuriyakadwali , Mhow Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"19","Normal/Others","WS/MP103/2023-2024/99361-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyere 900x20. Gram Panchyat Kuwali , Mhow Dist Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"20","Normal/Others","WS/MP103/2023-2024/99360-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyer 900x20. Gram Panchayat Ambada , Mhow Dist Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"21","Normal/Others","WS/MP103/2023-2024/99359-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyere 900x20.Gram panchayat Hrniya khedi Mhow Dist. Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"22","Normal/Others","WS/MP103/2023-2024/99401-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyre 900x20. Gram Panchayat  rajpura kuti  JP Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"23","Normal/Others","WS/MP103/2023-2024/99403-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyere 900x20.Gram Panchyat Kulthana.  Mhow Dist. Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"24","Normal/Others","WS/MP103/2023-2024/99409-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyre 900x20. Gram Panchayat Sonway, Tehsil Rau, Dist. Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"25","Normal/Others","WS/MP103/2023-2024/99412-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyere 900x20. Gram Panchayat Akawi Teh. Mhow Dist. Indore (MP)","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"26","Normal/Others","WS/MP103/2023-2024/99417-Purchase of mobile water tankers","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Water tanker 5000 Lts.GI coated with fire fighter pump , tyere 900x20. Gram Panchayat Solsinda, Teh. Sawer, Dist. Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2024","205054"
"27","Normal/Others","WS/MP103/2023-2024/27625-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Approach Road from Sitalamata Road to Nanuraam House, Janpad Panchyat MHOW Gram Panchayat   Rampuriya Khurd, Distt Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","13-Jan-2025","999000"
"28","Normal/Others","WS/MP103/2023-2024/34204-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Const. of CC Road at Village Amlikheda, Harijan Basti Block Sanwer , Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","11-Jun-2025","989638"
"29","Normal/Others","WS/MP103/2023-2024/34205-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Const.of CC Road at Village Kattkya Teh. Sawer Dist Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","11-Feb-2025","989758"
"30","Normal/Others","WS/MP103/2023-2024/34682-Construction of community centers and community halls","Madhya Pradesh","CHHATARPUR(District Collector Chhatarpur_IDA)","Construction of Community Building in Gram Chodakhere Gram Panchayat Khajwa  Block - Rajnagar District Chhatrpur","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","16-Feb-2026","2000000"
"31","Normal/Others","WS/MP103/2023-2024/34536-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Construction  CC Road at Grampanchayat Bhatkhedi Tehsil Mhow Dist. Indore (MP)","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","10-Oct-2025","799940"
"32","Normal/Others","WS/MP103/2023-2024/34529-Construction of additional rooms and halls in the existing public and community building","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","construction of additional room in samudaiyk bhawa at JamKhurd tehsil Mhow Distl Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","14-Mar-2026","500000"
"33","Normal/Others","WS/MP103/2023-2024/34530-Construction of community centers and community halls","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Construction of Samudayik Bhawan  at Village Khurdi Teh.Mhow Dist. Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","09-Jan-2026","1169664"
"34","Normal/Others","WS/MP103/2023-2024/80990-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter with Fire Fighter PUMP in  Gram Panchayat Khalghat  Block  Dharampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"35","Normal/Others","WS/MP103/2023-2024/80989-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in GP Bikhron Block Dharampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"36","Normal/Others","WS/MP103/2023-2024/80988-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter  With Fire Fighter PUMP inGram Panchayat Nimbola Block Dharampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"37","Normal/Others","WS/MP103/2023-2024/80987-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in Gram Panchayat Bedwapura Block nalchha","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"38","Normal/Others","WS/MP103/2023-2024/80986-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in Gram Panchayat talwadaBlock nalchha","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"39","Normal/Others","WS/MP103/2023-2024/80985-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in  Gram Panchayat bagdi Block nalchha","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"40","Normal/Others","WS/MP103/2023-2024/80984-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in Gram Panchayat nalchha Block nalchha","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"41","Normal/Others","WS/MP103/2023-2024/80991-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in Gram Panchayat Gujri Block Dharampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"42","Normal/Others","WS/MP103/2023-2024/80997-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter with Fire fighter PUMP in Gram Panchayat Aali Block Nalchha","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"43","Normal/Others","WS/MP103/2023-2024/80996-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in Gram Panchayat Ghatgara Block Badnawar","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"44","Normal/Others","WS/MP103/2023-2024/80995-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter With Fire Fighter PUMP in Gram Panchayat Asukhedi Block Nalchha","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"45","Normal/Others","WS/MP103/2023-2024/80994-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter  with Fire Fighter PUMP in Gram Panchayat Sundrel Block  Dharampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"46","Normal/Others","WS/MP103/2023-2024/80993-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter with Fire Fighter PUMP in Gram Panchayat Dhapla Block  Dharampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"47","Normal/Others","WS/MP103/2023-2024/80992-Purchase of mobile water tankers","Madhya Pradesh","DHAR(DISTRICT COLLECTOR DHAR_IDA)","Water tanker capacity 5000 Liter with Fire Fighter PUMP in Gram Panchayat Chikatyabad Block Dharampuri","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","28-Jun-2024","205000"
"48","Normal/Others","WS/MP103/2023-2024/34683-Construction of community centers and community halls","Madhya Pradesh","CHHATARPUR(District Collector Chhatarpur_IDA)","Construction of Community Building in Gram Bairagya Pukhari  Block - Chandla District Chhatrpur","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","23-Jan-2026","2000000"
"49","Normal/Others","WS/MP103/2023-2024/115004-Construction of footpaths and pedestrian ways","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Work of installing pavers blocks on the road from Khurdi Chowk to water canal via school building in GP KHURDI  Block Mhow  District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","10-Oct-2025","495066"
"50","Normal/Others","WS/MP103/2023-2024/97472-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Kaytah JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"51","Normal/Others","WS/MP103/2023-2024/97471-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Khapra JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"52","Normal/Others","WS/MP103/2023-2024/97470-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Karanj JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"53","Normal/Others","WS/MP103/2023-2024/97469-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Raipura JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"54","Normal/Others","WS/MP103/2023-2024/97468-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Kanardi JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"55","Normal/Others","WS/MP103/2023-2024/97467-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Kapeli JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"56","Normal/Others","WS/MP103/2023-2024/97466-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Kachnariya District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"57","Normal/Others","WS/MP103/2023-2024/97481-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP 	GP Amarpura JP Ghatiya District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"58","Normal/Others","WS/MP103/2023-2024/97480-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP kharsodkalan JP Badnagar District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"59","Normal/Others","WS/MP103/2023-2024/97479-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP  kharsodkhurd JP Badnagar District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"60","Normal/Others","WS/MP103/2023-2024/97478-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP 	GP Bormundla JP Ghatiya District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"61","Normal/Others","WS/MP103/2023-2024/97477-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Jhitarkhedi JP Ghatiya District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"62","Normal/Others","WS/MP103/2023-2024/97475-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Nawada JP Badnagar District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"63","Normal/Others","WS/MP103/2023-2024/97476-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP 	GP Molana ( Vikram Nagar) JP Badnagar District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"64","Normal/Others","WS/MP103/2023-2024/97474-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Ajdawada JP Badnagar District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"65","Normal/Others","WS/MP103/2023-2024/97473-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Tilawad JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"66","Normal/Others","WS/MP103/2023-2024/97486-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Salakhedi JP Tarana District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"67","Normal/Others","WS/MP103/2023-2024/97485-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Ghinoda JP Khachrod District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"68","Normal/Others","WS/MP103/2023-2024/97484-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP badhkummed , JP Ujjain District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"69","Normal/Others","WS/MP103/2023-2024/97483-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP piplyaragho , JP Ujjain District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"70","Normal/Others","WS/MP103/2023-2024/97482-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP 	GP Harsodan , JP Ujjain District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"71","Normal/Others","WS/MP103/2023-2024/97489-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP 	NP Makdone City Makdon District Ujjain Ward 13","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"72","Normal/Others","WS/MP103/2023-2024/97488-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP Kaluheda JP Ghatiya District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"73","Normal/Others","WS/MP103/2023-2024/97487-Purchase of mobile water tankers","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Water tanker capacity 5000 Liter Tyre 900 X 20 With Fire Fighter PUMP GP gangedi, JP Ujjain District Ujjain","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","20-Apr-2024","205054"
"74","Normal/Others","WS/MP103/2024-2025/117425-Lighting of public spaces","Madhya Pradesh","SHAJAPUR(District Collector Shajapur_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole Sthapna in GP Berchha  District  Shajapur","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","N/A","27-Dec-2024","477000"
"75","Normal/Others","WS/MP103/2023-2024/113700-Lighting of public spaces","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Solar High brid LED High Mast (Solar Street Light in ) 24 watt X4 No. 7 Meter Pole  Sthapna in  GP Gawali Palasya  Mhow District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","26-Dec-2024","476112"
