"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"16","Normal/Others","WS/MP225/2024-2025/142888-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","installation of high mask light","23-Sep-2024","496458","10-Jan-2025"
"17","Normal/Others","WS/MP225/2024-2025/142889-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","installation of high mask light","23-Sep-2024","496458","10-Jan-2025"
"18","Normal/Others","WS/MP225/2024-2025/142890-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of High Mask Solar Light","23-Sep-2024","496458","10-Jan-2025"
"19","Normal/Others","WS/MP225/2024-2025/142891-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","installation of high mask light","23-Sep-2024","496458","10-Jan-2025"
"20","Normal/Others","WS/MP225/2024-2025/142892-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","installation of high mask light","23-Sep-2024","496458","10-Jan-2025"
"21","Normal/Others","WS/MP225/2024-2025/142893-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","installation of high mask solar light in the public place","23-Sep-2024","496458","10-Jan-2025"
"22","Normal/Others","WS/MP225/2024-2025/142894-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","installation of high mask solar light in the public place","23-Sep-2024","496458","10-Jan-2025"
"23","Normal/Others","WS/MP225/2024-2025/142895-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar light in the government boys/girls hostel, Gala","23-Sep-2024","496458","10-Jan-2025"
"24","Normal/Others","WS/MP225/2024-2025/142896-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar light in the Government boys Hostel, Balajhar","23-Sep-2024","496458","10-Jan-2025"
"25","Normal/Others","WS/MP225/2024-2025/142897-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar light in the Government Pre-Matric SC/ST Boys Hostel ,Tamta","23-Sep-2024","496458","10-Jan-2025"
"26","Normal/Others","WS/MP225/2024-2025/142898-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar light in the Government Pre-Matric SC/ST Boys Hostel, Shekharpur","23-Sep-2024","496458","10-Jan-2025"
"27","Normal/Others","WS/MP225/2024-2025/142899-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar light in the Government Girls Hostel,Tamta","23-Sep-2024","496458","10-Jan-2025"
"28","Normal/Others","WS/MP225/2024-2025/143842-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar lights in Govt Pre Matric SC/ST Boys/Girls Hostel","26-Sep-2024","496458","10-Jan-2025"
"29","Normal/Others","WS/MP225/2024-2025/143843-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar lights in Govt Pre Matric SC/ST Boys/Girls Hostel","26-Sep-2024","496458","10-Jan-2025"
"30","Normal/Others","WS/MP225/2024-2025/143844-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of high mask solar lights in Govt Pre Matric SC/ST Boys/Girls Hostel","26-Sep-2024","496458","10-Jan-2025"
"31","Normal/Others","WS/MP225/2024-2025/143848-Lighting of public spaces","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of High Mask Solar Light in Mast. Yadav Bhawan Near Ward No 08.","26-Sep-2024","496458","10-Jan-2025"
"32","Normal/Others","WS/MP225/2024-2025/143845-Street lights","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of High Mask Solar Lights in the various public places","26-Sep-2024","496458","10-Jan-2025"
"33","Normal/Others","WS/MP225/2024-2025/143846-Street lights","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of High Mask Solar Lights in the various public places","26-Sep-2024","496458","10-Jan-2025"
"34","Normal/Others","WS/MP225/2024-2025/143847-Street lights","Chhattisgarh","JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Installation of High Mask Solar Light near to Rameshwar house","26-Sep-2024","496458","10-Jan-2025"
"35","Repair and Renovation","WS/MP176/2025-2026/243278-Improvement of electricity distribution infrastructure","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Electrification Work - Shifting of High tension Wires at Ward No. 06,","24-Oct-2025","600000","20-Jan-2026"
"36","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of CC Road by Cement Concreting and RCC Drain at Shivnath Complex, Supela, Bhilai, Durg, at Plot No. 20 and Plot No. 23.","06-Aug-2026","1500000","NA"
"37","Normal/Others","WS/MP225/2024-2025/144157-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of a C.C. road and drainage system from Pala Chowk to Nahar Par in the village of Jeora, situated in the Durg tehsil of Durg District.","28-Sep-2024","1000000","18-Oct-2024"
"38","Normal/Others","WS/MP225/2024-2025/144158-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of C.C. road and drainage system from Ram Awrtar Shaw to Toshan Shahu in the village of Jeora, located in the Durg tehsil of Durg District.","28-Sep-2024","1499961","18-Oct-2024"
"39","Normal/Others","WS/MP176/2025-2026/243267-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road from Main Road, the residence of Kaamta to the residence of Naveen bose at Village Batrel, Gram Panchayat Batrel, Janpad Paten","24-Oct-2025","520000","22-Dec-2025"
"40","Normal/Others","WS/MP176/2025-2026/243268-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road from ration Shop to the redence of Rattiram at Village Batrel, Gram Panchayat - Batrel","24-Oct-2025","520000","22-Dec-2025"
"41","Normal/Others","WS/MP176/2025-2026/243272-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","construction of C.C. Road at  Ward No. 16, from the residence of Panchram Raghuvanshi to Dehra Ghar","24-Oct-2025","520000","22-Dec-2025"
"42","Normal/Others","WS/MP176/2025-2026/243273-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road at Ward No. 15, from the residence of Thaan Singh Thakur to the residence of Hirdesh Satnami","24-Oct-2025","520000","22-Dec-2025"
"43","Normal/Others","WS/MP176/2025-2026/243281-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road at Village Rakhi, Gram Panchayat-Rakhi (from the residence of Nilesh Banchore till Bada Taalab)","24-Oct-2025","520000","22-Dec-2025"
"44","Normal/Others","WS/MP176/2025-2026/243283-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road from the residence of Doman Chandrakar to  the Shiv Mandir","24-Oct-2025","520000","22-Dec-2025"
"45","Normal/Others","WS/MP176/2025-2026/243284-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road from the residence of Neelmani Verma to the Shitala Mata Mandir","24-Oct-2025","580000","22-Dec-2025"
"46","Normal/Others","WS/MP176/2025-2026/243285-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road at Ward No. 06 (from the residence of Kuleshwar Thakur  to the residence of Parmanand Thakur)","24-Oct-2025","520000","22-Dec-2025"
"47","Normal/Others","WS/MP176/2025-2026/243286-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road at Ward No 02, (from the Main Road to the Residence of Santosh Yadav)","24-Oct-2025","1000000","22-Dec-2025"
"48","Normal/Others","WS/MP176/2025-2026/243305-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","construction of C.C. Road from the residence of Hira Lal to the residence of Ubheram Sahu","24-Oct-2025","520000","22-Dec-2025"
"49","Normal/Others","WS/MP176/2025-2026/243306-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C Road from Shaheed Smarak Chowk to the residence of Ashok Thakur","24-Oct-2025","520000","22-Dec-2025"
"50","Normal/Others","WS/MP176/2025-2026/243771-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road at Ward No 13, Village - Chunkatta, Gram Panchayat - Chuntakka, Sub District - Patan, District - Durg","24-Oct-2025","520000","22-Dec-2025"
"51","Normal/Others","WS/MP225/2024-2025/140116-Construction of community centers and community halls","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of community centers/community halls and its Boundary wall for the benefit of  Local people.","09-Sep-2024","3000000","23-Dec-2024"
"52","Normal/Others","WS/MP176/2025-2026/243141-Construction of community centers and community halls","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of  Community Centre at Satnami Para","24-Oct-2025","700000","22-Dec-2025"
"53","Normal/Others","WS/MP176/2025-2026/243264-Construction of community centers and community halls","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of Community Centre and Stage (Manch)","24-Oct-2025","700000","22-Dec-2025"
"54","Normal/Others","WS/MP176/2025-2026/243279-Construction of community centers and community halls","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of Community Centre at Marar Para","24-Oct-2025","700000","22-Dec-2025"
"55","Normal/Others","WS/MP176/2025-2026/243280-Construction of common work sheds/ common covered sitting area","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of Shed near Shitala Taalab at Village-Karsa, Gram Panchayat - Karsa","24-Oct-2025","500000","22-Dec-2025"
"56","Normal/Others","WS/MP176/2025-2026/243139-Construction of boundary walls of existing public and community buildings","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of Boundary Wall of Community Centre at Sahu Para","24-Oct-2025","500000","22-Dec-2025"
"57","Normal/Others","WS/MP176/2025-2026/243140-Construction of boundary walls of existing public and community buildings","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of boundary wall and Shed for Community Kitchen at Community Centre at Kurmipara","24-Oct-2025","1000000","22-Dec-2025"
"58","Normal/Others","NA-Construction of boundary walls of existing public and community buildings","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of C.C. Road in Minimata District Centre, Village - Demar, Gram Panchayat - Demar,","24-Oct-2025","1000000","NA"
"59","Normal/Others","WS/MP176/2025-2026/243308-Construction of buildings for community cultural activities","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","Construction of Cultural Art Stage at Kabir Chowk, village-Amleshwar, gram Pnachayat-Amleshwar, Sub District-Patan, District-Durg","24-Oct-2025","1000000","20-Jan-2026"
"60","Normal/Others","WS/MP224/2026-2027/284723-Construction of buildings for community cultural activities","Chhattisgarh","DURG(DISTRICT COLLECTOR DURG_IDA)","Smt. Phulo Devi Netam (2026-32) (2026-2032)","Elected MP","Gram Kuthrel ke chandrakar para me sanskritik bhawan nirman karya","30-May-2026","1000000","11-Aug-2026"
"61","Normal/Others","WS/MP18464/2026-2027/295373-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Chhattisgarh","KORBA(Collector-Korba)","Smt. Laxmi Verma (2026-32) (2026-2032)","Elected MP","Embankment construction work on the Korvapara access road.","15-Jul-2026","1500000","03-Aug-2026"
"62","Normal/Others","WS/MP18464/2026-2027/295378-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","KORBA(Collector-Korba)","Smt. Laxmi Verma (2026-32) (2026-2032)","Elected MP","CC Road Construction Work: From Vinay's House towards Tikripara Part 2","15-Jul-2026","1000000","24-Jul-2026"
"63","Normal/Others","WS/MP176/2024-2025/149419-Construction of public libraries and reading rooms","Chhattisgarh","Uttar Bastar Kanker(DISTRICT COLLECTOR KANKER_IDA)","Shri Rajeev Shukla (2022-28) (2022-2028)","Elected MP","I propose the construction of a state-ofthe-art public (digital) library in Kanker, with a planned seating capacity of 250-300 individuals at ward no. 09, Aklavya Hostal Bhanupratappur Kanker","25-Oct-2024","30000000","20-Dec-2024"
"64","Normal/Others","WS/MP225/2023-2024/75724-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of CC Road from the house of Hulas Diwakar to Silly Approach Road.","05-Jan-2024","1000000","19-Jan-2024"
"65","Normal/Others","WS/MP225/2023-2024/75727-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of CC Road from main Road towards Mukti Dham at Mudpar (B) Village of Palmgarh Block of Jahanjir Champa District.","05-Jan-2024","1000000","19-Jan-2024"
"66","Normal/Others","WS/MP225/2025-2026/214152-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of CC road from the residence of Kashi Ram Kewat to Hirauwa Kewat residence in the Village and Gram Panchayat Bhuigaon Subdistrict Pamgarh of Janjgir Champa District of Chhattisgarh","20-Jul-2025","986530","22-Sep-2025"
"67","Normal/Others","WS/MP225/2025-2026/214153-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of CC road from the residence of Hari Shankar to Puni Ram residence in the Village and Gram Panchayat Tanaud Subdistrict Pamgarh of Janjgir Champa District of Chhattisgarh","20-Jul-2025","995455","22-Sep-2025"
"68","Normal/Others","WS/MP225/2025-2026/192634-Construction of roads, link roads, pathways or any other road with or without drainage system","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of CC road from Shiv Ghar to Barchowk","19-Apr-2025","974953","15-May-2025"
"69","Normal/Others","WS/MP225/2025-2026/214150-Provision of escalator and travellators for public use","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Construction of drainage from Pani Tanki to residence of Amal Diha in Village Deori Subdistrict Pamgarh Jahangir Champa District Chhattisgarh","20-Jul-2025","998568","22-Sep-2025"
"70","Normal/Others","WS/MP225/2025-2026/180132-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Boys Hostel Birra Bamhnidih Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"71","Normal/Others","WS/MP225/2025-2026/180133-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Boys Hostel Kera Nawagarh Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"72","Normal/Others","WS/MP225/2025-2026/180134-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Boys Hostel Tanaud Pamgarh Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"73","Normal/Others","WS/MP225/2025-2026/180135-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Boys Hostel Sasha Pamgarh Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"74","Normal/Others","WS/MP225/2025-2026/180136-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Girls Hostel Pahariya Baloda Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"75","Normal/Others","WS/MP225/2025-2026/180137-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Boys Hostel Khisora Baloda Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"76","Normal/Others","WS/MP225/2025-2026/180138-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Girls Hostel Budgahan Baloda Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"77","Normal/Others","WS/MP225/2025-2026/180139-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Girls Hostel Tilai Akaltara Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
"78","Normal/Others","WS/MP225/2025-2026/180140-Installation of multi-gym equipment","Chhattisgarh","JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","Primary Matric Scheduled Caste Girls Hostel Kapan Akaltara Janjgir Champa","07-Mar-2025","500000","28-Apr-2025"
