"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"17","Normal/Others","WS/MP879/2026-2027/280428-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of work related to Lighting arrangement at various location of Ranjeet Nagar in Ward No.87 under Karol Bagh Zone.","12-May-2026","2474830","01-Jul-2026"
"18","Normal/Others","WS/MP878/2025-2026/228274-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement at Bindra Park, 48 Block, East Patel Nagar in Ward No. 86 under Karol Bagh Zone.","21-Aug-2025","234251","01-Oct-2025"
"19","Normal/Others","WS/MP878/2025-2026/228275-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangements at the Park  East Patel Nagar and near Kali Mata Mandir Chowk in West Patel Nagar under KBZ.","21-Aug-2025","358926","01-Oct-2025"
"20","Normal/Others","WS/MP879/2025-2026/256060-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement from Balmiki Mandir to Sudarshan Park Nala and parking area at Sudarshan Park Nala Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","921544","26-Feb-2026"
"21","Normal/Others","WS/MP879/2025-2026/256061-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement at 7 Block Road near the backside of Acharya Bhikshu Hospital and parks near A-9 A-3 A-5 Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","923330","26-Feb-2026"
"22","Normal/Others","WS/MP879/2025-2026/256062-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement in parks near B-12 Moti Nagar F-1 Moti Nagar and D-22 Moti Nagar Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","922552","26-Feb-2026"
"23","Normal/Others","WS/MP879/2025-2026/256063-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangement in park area of Sports Complex Kirti Nagar and Park F Block (Kirti Club), Ward No 90 Moti Nagar (KBZ)","30-Dec-2025","920875","26-Feb-2026"
"24","Normal/Others","WS/MP878/2026-2027/282348-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT SHASTRI PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","318720","27-May-2026"
"25","Normal/Others","WS/MP878/2026-2027/282355-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT AMBEDKAR PARK NEAR TRAFFIC HEAD QUARTER TODAPUR ROAD WARD NO 140 KAROL BAGH ZONE","20-May-2026","318720","27-May-2026"
"26","Normal/Others","WS/MP878/2026-2027/282361-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT PURAN CHAND YOGI PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","318720","27-May-2026"
"27","Normal/Others","WS/MP878/2026-2027/282362-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT D PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","318720","27-May-2026"
"28","Normal/Others","WS/MP878/2026-2027/282364-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT C PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","20-May-2026","318720","27-May-2026"
"29","Normal/Others","WS/MP878/2026-2027/278572-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","SUPPLY AND INSTALLATION OF CHILDREN PLAY EQUIPMENTS AT KHADE WALA PARK INDERPURI WARD NO 140 KAROL BAGH ZONE","18-Apr-2026","318720","27-May-2026"
"30","Normal/Others","WS/MP878/2024-2025/184466-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangements with 4m decorative poles at Shiv Chowk to 6-Block T-Point, South Patel Nagar Under Karol Bagh Zone.","20-Mar-2025","797663","21-Mar-2025"
"31","Normal/Others","WS/MP878/2024-2025/184473-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of lighting arrangements with 4m decorative poles at Khanna Market, West Patel Nagar under Karol Bagh Zone.","20-Mar-2025","1690420","21-Mar-2025"
"32","Normal/Others","WS/MP879/2025-2026/189879-Lighting of public spaces","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Lightning arrangements at difference sites in Ranjeet Nagar in ward no 87 under KBZ","07-Apr-2025","2900381","26-Dec-2025"
"33","Normal/Others","NA-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Providing and fixing of RCC bench at 1)Rock Garden 2)Patel Park 3)Joggers Park and various Parks in Ward No 86 (East Patel Nagar) KBZ","23-Feb-2026","1139800","NA"
"34","Normal/Others","WS/MP878/2026-2027/266841-Construction of public toilets and bathrooms","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for construction of Toilet Block at (Tibetan Market Wala) Park in Ward No. 75 Jama Masjid City-SP Zone","06-Feb-2026","2801564","04-Aug-2026"
"35","Normal/Others","NA-Installing community drinking water plants","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Installation of 50 Water ATMs based on RO Plant and Water Cooler Treatment at Various Delhi Metro Stations","03-Jul-2026","22500000","NA"
"36","Normal/Others","WS/MP878/2025-2026/228276-Installing community drinking water plants","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of water coolers and Reverse Osmosis (RO) purification systems in various Municipal Corporation of Delhi (MCD) primary schools in Ward No. 86 under KBZ.","21-Aug-2025","845756","14-Oct-2025"
"37","Normal/Others","NA-Construction of community centers and community halls","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Construction of Community Centre at Property No 3665 slash XV Daria Pan Paharganj Karol Bagh AC 23","01-Jul-2026","7861150","NA"
"38","Normal/Others","NA-Construction of public libraries and reading rooms","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Ms. Swati Maliwal (2024-30) (2024-2030)","Elected MP","Extension of Aarambh Library, Rajender Nagar so as to double its capacity to ensure reading facility for double the number of students.","08-Nov-2025","10000000","NA"
"39","Normal/Others","WS/MP878/2026-2027/266838-Construction of boundary walls of existing public and community buildings","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for construction of boundary wall of (Tibetan Market Wall) Park in Ward No. 75a ma Masjid City SP Zone","06-Feb-2026","7967760","04-Aug-2026"
"40","Normal/Others","WS/MP879/2026-2027/295078-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks Ch. Harvansh Park Ranjeet Nagar Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","10-Aug-2026"
"41","Normal/Others","WS/MP879/2026-2027/295079-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks Talwar Wala Park  7/1 South Patel Nagar, Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","10-Aug-2026"
"42","Normal/Others","WS/MP879/2026-2027/295080-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks Deepchand Park  7/30 South Patel Nagar, Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","10-Aug-2026"
"43","Normal/Others","WS/MP879/2026-2027/295233-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks Neeldhara West Patel Nagar, Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","10-Aug-2026"
"44","Normal/Others","WS/MP879/2026-2027/295235-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks Sawan Bhadho Park, H-65, West Patel Nagar, Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","11-Aug-2026"
"45","Normal/Others","WS/MP879/2026-2027/295236-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipme at Parks F-Block Park West Patel Nagar, Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","11-Aug-2026"
"46","Normal/Others","WS/MP879/2026-2027/295237-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks L-Block ABU Phadi, West Patel Nagar Balraj Khanna Park, Ward No.87, Karol Bagh, Zone.","15-Jul-2026","298045","11-Aug-2026"
"47","Normal/Others","WS/MP879/2026-2027/295238-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks 8/30 South Patel Nagar MCD School Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","11-Aug-2026"
"48","Normal/Others","WS/MP879/2026-2027/295240-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks DDA Flats H.No- 429 Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","10-Aug-2026"
"49","Normal/Others","WS/MP879/2026-2027/295257-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks D-Block Park West Patel Nagar Ranjeet Nagar Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","10-Aug-2026"
"50","Normal/Others","WS/MP879/2026-2027/295258-Installation of multi-gym equipment","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply & Installation of Open Gym Equipment at Parks C-Block Ranjeet Nagar Ward No.87, Karol Bagh Zone.","15-Jul-2026","298045","10-Aug-2026"
"51","Repair and Renovation","WS/MP879/2025-2026/189862-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply and Installation of 3 Sets of Arch Swing Childrens Play Equipment in Old MIG East Patel Nagar","07-Apr-2025","159922","19-May-2025"
"52","Repair and Renovation","WS/MP879/2025-2026/199206-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply and Installation of 3 Sets of Arch Swing Childrens Play Equipment in LIG East Patel Nagar","13-May-2025","159922","19-May-2025"
"53","Repair and Renovation","WS/MP879/2025-2026/199207-Development of public parks","Delhi","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Supply and Installation of 3 Sets of Arch Swing Childrens Play Equipment in New MIG East Patel Nagar","13-May-2025","159922","19-May-2025"
"54","Normal/Others","WS/MP878/2025-2026/228266-Installing community drinking water plants","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of water coolers with RO arrangement for MC primary schools at various locations in Ward No. 147 under Central Zone","21-Aug-2025","932972","10-Dec-2025"
"55","Normal/Others","WS/MP878/2025-2026/228271-Installing community drinking water plants","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of water coolers with RO arrangement for various municipal buildings in Ward No. 147 under Central Zone","21-Aug-2025","435980","10-Dec-2025"
"56","Normal/Others","WS/MP878/2025-2026/228267-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement in R Block Park and Gandhi Park in Ward No. 147 under Central Zone","21-Aug-2025","355941","10-Dec-2025"
"57","Normal/Others","WS/MP878/2025-2026/228268-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement with octagonal poles (along with fittings) at various locations in Ward No. 147 under Central Zone.","21-Aug-2025","710048","10-Dec-2025"
"58","Normal/Others","WS/MP878/2025-2026/228269-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement with 12 mtrs Semi High Mast Poles (with LED fittings) at various locations in Ward No. 147 under Central Zone","21-Aug-2025","955351","10-Dec-2025"
"59","Normal/Others","WS/MP878/2025-2026/228270-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","regarding the provision of lighting arrangement in C-96 Park in Ward No. 147 under Central Zone","21-Aug-2025","370414","10-Dec-2025"
"60","Normal/Others","WS/MP878/2025-2026/213658-Lighting of public spaces","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Regarding the provision of octagonal poles and semi-high Mast Poles With LED Fittings at various locations of Kotla Mubarakpur, Ward No. 147. I give my consent for the transfer  for the above-mentioned work from my MPLADS fund.","30-Jun-2025","732602","22-Aug-2025"
"61","Repair and Renovation","WS/MP879/2025-2026/195174-Street lights","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Lighting arrangement with poles and street lights under CNZ","28-Apr-2025","1451625","18-Jul-2025"
"62","Normal/Others","WS/MP878/2025-2026/213675-Street lights","Delhi","NEW DELHI(COMMISSIONER MCD NEW DELHI)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Regarding the provisions of 171 Street Lights on Existing Poles at various locations of Kotla Mubarakpur, . I give my consent for the transfer  for the above-mentioned work from my MPLADS fund.","30-Jun-2025","701100","22-Aug-2025"
"63","Normal/Others","NA-Installation/ Construction of Anti-Pollution structure","Delhi","SOUTH WEST(COMMISSIONER MCD SOUTH WEST)","Ms. Swati Maliwal (2024-30) (2024-2030)","Elected MP","Air purifiers for all residential and common areas for senior citizens in Delhi Government old age home.","08-Nov-2025","300000","NA"
"64","Normal/Others","WS/MP878/2025-2026/243304-Development of public parks","Delhi","WEST(COMMISSIONER MCD WEST)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Construction of Artistic Gazebo Hexagonal at H No D 108 D Block Park Nawada Housing Complex Mohan Garden Ward No 113","22-Oct-2025","762192","09-Dec-2025"
"65","Normal/Others","WS/MP878/2025-2026/243307-Development of playfields and sports grounds","Delhi","WEST(COMMISSIONER MCD WEST)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Recommendation for Supply and Installation of Children Play Equipment at H No D 108 D Block Park, Nawada Housing Complex Mohan Garden Ward No113","22-Oct-2025","449770","10-Dec-2025"
"66","Normal/Others","WS/MP878/2026-2027/283830-Development of public parks","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Laying of Synthetic Track at Horam Park in Ward No 147 Kotla Mubarakpur Central Zone New Delhi","26-May-2026","3986864","11-Aug-2026"
"67","Normal/Others","WS/MP878/2026-2027/277425-Installing community drinking water plants","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of RO Water Coolers in Ward No 168 Sangam Vihar C Central Zone","04-Apr-2026","151465","15-May-2026"
"68","Normal/Others","WS/MP878/2026-2027/277427-Street lights","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Installation of Street Lights in Ward No 168 Govindpuri Central Zone","04-Apr-2026","865472","07-Jul-2026"
"69","Normal/Others","NA-Street lights","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of 6 nos of Semi High Mast Poles with led fittings at various locations in Ward No 142 Daryaganj under Central Zone","01-Jul-2026","1467161","NA"
"70","Normal/Others","NA-Street lights","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of 5 m octagonal poles LED fittings in Sunder Nagar Daryaganj and Nizamuddin West in Ward No 142 Daryaganj under Central Zone","01-Jul-2026","1489007","NA"
"71","Normal/Others","NA-Street lights","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Provision of 5 m octagonal poles LED fittings in Jangpura A Jangpura b and Nizamuddin East in Ward No142 Daryaganj under Central Zone","01-Jul-2026","1486887","NA"
"72","Normal/Others","WS/MP878/2026-2027/276361-Street lights","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Supply and Installation of Street Light Fittings on Existing Poles in Sangam Vihar Ward No 168 Central Zone","27-Mar-2026","959858","17-Apr-2026"
"73","Normal/Others","WS/MP878/2026-2027/276367-Street lights","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Installation of 45 Watt LED Street Light Fittings on Existing Poles in Sangam Vihar Ward No 168 Central Zone","27-Mar-2026","971072","16-Apr-2026"
"74","Normal/Others","WS/MP878/2026-2027/276351-Lighting of public spaces","Delhi","South East(COMMISSIONER MCD SOUTH EAST_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Installation of Semi High Mast Poles with LED Lighting in Sangam Vihar Ward No 168 Central Zone","27-Mar-2026","937141","16-Apr-2026"
"75","Normal/Others","NA-Purchase of IT systems, including hardware and software for educational purposes","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","Provision of work relate to Establishment of a center of excellence in AI and Cyber Security in Maharaja Agrasen Technical Education Society","14-Apr-2026","2500000","NA"
"76","Normal/Others","WS/MP878/2026-2027/279802-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp Higher Secondry Sechool A Block Phase II Metro Vihar Holambi Kalan","07-May-2026","251375","24-Jun-2026"
"77","Normal/Others","WS/MP878/2026-2027/279803-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp H No SCG 12B Block Phase II Metro Vihar Holambi Kalan","07-May-2026","251375","24-Jun-2026"
"78","Normal/Others","WS/MP878/2026-2027/279804-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp Mpl School C Block Phase II Metro Vihar Holambi Kalan","07-May-2026","251375","24-Jun-2026"
"79","Normal/Others","WS/MP878/2026-2027/279805-Development of public parks","Delhi","NORTH(COMMISSIONER MCD NORTH_IDA)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","Providing and Installation of Children Play Equipment in Park opp SCG 32 slash 91 C Block Phase II metro Vihar Holambi Kalan","07-May-2026","251375","24-Jun-2026"
