"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"11","Normal/Others","WS/MP171/2025-2026/147164-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Keshavapatnam  (V), Ichoda )M)","14-Oct-2024","150000","03-May-2025"
"12","Normal/Others","WS/MP171/2024-2025/147165-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Venkatapur (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"13","Normal/Others","WS/MP171/2024-2025/147166-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Chinnabuggaram (V), Neradigonda mandal","14-Oct-2024","150000","18-Feb-2025"
"14","Normal/Others","WS/MP171/2024-2025/147167-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Nandyanaik thanda (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"15","Normal/Others","WS/MP171/2024-2025/147168-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Dhannur (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"16","Normal/Others","WS/MP171/2024-2025/147169-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Wagdhari (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"17","Normal/Others","WS/MP171/2024-2025/147170-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Tharnam B (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"18","Normal/Others","WS/MP171/2024-2025/147171-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights in Shankarapur (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"19","Normal/Others","WS/MP171/2024-2025/147172-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED Three High mast lights in Boregaon(V), Neradigonda mandal","14-Oct-2024","150000","18-Feb-2025"
"20","Normal/Others","WS/MP171/2024-2025/147173-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED one High mast lights in Dhannur D(V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"21","Normal/Others","WS/MP171/2024-2025/147174-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED One High mast lights in Patpati thanda (V),  Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"22","Normal/Others","WS/MP171/2024-2025/147175-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED one High mast lights in Gambir thanda (V), Neradigonda(M)","14-Oct-2024","150000","17-Feb-2025"
"23","Normal/Others","WS/MP171/2024-2025/147176-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED one High mast lights in Bhavani thanda (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"24","Normal/Others","WS/MP171/2024-2025/147177-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights near High School in Tejapur(V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"25","Normal/Others","WS/MP171/2024-2025/147178-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Erection of LED High mast lights near KGBV Hostel in Koratical (V), Neradigonda(M)","14-Oct-2024","150000","18-Feb-2025"
"26","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 2 High Mast Lights near Smashaana Vaatika and near Shivalayam Temple at Mavala Camp , Mavala Village and Mandal, Adilabad District, Telangana","06-Mar-2026","310000","NA"
"27","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 2 High Mast Lights near Shivaji Mandapam and near Anganwadi Centre at Mavala Camp, Mavala Village and Mandal, Adilabad District, Telangana","06-Mar-2026","310000","NA"
"28","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 1 High Mast Light near Hanuman Temple at PEDDA BANDRA Village, Anderband GP, Bheempur Mandal, Adilabad District, Telangna","28-Mar-2026","155000","NA"
"29","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 3 High Mast Lights near Ramalayam Mandir and near yadava Sangham Building and near Bhavani Laxmi house at Bandalnagapur Village. Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","465000","NA"
"30","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 3 High Mast Lights near Shvalayam and near Hanuman Temple and near Samba Shiva Goud house at Ponnari Village, Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","465000","NA"
"31","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 3 High Mast Lights near GP Building and near TGB Bank and near G Ganapathy House at Kapparla Village, Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","465000","NA"
"32","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 3 High Mast Lights near Tumram Suresh House and near Hanuman Temple and near M Bhujanga Rao house at Limguda Village Girgoan GP, Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","465000","NA"
"33","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 3 High Mast Lights near Saibaba Temple and near Agriculture Market Yard and near Government Junior College at Tamsi village, Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","465000","NA"
"34","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 2 High Mast Lights near Komaram Bheem Statue and near Hanuman Temple at Ambugoan Village, Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","310000","NA"
"35","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 2 High Mast Lights near MPP School and near Sawari Bungalow at Palodi Village, Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","310000","NA"
"36","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 1 High Mast Light near Narayana Baba Temple at Vaman Nagar Village, Ambugoan GP, Tamsi Mandal, Adilabad District, Telangana","28-Mar-2026","155000","NA"
"37","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 2 High Mast Lights near K Kantharao House and near G Anil House at Anderband Village, Bheempur Mandal, Adilabad District, Telangana","28-Mar-2026","310000","NA"
"38","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 2 High Mast Lights near Pendur Umesh House and near Dikonda Vijay house near Belsari Rampur Village, Bheempur Mandal, Adilabad District, Telangana","28-Mar-2026","310000","NA"
"39","Normal/Others","NA-Lighting of public spaces","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Smt. Renuka Chowdhury (2024-30) (2024-2030)","Elected MP","Installation of 1 High Mast Light near Atharam Damji house at Tekdi Rampur Village, Belsari Rampur GP, Bheempur Mandal, Adilabad District, Telangana","28-Mar-2026","155000","NA"
"40","Normal/Others","WS/MP846/2025-2026/200800-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Dhannur B at Near Chruch","20-May-2025","120000","26-Sep-2025"
"41","Normal/Others","WS/MP846/2025-2026/200806-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Dhannur B at Moulali Bunglow","20-May-2025","120000","26-Sep-2025"
"42","Normal/Others","WS/MP846/2025-2026/200809-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Dhannur K at Jagadhamba Temple","20-May-2025","120000","26-Sep-2025"
"43","Normal/Others","WS/MP846/2025-2026/200810-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Dhannur K at OHSR TANK","20-May-2025","120000","26-Sep-2025"
"44","Normal/Others","WS/MP846/2025-2026/200814-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Birlagondi  at Hanuman Temple","20-May-2025","120000","26-Sep-2025"
"45","Normal/Others","WS/MP846/2025-2026/200817-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Birlagondi at Balu House","20-May-2025","120000","26-Sep-2025"
"46","Normal/Others","WS/MP846/2025-2026/200823-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Andur, Kandepally Jagadambha Temple","20-May-2025","120000","26-Sep-2025"
"47","Normal/Others","WS/MP846/2025-2026/200914-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Andur, Kandepally Primary School","20-May-2025","120000","26-Sep-2025"
"48","Normal/Others","WS/MP846/2025-2026/200922-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Andur, Narayanapur Jagadamba Temple","20-May-2025","120000","26-Sep-2025"
"49","Normal/Others","WS/MP846/2025-2026/200930-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Andur, Narayanapur Jadhav Ram House","20-May-2025","120000","26-Sep-2025"
"50","Normal/Others","WS/MP846/2025-2026/200977-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Andur, Chinna Kandepally Jagadamba Temple","20-May-2025","120000","26-Sep-2025"
"51","Normal/Others","WS/MP846/2025-2026/200993-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Mandhabogada Raghunathpur HanumanTemple","20-May-2025","120000","26-Sep-2025"
"52","Normal/Others","WS/MP846/2025-2026/201002-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Marlapally at Bus Stand","20-May-2025","120000","26-Sep-2025"
"53","Normal/Others","WS/MP846/2025-2026/201013-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Marlapally at Eshanna","20-May-2025","120000","26-Sep-2025"
"54","Normal/Others","WS/MP846/2025-2026/201019-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Babera at Jagadamba Temple","20-May-2025","120000","26-Sep-2025"
"55","Normal/Others","WS/MP846/2025-2026/201023-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Babera at Shivalayam Temple","20-May-2025","120000","26-Sep-2025"
"56","Normal/Others","WS/MP846/2025-2026/201044-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Babera Devanpally at Tulisiram Patel (H)","20-May-2025","120000","26-Sep-2025"
"57","Normal/Others","WS/MP846/2025-2026/201045-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Rajura at Anand Rao (H)","20-May-2025","120000","26-Sep-2025"
"58","Normal/Others","WS/MP846/2025-2026/201047-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Rajura at Govind Rao (H)","20-May-2025","120000","26-Sep-2025"
"59","Normal/Others","WS/MP846/2025-2026/201049-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Rajura at Ambarao (H)","20-May-2025","120000","26-Sep-2025"
"60","Normal/Others","WS/MP846/2025-2026/201050-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Rajura at Amruth (H)","20-May-2025","120000","26-Sep-2025"
"61","Normal/Others","WS/MP846/2025-2026/201057-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath, Kantegoan, at Jagadhamba Temple","20-May-2025","120000","26-Sep-2025"
"62","Normal/Others","WS/MP846/2025-2026/201060-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath, Kantegoan, at Sanjeev (H)","20-May-2025","120000","26-Sep-2025"
"63","Normal/Others","WS/MP846/2025-2026/201074-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Sonala at Ambedkar Bhavan","20-May-2025","120000","26-Sep-2025"
"64","Normal/Others","WS/MP846/2025-2026/201075-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Sonala at Hospital","20-May-2025","120000","26-Sep-2025"
"65","Normal/Others","WS/MP846/2025-2026/201077-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Sonala at Ramalayam","20-May-2025","120000","26-Sep-2025"
"66","Normal/Others","WS/MP846/2025-2026/201079-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Sonala at Sub Station","20-May-2025","120000","26-Sep-2025"
"67","Normal/Others","WS/MP846/2025-2026/201099-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Sonala, Rajan Palle at Bapu Rao Sarpanch","20-May-2025","120000","26-Sep-2025"
"68","Normal/Others","WS/MP846/2025-2026/201100-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Tejapur  at SC Colony","20-May-2025","120000","26-Sep-2025"
"69","Normal/Others","WS/MP846/2025-2026/201102-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Peechara at Hanuman Temple","20-May-2025","120000","26-Sep-2025"
"70","Normal/Others","WS/MP846/2025-2026/201127-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Peechara at Somesh (H)","20-May-2025","120000","26-Sep-2025"
"71","Normal/Others","WS/MP846/2025-2026/201216-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Peechara Addalathimmapur at Seetharam  (H)","20-May-2025","120000","26-Sep-2025"
"72","Normal/Others","WS/MP846/2025-2026/201223-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Peechara Laxmipur at Bheemrao (H)","20-May-2025","120000","26-Sep-2025"
"73","Normal/Others","WS/MP846/2025-2026/201227-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Bandamregad Pashathanda at Hanuman Temple","20-May-2025","120000","26-Sep-2025"
"74","Normal/Others","WS/MP846/2025-2026/201232-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Bandamregad Pashathanda at Balu House","20-May-2025","120000","26-Sep-2025"
"75","Normal/Others","WS/MP846/2025-2026/201236-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Bandamregad Bandam Cross Roads at Srinu Fertilizers","20-May-2025","120000","26-Sep-2025"
"76","Normal/Others","WS/MP846/2025-2026/201238-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Kistapur at Guru Saib Temple","20-May-2025","120000","26-Sep-2025"
"77","Normal/Others","WS/MP846/2025-2026/201245-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Kistapur at Cross Chowk","20-May-2025","120000","26-Sep-2025"
"78","Normal/Others","WS/MP846/2025-2026/201247-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Narayanapur at Hanuman Temple","20-May-2025","120000","26-Sep-2025"
"79","Normal/Others","WS/MP846/2025-2026/201248-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Kistapur Shankrapur at Hanuman Temple","20-May-2025","120000","26-Sep-2025"
"80","Normal/Others","WS/MP846/2025-2026/201250-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Kistapur Shankrapur at Babu Singh (H)","20-May-2025","120000","26-Sep-2025"
"81","Normal/Others","WS/MP846/2025-2026/201253-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Neradigonda Guthpala at SC Colony","20-May-2025","120000","26-Sep-2025"
"82","Normal/Others","WS/MP846/2025-2026/201256-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights  Boath Mandal Nagapur at Jagadhamba Temple","20-May-2025","120000","26-Sep-2025"
"83","Normal/Others","WS/MP846/2025-2026/201258-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Nagapur at Hanuman Temple","20-May-2025","120000","26-Sep-2025"
"84","Normal/Others","WS/MP846/2025-2026/201260-Street lights","Telangana","ADILABAD(DISTRICT COLLECTOR ADILABAD_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","Sanction of High mast Lights Boath Mandal Nagapur Jainurpally at Hanuman Temple","20-May-2025","120000","26-Sep-2025"
