"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"17","Normal/Others","WS/MP096/2024-2025/137096-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kayalott - Alinchuvadu road/pathway, Ward No. 19, Keezhattur Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","28-Sep-2024","181904"
"18","Normal/Others","WS/MP096/2024-2025/132556-Purchase of books for public libraries/ digitization of library books","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Purchasing books for Thalassery Grameena Vayanashala at Thalassery, Deshamangalam Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","08-Oct-2024","50000"
"19","Normal/Others","WS/MP096/2024-2025/132536-Lighting of public spaces","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Setting up of High Mast light at Potta Pattiyethukunnu Colony, Ward No.08, Pazhayannur  Panchayath (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","07-Oct-2024","492987"
"20","Normal/Others","WS/MP096/2024-2025/132537-Lighting of public spaces","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Setting up of High Mast light at Potta  Colony, Ward No.07, Pazhayannur  Panchayath (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","08-Oct-2024","492987"
"21","Normal/Others","WS/MP096/2024-2025/133405-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Shaji Sathanam - Mundolikadavu road/pathway, Ward No.10, Vellavoor Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","08-Oct-2024","684603"
"22","Normal/Others","WS/MP096/2024-2025/132961-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Chemmatupadi road/pathway, Ward No. 1, Nellaya Panchayat (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","04-Nov-2024","422950"
"23","Normal/Others","WS/MP096/2024-2025/149762-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installation of Sound system at GLPS Poolappadam, Ward No.15, Pothukkal Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","28-Nov-2024","300000"
"24","Normal/Others","WS/MP096/2024-2025/145349-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Munderi - Thorappa melethilmukku road/pathway, Ward No.02, Pothukkal Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","07-Dec-2024","412752"
"25","Normal/Others","WS/MP096/2024-2025/137104-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Muthukulam Arabic college road /pathway, Ward no. 08, Pothukkal Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","05-Apr-2025","310263"
"26","Normal/Others","WS/MP096/2024-2025/145593-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kalathingalpadi Anganvadi road /pathway, Ward No. 05, Anakayam Panachayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","18-Jan-2025","275899"
"27","Normal/Others","WS/MP096/2024-2025/164035-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchasing of Computers and accessories for Farook College Autonomous, Feroke. Ramanattukara Municipality.","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","16-Jan-2025","970934"
"28","Normal/Others","WS/MP096/2024-2025/164712-Purchase of vans and buses for educational institutions","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of School bus for JNRHSS, Edavanna Ward No. 08, Edavanna Panchayat.","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","14-Jan-2025","2200000"
"29","Normal/Others","WS/MP096/2024-2025/145345-Purchase of vans and buses for educational institutions","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of Vehicle (Mahindra Bolero) for IGMMR School, Nilambur, Ward No. 06, Nilambur Municipality (ST)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","07-Aug-2026","916838"
"30","Normal/Others","WS/MP096/2024-2025/145338-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Machingal – Pokkattiyil road/pathway, Ward No. 05, Ozhur Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","22-Jan-2025","407534"
"31","Normal/Others","WS/MP096/2024-2025/145596-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Puthuparamb sub center road/pathway, Ward No. 03, Edarikode Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","28-Jan-2025","381886"
"32","Normal/Others","WS/MP096/2024-2025/145604-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Construction of Valliyode Khuthubiyyath Masjid road /pathway, Ward no. 14, Chemmanad Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","13-Feb-2025","777468"
"33","Normal/Others","WS/MP096/2024-2025/137103-Purchase of furniture and fixtures for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Setting up of Furniture and white board for Govt. Model pre-school, Jawahar Colony, Ward no. 06, Nilambur Municipality (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","14-Feb-2025","48931"
"34","Normal/Others","WS/MP096/2024-2025/132558-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Kolorkkandi - Chathan parambu Temple Road/Pathway Ward No.13, Kizhariyoor Panchayat, Kozhikode District","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","23-Feb-2025","481516"
"35","Normal/Others","WS/MP096/2024-2025/145594-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Thamiyedathil – Kalladiyil road/pathway, Ward No. 23, Anakayam Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","11-Mar-2025","398750"
"36","Normal/Others","WS/MP096/2024-2025/182031-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Construction of Kuthirayalakkudi - View point road or pathway, Ward No.07, Adimaly Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","28-Mar-2025","1458585"
"37","Normal/Others","WS/MP096/2024-2025/145353-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Madrasa Anangot chola road/pathway, Ward No. 12, Pulamanthole Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","29-Mar-2025","491654"
"38","Normal/Others","WS/MP096/2024-2025/145352-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Paattakarambu ST Colony road /pathway, ward No. 07, Amarambalam Panchayat (ST)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","03-Apr-2025","482509"
"39","Normal/Others","WS/MP096/2024-2025/132960-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Pallimukku - Chembalath colonythodu road/pathway, Ward No. 04, Chalavara Panchayat (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","30-May-2025","407336"
"40","Normal/Others","WS/MP096/2025-2026/145598-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Chuttuvattam West Road/pathway, Ward No. 22, Angadipuram Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","26-Apr-2025","430334"
"41","Normal/Others","WS/MP096/2024-2025/145602-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Construction of Nambiarkkal – Kuthirammal NRA road /pathway, ward No. 27, Kanhangad Municipality","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","29-Apr-2025","574993"
"42","Normal/Others","WS/MP096/2024-2025/132959-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Kalathumpadi - Thottappaya, road/pathway, Ward No. 04, Chalavara Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","02-May-2025","238484"
"43","Normal/Others","WS/MP096/2025-2026/145605-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of additional rooms for magistrate court, Nilambur. Ward no. 33, Nilambur Municipality.","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-May-2025","286028"
"44","Normal/Others","WS/MP096/2024-2025/145346-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Parammalkandi – Thekke Chalil road/pathway, Ward No. 08, Kondotty Municipality","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","09-May-2025","248336"
"45","Normal/Others","WS/MP096/2024-2025/145597-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of PTMH road/pathway, Ward No. 16, Cheriyamundam Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","15-May-2025","281103"
"46","Normal/Others","WS/MP096/2025-2026/156314-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of computers and accessories for KMHS School Karulai, Karulai Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","22-May-2025","528105"
"47","Normal/Others","WS/MP096/2025-2026/156316-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of Computers and accessories for AMLP School, Pullancheri, Ward no.28, Manjeri Municipality","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","22-May-2025","350000"
"48","Normal/Others","WS/MP096/2025-2026/145615-Purchase of furniture and fixtures for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of Books for Govt. Model Pre-school, Jawahar colony, Ward No.06, Nilambur Municipality   (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","24-May-2025","30000"
"49","Normal/Others","WS/MP096/2024-2025/132559-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Pullattukulambil SC Colony Road/pathway, Ward No. 10 Kuttipuram Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","29-Jan-2026","431178"
"50","Normal/Others","WS/MP096/2025-2026/174811-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Setting up Multimedia Projectors for GUP School Vettecode, Manjeri Municipality","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","03-Jul-2025","348402"
"51","Normal/Others","WS/MP096/2024-2025/145351-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Ummerkoya - Muhammed haji road /pathway 2nd reach, ward No. 03, Kalikavu Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","07-Jul-2025","472899"
"52","Trust and Society","WS/MP096/2025-2026/180743-Setting up public non-conventional energy plants","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Installing of solar power plant at Sullamusalam Science College, Areekode, Areekode Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","31-Jul-2025","948100"
"53","Normal/Others","WS/MP096/2025-2026/145611-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Ramankuth under passage – construction of retaining wall and approach road work in Nilambur Municipality (Ward No.20)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","15-Jul-2025","3946603"
"54","Normal/Others","WS/MP096/2025-2026/156429-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Purchasing of computers and accessories for Bharath Matha AUPS, Muthukad, Ward No. 21, Nilambur Municipality","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","13-Aug-2025","200000"
"55","Normal/Others","WS/MP096/2024-2025/133403-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Kummanam Palli ambooram road /pathway, Ward No.07, Thiruvarpp Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","14-Aug-2025","446326"
"56","Normal/Others","WS/MP096/2025-2026/167551-Purchase of vans and buses for educational institutions","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Purchasing of School bus for Calicut orphanage ALP School Kolathara, Ward No. 42, Kozhikkode Corporation","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","09-Sep-2025","1992798"
"57","Normal/Others","WS/MP096/2024-2025/145343-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of TNK - Kallidumban Kunhimuhammed road/pathway, ward No. 9, Edakkara Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","24-Sep-2025","408921"
"58","Normal/Others","WS/MP096/2025-2026/157377-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Eriam school - Kupperi - Kannakai road/pathway, Ward no.07 Kadannappally-Panappuzha Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","06-Oct-2025","887708"
"59","Normal/Others","WS/MP096/2025-2026/157060-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Korangad payyankanam SC Colony road/pathway, Ward no. 14, Peringome Vayakkara Panchayat(SC/ST)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","17-Oct-2025","988238"
"60","Trust and Society","WS/MP096/2025-2026/234148-Construction of boundary walls of existing public and community buildings","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Compound wall for Sayyid Muhammed Ali Shihab Thangal Memorial Arts and Science Womens College, Ward no.15, Athavanad Panchayath.","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","24-Oct-2025","2582051"
"61","Normal/Others","WS/MP096/2025-2026/145601-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Kakkad – Pottippara road/pathway, Ward no. 15, Pulamanthole Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","05-Nov-2025","291576"
"62","Normal/Others","WS/MP096/2025-2026/145609-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Cheenipadi junction – Keeran colony road/pathway, Ward No. 12, Karulai Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","07-Nov-2025","759612"
"63","Normal/Others","WS/MP096/2024-2025/145592-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Illathparamb road/pathway, Othukku ngal Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","18-Dec-2025","445816"
"64","Normal/Others","WS/MP096/2025-2026/243720-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Setting up of Mobile Animal Facilitation unit for the tribal famiies in Nilambur Taluk of Malappuram district through the Extension centre of Kerala Veterinary University","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","06-Aug-2026","2498901"
"65","Normal/Others","WS/MP096/2025-2026/181242-Lighting of public spaces","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Setting up of Mini Mast light at Kunduman Thaikav junction, Ward No. 06, Adichanalloor Panchayat ,Kollam District","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","20-Dec-2025","290652"
"66","Normal/Others","WS/MP096/2025-2026/182241-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Construction of Konganamkodu - Kochu Karikkaakam road or pathway, ward no.09, Panavoor Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","23-Dec-2025","998724"
"67","Normal/Others","WS/MP096/2024-2025/133407-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of side protection at Plappalli - Manthindi SC/ST Colony Road/pathway, Ward No. 03, Koottikkal Panchayat (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","14-Jan-2026","986777"
"68","Normal/Others","WS/MP096/2025-2026/177173-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Construction of Kudumpatta  Kootampidav  National LP School road or pathway Ward No 01 Nellaya Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","29-Jan-2026","701265"
"69","Normal/Others","WS/MP096/2024-2025/137097-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Construction of Plappalli - Manthindi SC/ST Colony Road/pathway, Ward No. 03, Koottikkal Panchayat (SC)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","02-Feb-2026","708944"
"70","Normal/Others","WS/MP096/2025-2026/166597-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Vengad town Kuniyil road pathway ward no 03 Vengad Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","10-Feb-2026","871332"
"71","Normal/Others","WS/MP096/2025-2026/236435-Lighting of public spaces","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Setting up of mini mast light at Muzhangadi junction, Ward no. 03, Ochira Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","24-Feb-2026","214100"
"72","Normal/Others","WS/MP096/2025-2026/181244-Lighting of public spaces","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Setting up of Mini Mast light at Karikonam Juma Masjid junction, Ward No. 12, Ilamad Panchayat,Kollam District","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","24-Jul-2026","198795"
"73","Normal/Others","WS/MP096/2024-2025/174069-Lighting of public spaces","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Setting up of mini mast light at Perumburam junction, Ward no. 16, Velinalloor Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","24-Jul-2026","169597"
"74","Normal/Others","WS/MP096/2024-2025/174070-Lighting of public spaces","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Setting up of mini mast light at Pulikudi junction, Ward no. 06, Velinalloor Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","24-Jul-2026","169597"
"75","Normal/Others","WS/MP096/2025-2026/156139-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Choonoor Mundathadam - Maravattom road or pathway, Ward No.11, Ponmala Panchayat","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","N/A","26-Feb-2026","368228"
